PM10;PM2-5;O3;CO;NO2;SO2
10,5;3;28,9;0,1;2,7;1,1
9;5;28,9;0,1;2,5;1
10,6;3;27,9;0,1;1,9;1,1
10,3;3;26,6;0,1;1,8;1,1
9,1;6;22,4;0,2;5,8;0,9
7,8;6;12,6;0,4;12;1,2
17,2;6;22,8;0,2;6,5;1,1
11;5;27,8;0,2;5,2;1,1
12;6;28,9;0,1;2,1;1
12,5;7;29,2;0,1;2;1
12;5;30,8;0,1;2,1;1
18,4;6;31,3;0,1;2,5;1
10,1;3;31,8;0,1;1,7;1,1
0;15;32,8;0,1;2;1,2
15,2;1;33,7;0,1;1,6;1,1
10,8;3;31,7;0,2;2,2;1,1
9,8;6;30,9;0,2;2,8;1,2
10,6;9;29,4;0,2;4,6;1,2
9,6;6;32,5;0,2;3,5;1,2
8,6;2;32,5;0,2;4,4;1,1
7,6;4;9,7;0,6;20,7;1,4
26,4;6;0,9;0,9;26,2;1,8
22,3;7;6,1;0,6;20,7;1,4
17,6;6;7,2;0,5;19,8;1,2
11,5;6;1,4;0,6;22,5;1,3
17;17;3,4;0,6;20,5;1,3
16,1;8;4;0,4;17,7;1,3
20,1;8;3,1;0,4;16,7;1,3
22,3;17;3,2;0,5;16,1;1,4
26,5;11;3,6;0,6;17,6;2
35,5;9;12;0,6;15,7;2,2
28,4;8;21,8;0,7;20,1;2,3
34,3;19;30,4;0,4;13,4;2,4
24,2;9;32,3;0,3;6,4;1,5
11,7;5;30,5;0,2;2,5;1
10,3;3;30,4;0,2;2;1,3
8,6;5;36,7;0,4;7,6;1,4
43,5;6;32,1;0,6;15,2;1,4
34,2;15;34,9;0,6;13;1,3
33,3;18;24,1;0,8;21,1;0,6
39,1;20;25,7;0,5;10,5;0,4
15,7;10;29,4;0,4;6,2;0,5
9,3;9;28,6;0,3;4,6;0,3
9,3;5;25,6;0,3;6,5;0,4
7,3;4;22,4;0,3;6,4;0,4
0;18;13,3;0,4;11;0,4
10;6;5,3;0,5;14,4;0,5
15,2;5;4,2;0,5;12,5;0,3
18,4;3;5,1;0,5;11,3;0,5
8,1;6;2,4;0,5;11,3;0,5
18,1;7;16,1;0,4;7,2;0,3
5,3;4;26,3;0,3;3,3;0,4
7,8;1;17,4;0,4;10,5;0,6
19,1;4;24,2;0,4;7,4;0,5
15,4;6;27,2;0,4;6;0,3
13,1;4;28,6;0,4;6;0,3
22,8;2;28,5;0,4;5,4;0,4
14,7;1;31,3;0,3;4,4;0,3
11;1;31,4;0,3;4;0,4
7,3;3;30,9;0,3;4,6;0,5
5,8;3;31,5;0,3;4,7;0,3
14,7;5;31;0,3;4,4;0,5
11;11;27,7;0,4;8,2;0,4
16,2;8;11,9;0,8;27,8;0,7
25,5;8;5,2;1,1;41,8;0,9
43,5;22;15;0,8;24,7;0,7
21,8;15;25,1;0,4;8,5;0,5
15,2;10;26,8;0,4;7,8;0,4
18,6;5;28,9;0,3;6,5;0,4
13;1;31;0,3;3,6;0,4
9,7;0;30,2;0,3;2,6;0,3
8,3;2;30,8;0,3;2,1;0,4
6;6;32,4;0,2;1,7;0,2
7;7;25,6;0,3;4,8;0,4
9,5;4;25,8;0,3;4,7;0,4
9,3;2;25,4;0,3;4,8;0,2
10;1;12,9;0,5;17;0,6
25,3;7;13,7;0,6;16,5;0,7
17,4;13;24,2;0,5;10,6;0,5
11;11;25,7;0,4;7,9;0,4
15;7;26,8;0,3;4,7;0,1
10,4;6;27,6;0,3;4,6;0,3
8,1;4;28,9;0,3;3,8;0,5
10,3;5;28,3;0,3;4;0,5
16,7;7;28,8;0,3;4,6;0,5
0;17;29,4;0,3;5,1;0,6
16;8;27,9;0,3;4,8;0,6
13,8;5;26,7;0,4;5,2;0,6
21,1;0;26,4;0,3;5,5;0,7
20,4;0;28,5;0,3;4,7;0,5
11,8;0;29,7;0,3;3,3;0,6
10,4;1;29,7;0,3;4,1;0,4
9,9;2;22,7;0,4;10,6;0,3
10,6;4;20,8;0,4;9,2;0,4
10,1;6;30,8;0,2;2,7;0,4
9,3;5;32;0,2;1,3;0,3
8,9;1;32,2;0,2;1,1;0,3
5,7;1;30,6;0,2;1,1;0,4
5,4;3;31,1;0,2;1,3;0,2
7,6;4;28,9;0,2;2,7;0,4
5;5;26,6;0,3;6;0,4
7,1;6;22,1;0,4;8,7;0,3
10,8;6;21,3;0,4;8,8;0,4
17,2;2;23,4;0,4;6,5;0,4
17,9;0;26;0,3;4,9;0,3
15,7;1;27,1;0,3;4,9;0,5
11,3;8;26,4;0,3;5,6;0,5
12,8;4;26;0,3;5,1;0,4
12,6;0;25,9;0,3;4,7;0,4
14,8;5;26,7;0,3;3,3;0,4
13;13;26,3;0,3;4,8;0,4
16,7;11;26,9;0,3;3,3;0,4
15,8;9;27,5;0,3;3,4;0,3
12,7;6;27;0,3;4;0,5
16,5;2;28;0,3;3,8;0,4
12,3;4;27,6;0,3;3,1;0,4
11,3;9;26,2;0,3;3,6;0,4
15;7;26;0,3;3;0,4
8,9;2;26,3;0,2;2,1;0,3
10,3;1;21,9;0,3;5,6;0,3
16;5;13,2;0,4;9,4;0,3
14,5;7;25,4;0,3;3,2;0,5
13,3;4;7,7;0,4;14,6;0,5
15,3;3;3,3;0,5;17,8;0,8
28,2;7;0;0,8;23,7;1,7
50,8;20;0,8;1,6;27,9;2,7
57,6;30;1,5;1,9;34,8;3,8
88,3;35;8;1,3;30,2;0
44,8;19;23,5;0,5;11;0
17,4;11;27,1;0,4;6;0
0;0;25;0,4;0;0,1
12;12;27,1;0;0;0,2
11,8;10;0;0,5;11,7;0,2
34,6;11;28,2;0,4;3,9;0,2
19,2;9;26,4;0,4;5;0,2
21,2;6;24,6;0,4;6,6;0,3
30,6;12;16,2;0,8;24;0,5
48,4;19;11,3;0,9;26,4;0,6
34,3;14;5,9;1;28,4;0,5
45,7;13;7;0,9;21,5;0,5
37,4;11;2,3;1,3;25,2;1
38,2;10;9,5;0,9;18,3;0,3
20,4;12;18,5;0,4;9,8;0
21,1;11;15;0,4;11,8;0,2
21,8;5;0;0,9;27,3;0,6
38,9;16;0;1;29,1;1
52;27;0;1,2;28,1;1,2
63,3;26;0;1,3;26,3;1,4
70,4;27;0;1,3;26,7;1,4
72,3;30;0;1,4;25,4;1,7
71,4;27;6,8;1,2;22,2;1,5
41,3;21;20,6;0,5;13,8;0,6
38,7;18;25;0,3;4,4;0,3
21,1;5;25,1;0,3;4,6;0,2
18,1;0;26,5;0,3;5,2;0,2
18,2;2;34;0,5;11,5;0,4
59,9;28;32,9;0,6;16;0,4
54,6;22;32,6;0,5;13,2;0,4
33,3;11;25,5;0,5;13,7;0,2
28;12;20,7;0,5;15,2;0,3
24,6;12;14,1;0,6;20,1;0,4
31,4;15;9,6;0,7;22,9;0,5
31,1;14;2,3;1;28,2;0,6
50,3;20;0,5;1,4;29,4;1
67,6;18;0;1,4;28,6;1
51,7;20;0,8;1,1;26,9;0,8
44,2;23;0;1,1;25,4;0,8
37;23;1,3;0,8;23,1;0,5
41,3;18;0,4;0,9;25,2;0,5
0;18;0;1,1;0;0,8
0;0;0;1,1;0;0,6
46,9;23;0;1,2;0;0,8
58,9;24;0;0,8;0;0,7
39,9;17;0;0,9;0;0,8
47,4;26;2,1;1;0;1
50,5;22;5,2;0,9;0;0,8
39,6;19;17,8;0,4;0;0,4
24,6;7;21;0,5;0;0,4
30,6;10;28;0,4;0;0,4
18,3;14;30,9;0,4;0;0,3
17,5;8;29,6;0,4;0;0
32,4;6;11,4;0,7;0;0,1
28,7;10;14,8;0,7;0;0,4
33,5;23;17,7;0,5;0;0,3
20,9;7;23;0,3;0;0,3
15,3;5;24,1;0,3;0;0,3
16;2;22,9;0,3;0;0,1
16,2;2;19,9;0,3;0;0,1
12,8;4;22,8;0,3;0;0,1
11,8;4;14,7;0,4;0;0,3
12,1;6;8;0,4;0;0,4
12,1;5;9,5;0,3;0;0,2
11,3;2;1,9;0,5;0;0,3
16,2;6;0;0,8;0;0,6
28,4;15;0;0,9;0;0,8
30,9;12;1,9;0,6;0;0,6
28,2;9;1;0,7;0;1
38;21;0,3;1,2;0;1,9
59,6;25;9,7;0,9;0;1,3
30,1;11;26,1;0,3;0;0,2
12,5;11;30,3;0,2;0;0,2
13,6;7;29,3;0,3;0;0,3
18,3;4;31,2;0,2;0;0,4
11,8;6;32,5;0,2;0;0,3
11,5;9;33,2;0,2;0;0,1
14,8;6;34;0,2;0;0,2
17,4;3;31,7;0,3;0;0,3
18,9;0;29;0,3;0;0,3
22,1;0;33;0,3;0;0,1
18,2;0;31,3;0,3;0;0
15,5;0;29,3;0,3;0;0,2
16,5;8;26,5;0,3;0;0,2
14,1;8;22,2;0,4;0;0,1
18,9;5;27,3;0,3;0;0,2
7,6;3;28,6;0,2;0;0,1
6,8;2;11,6;0,4;0;0,2
18,9;7;3;0,5;0;0,3
25,8;10;0;0,8;0;0,6
25,4;16;1,4;0,5;0;0,4
25,5;8;0,2;0,7;0;0,6
32,6;9;0;0,8;0;1,1
47;19;0,3;1,4;0;1,8
53,5;30;3,3;1,5;0;2,1
60,6;31;6,7;1;0;1,1
49,4;27;14,7;0,6;15,6;1,2
43,8;18;28;0,3;6,1;0,4
10,3;4;27,7;0,3;5,1;0,3
9,1;4;27;0,2;5;0,2
9,9;0;29,9;0,2;4,7;0,3
12,3;0;33;0,3;8,4;0,4
28;6;34;0,5;22;0,7
49,8;18;22,4;0,9;32,7;0,6
56,8;15;10,1;1,1;34;0,8
53,5;17;21,9;0,5;12,9;0,5
19,2;7;25,3;0,3;8,2;0,2
11,1;8;24;0,3;7,9;0,2
12,6;7;27,5;0,2;4,3;0,2
10,8;6;26,6;0,2;3,8;0,2
16;6;27,9;0,2;3,6;0,1
4;4;23,9;0,3;4,9;0,1
4,7;3;8;0,5;16,3;0,3
20,6;3;0;0,8;28,4;0,6
38,7;6;0;0,9;26,4;0,7
40,1;21;0;0,8;25,1;0,7
44,4;17;0;1,4;27,2;2
60,8;32;0,5;1,7;30,7;1,8
60,1;29;11,7;1;18,9;0,9
17,9;13;15,5;0,7;20,9;0,4
33,1;19;18,8;0,8;24,2;0,6
28,5;12;26,2;0,4;9,6;0,4
10;10;27;0,2;4;0,3
15;15;36,9;0,7;26,4;0,9
83,7;22;33,6;0,9;29,7;0,7
57,6;34;39;0,7;22,2;0,7
49,8;29;49,6;0,5;12,9;0,5
32;26;32,4;0,6;23,2;0,7
45,7;10;17,3;0,8;31,7;0,8
55,7;10;9,5;0,9;33,4;0,6
44;7;2;1,2;38,8;0,5
49,4;9;0;1,6;42,9;1
66;21;0;1,4;41,3;1,1
56,4;16;2,2;0,9;34,6;0,6
33,6;15;0,9;1;33,8;0,6
39,6;13;1,9;0,7;28,5;0,4
36,8;13;1,9;0,5;30,6;2,5
33,5;12;5,1;0,5;23,1;1,3
22,9;11;9;0,4;13,4;0,7
19,7;13;5,6;0,4;16,3;0,8
32,6;15;0;0,7;26,8;1,5
35,5;22;1;1;26,4;1,6
55,2;25;5,3;1,2;28,5;2
46,5;23;16,8;0,7;19,1;1,1
31,1;21;16,7;0,8;26,2;1,1
43,1;24;20,3;1;33,9;1,5
38,9;34;33,3;0,6;19,4;0,7
49,9;22;16,6;0,9;36;1,2
49,3;21;11,6;1,2;43,8;0,9
60,8;30;15,9;1,1;43,1;1,3
50,3;38;32,6;0,7;24,8;0,6
44,5;29;27,7;0,9;35,5;0,6
57,9;31;17;1,1;43,9;0,7
51,7;23;4,7;1,6;54,1;1,1
55,7;22;12,6;0,8;26,4;0,4
25,8;14;7;0,8;30,7;0,4
35,6;22;7,9;0,7;28,8;0,5
36,3;20;8,3;0,8;27,9;0,5
32,9;7;10,5;0,6;25,2;0,7
23,4;23;14,9;0,4;16;0,5
26,7;9;14,3;0,4;20;0,5
24;11;20,8;0,3;11,5;0,4
19,7;10;12,5;0,4;18,7;0,5
20,9;9;9,3;0,4;20;0,4
22,1;18;4,6;0,6;21,2;0,5
20,2;20;6,3;0,8;19,1;0,7
12,3;5;10,1;0,8;20,9;1,7
21,4;9;18,5;0,5;13;2,5
27,7;13;12,3;0,7;21,4;2,6
31,8;17;14,5;0,6;18,2;0
20,6;8;17,9;0,6;0;0
20,1;16;0;0;0;0
21,7;20;24,9;0,7;20,5;1,3
33,9;15;29,2;0,5;16,8;0,7
24,1;8;25,1;0,4;11,2;0,1
14,8;4;19;0,5;13,8;0,2
16,7;2;13,7;0,6;17,2;0,2
20,1;0;7,3;0,8;24,8;0,3
26,3;0;1,3;1;30,3;0,4
34,1;2;0,4;0,9;31,1;0,5
35,1;8;0,1;1;29,2;0,6
37,5;17;1,3;0,8;25,7;0,4
22,4;10;0,2;1,1;28;0,7
45,3;19;0,2;1;25,3;0,8
42,3;23;0;0,8;26;0,9
30,2;20;0,3;0,7;26,1;0,8
24,9;9;0;0,5;23,8;0,4
21,2;7;0;0,5;24,2;0,1
11,8;6;0;0,6;24,8;0,5
22,8;10;1,2;0,8;25,1;0,8
32,6;14;3,9;0,9;25,2;1,3
28;24;9,8;0,6;20,2;0,7
18,7;14;14,1;0,5;16,5;0,2
19,7;15;15,8;0,6;20;0,3
23,6;11;24,6;0,4;10,6;0,5
21,2;10;32,3;0,3;8,3;1,4
29;29;22,9;0,4;11,2;0,8
24,9;17;21,1;0,5;16;1
33,4;18;18,2;0,5;17,4;0,7
25,1;16;17,7;0,4;9,8;1
17,9;3;12,4;0,4;13,5;1,7
27;6;13,4;0,4;13,3;0,9
16,7;5;3,2;0,6;23,9;0,5
23,1;7;1,6;0,7;25,6;0,5
27;11;0,5;0,7;28,7;0,5
35,8;10;0,8;0,6;26,3;0,2
25,3;10;4,8;0,4;19,8;0,1
17,5;8;7,1;0,3;15,3;0
5,7;5;11,7;0,3;10,6;0
8,4;2;12,6;0,2;9,4;0
6,4;5;10,4;0,3;9,1;0
7,2;5;6,6;0,2;6,3;0
13,6;1;5,7;0,3;7,4;0
12,1;4;1,7;0,7;10,4;0,2
21,2;9;5,6;0,5;10,3;0,1
11,4;9;9,8;0,5;11,6;0,1
11,6;7;13,9;0,5;11,2;0,2
21,7;10;21,3;0,3;6;0,5
15;15;28;0,3;6,2;0,8
22,2;14;33;0,3;6,6;1,1
19,2;12;24,3;0,4;11,5;0,9
24,7;10;19,5;0,4;10;0,1
20,4;6;10,5;0,6;17,7;0
27,2;9;16,3;0,3;8,5;0
20,4;12;6,8;0,7;16,3;0,1
24,6;16;1,6;1,1;16;0,5
27,9;15;1,6;0,9;15,9;0,5
23,6;11;0,4;1,7;19,7;0,8
48;8;0,4;1,5;18,6;0,8
51,6;15;0,4;1,2;20,2;0,6
34,5;15;0,5;0,7;18,1;0
31,2;13;0,3;0,6;14,4;0
31,2;7;1,3;0,4;11,5;0,1
9,4;6;1,6;0,4;7,9;0
19,9;5;0,5;0,5;10,9;0,2
19,8;7;0,4;0,4;11,1;0,3
32,4;7;0,6;0,8;12;0,6
57,2;20;0,7;1;17;1,1
51,5;28;1,3;1,3;21;1,8
60;24;2,5;1,2;26,7;1,5
57,4;26;5,2;1,2;31,8;1,5
70,4;29;11,8;0,6;17,9;1,4
31,9;18;18,7;0,3;7,3;0,8
18;10;20,5;0,3;5,5;0,8
20,4;15;19,8;0,3;7,6;0,9
8,9;6;20,3;0,3;6,7;0,9
9,8;6;18,6;0,4;12,2;0,9
28,7;10;9,8;1;41,4;1,2
42,1;24;3,8;1,1;33,7;1,4
33,9;17;2,6;1,1;25;1,3
32,6;7;1,5;1,3;23,6;1,6
50,8;17;0,4;1,3;33;1,5
60,1;27;3,1;0,8;25,1;1,1
34,9;17;1,8;0,8;20,5;1,1
33,1;4;2,1;0,6;18;0,9
26;7;1,3;0,7;20,2;0,9
26,8;12;7,9;0,3;7,5;0,7
17,7;5;6,4;0,3;9,4;0,7
24,8;4;7;0,2;7,7;0,8
13,3;9;2,1;0,4;12,3;0,9
28,2;7;0,7;0,7;16;1,4
35,3;11;1;1,4;20,3;2,2
59,8;26;5,4;1;20,6;1,5
44,3;17;13,8;0,6;16,8;0,7
30,7;16;18,2;0,6;20,9;0,9
45,5;14;19,6;0,8;29,7;1,3
54,3;29;23,3;1,3;46,2;1,5
77,1;50;31,4;0,6;21,7;0,8
43,1;33;26,7;0,7;23,7;0,6
42,8;17;18,5;0,7;23,9;0,4
25,5;16;9,3;0,9;30,2;0,7
37,7;18;11,2;1;37,2;0,7
46,3;27;4,5;1,7;44,2;1
68,7;22;3,1;1,7;41,9;1,1
75,7;27;1,1;1,7;39,3;1,2
69,9;29;0,5;1,7;45,7;1,2
74,6;34;0,6;1,9;46,1;1,3
78,4;42;1,7;1;43,1;0,6
55,5;30;0,3;0,9;36,6;0,7
57,3;23;8,8;0,5;22,4;0,4
44;29;8,4;0,5;22,2;0,3
28;22;14,1;0,4;15,6;0,3
16;16;16,5;0,3;12,8;0,2
16;7;14,9;0,3;11,5;0,2
8;8;3,5;0,6;21,4;0,6
26,8;9;1,6;1,1;31,5;0,9
24,3;16;2,3;1,3;34,5;0,8
32,6;20;6,5;1,2;33,5;0
34,8;17;8,5;1,1;0;0
0;0;22,7;0,6;0;0
37,5;0;0;0;16,9;1,3
29,4;0;0;0,4;15,4;1,2
26,5;14;33,5;0,4;16,8;1,2
33,9;20;27,6;0,4;14,5;1
30,6;6;23,4;0,5;21,9;1
30,4;15;10,6;0,8;29,2;1,2
25,6;13;6,3;0,8;28,9;1,3
33,6;18;4,7;1;29,1;1,4
27,4;21;1,2;1,1;30,5;1,4
27,3;23;0,7;1;28,8;1,4
33,3;16;0;1,2;29,4;1,6
46,3;13;0;1,1;28,3;1,7
42,5;12;0;0,8;30,2;1,4
38;10;0;0,6;29,2;1,1
30,2;10;3;0,5;22,7;1,2
21,7;9;5,6;0,4;17;1,2
22,9;6;4,9;0,3;18,9;1,1
19,9;6;3;0,4;19,5;1,1
17;9;0,8;0,6;20,4;1,4
24,4;11;5,1;0,8;19;0,8
23,6;15;5,2;0,9;21,2;0,8
26,1;17;12;0,9;22;0,9
30,4;15;20,3;0,7;16,9;0,5
22,9;10;20,6;0,6;15,3;0,5
16;5;18,5;0,7;21,1;0,4
22,3;7;11,9;0,9;33,9;0,7
28,5;27;9,3;1,3;41,5;1,3
33,9;30;20,6;0,9;27,9;3,7
29,9;22;12,5;1;39,2;3,6
52,3;36;5,1;1,1;44,6;3
54,3;33;2,4;1;42,5;4,2
55,5;28;3,5;1,1;33,5;2,2
35,1;24;4,1;1;27,9;1
34,8;26;1,2;1;29,3;1,1
32;14;1,4;1;39,2;1
36,5;30;2,9;0,8;34,9;0,8
39,4;30;3;0,7;27,8;0,7
32,5;21;6,7;0,5;22,8;0,6
28;16;8,7;0,3;14,8;0,4
27,8;12;4,3;0,4;12,1;0,2
29,7;11;3,5;0,4;11,3;0,4
22,8;10;3,1;0,4;13;0,5
33,6;8;1,5;0,7;21,2;1,2
41,3;20;1,4;1,2;23,5;1,5
43,3;15;4,4;1,2;28,5;1,7
44;21;12;0,7;23,2;0,7
28,9;15;22,7;0,5;14,8;0,5
30,8;15;30,6;0,4;12,2;0,4
19,2;15;29;0,3;6,9;0,4
20,8;4;27,8;0,4;13,1;0,5
38,6;16;20,6;0,8;34,4;0,7
49,1;29;9,8;1,1;35,3;0,8
48,8;27;5,2;1,2;36,5;1
57,1;39;3;1,5;40,6;1,3
41,3;32;0,6;1,8;38,7;1,6
0;28;0,8;1,5;33,8;1,2
0;0;1,8;1,2;0;1,1
48,1;19;2,2;1;0;0,8
48,2;15;1;0,9;0;0,9
46,7;16;4,7;0,7;0;0,8
30,6;20;6,1;0,4;0;0,4
16,6;7;0,4;1;21,4;0,8
24,6;17;1,3;0,7;19,2;0,5
12,5;11;7,9;0,4;10,5;0,5
11,6;8;3,4;0,4;16;0,4
14,7;6;2;0,4;21,7;0,5
21,6;10;0,9;0,5;21,6;0,5
18,1;9;1,9;0,8;17,4;0,7
13,8;9;3,7;0,8;17,3;0,5
16;16;5,6;0,8;19,7;0,7
21,4;6;16,8;0,5;11,3;0,6
16,2;7;21,9;0,4;7;0,4
14,5;6;25,1;0,3;4,7;0,3
15;15;25,1;0,3;5,8;0,4
12,7;5;27,4;0,3;4,7;0,4
12,3;7;30,7;0,2;4,3;0,4
9,3;9;33,8;0,2;3,2;0,4
5;5;35,7;0,2;2,3;0,4
5,3;0;22,1;0,5;13,2;0,6
20,6;4;6,4;1;22,5;1,1
36,5;10;18,8;0,4;12,9;0,4
15;7;8,8;0,7;20;0,6
18,7;16;0,9;1,3;23,2;1,1
45,2;12;0,6;1,5;22,6;1,5
37;17;3;0,8;20,8;0,6
30,3;5;8,3;0,4;13,5;0,5
16,9;4;1,1;0,9;18,8;0,8
26,5;6;3;0,9;19,9;0,9
20,9;8;1,7;0,7;19,3;0,6
14,8;4;0,8;0,8;17,4;0,9
27,4;6;0,2;1;17,1;1
32,8;9;1,3;1,2;15,6;1,3
36,8;18;12,3;0,7;13,8;0,8
16;7;25;0,2;2,4;0,1
12,3;8;26,6;0,2;2,6;0,3
12,5;6;27,2;0,2;2,3;0,2
11,3;6;25,5;0,3;6,2;0,3
23,8;10;18,9;0,8;24,2;0,8
37,2;24;26,7;0,8;20,4;0,8
38;38;37,7;0,6;12,6;0,8
20;20;27,4;0,3;3,8;0,4
9,5;9;24,9;0,3;4,5;0,4
15,2;5;23,3;0,3;5,8;0,3
9,1;0;22,4;0,3;5,7;0,3
15,7;0;22;0,3;4,2;0,4
16,9;6;22,8;0,3;4,1;0,4
14,8;8;23;0,3;3,1;0,3
11,1;7;22,7;0,3;2,5;0,2
15,2;6;23,6;0,3;2,4;0,3
5;5;26,1;0,2;1,3;0,2
4,9;2;20,5;0,2;3,7;0,2
8,6;4;9,5;0,3;11,2;0,2
10,3;9;7,1;0,3;11,9;0,4
16,9;7;4,3;0,3;13,8;0,3
11,6;6;3,3;0,4;13,4;0,3
12;2;5,6;0,5;9,9;0,3
15,7;4;9,9;0,4;10,7;0,5
17,2;8;13,2;0,4;10,6;0,4
18,8;8;17,5;0,4;9,5;0,5
15;7;24,3;0,2;3,3;0,4
8,9;3;25,5;0,2;2,9;0,3
9,8;2;23,4;0,5;11,7;0,5
25,3;7;21,6;0,5;16,1;0,5
21,9;11;17,4;0,7;20,4;0,5
20,4;13;19,8;0,6;16;0,5
24,3;19;17,9;0,5;16,4;0,5
15,9;13;8,2;0,8;20,8;0,7
23,1;14;6,2;0,8;17,1;0,7
28,7;17;20,6;0,3;5,2;0,4
17,7;11;19,3;0,3;6;0,4
10;10;22,9;0,2;3,1;0,3
10,8;5;23,5;0,2;2,2;0,2
14,7;0;25,9;0,2;1,5;0,2
5,4;0;23,8;0,2;2;0,2
6,4;4;25,4;0,2;1,3;0,4
6,9;6;25,6;0,2;1,3;0,3
8,1;6;26,4;0,2;1,3;0,3
6,6;3;16,3;0,2;7,3;0,2
3,1;0;2,8;0,5;20,9;0,6
19,6;1;5,8;0,8;24;0,8
24,3;4;18,6;0,4;9,3;0,4
7;7;28,2;0,2;4,4;0,2
6,1;6;29,6;0,2;4,2;0,2
42,7;4;28,2;0,2;4,5;0,3
12,3;8;27,5;0,3;4,2;0,4
11;11;26,7;0,3;5,2;0,6
0;11;28;0,2;3,8;0,4
18,9;10;28,2;0,2;3,7;0,3
18,4;5;26;0,3;4,9;0,5
24,8;4;26,1;0,3;4,7;0,4
24,8;4;25,3;0,3;5,1;0,5
10,8;5;23,7;0,3;5,3;0,4
9,1;3;22,8;0,3;6;0,3
7,1;2;23,2;0,3;4,5;0,3
10,1;4;18,8;0,3;8,6;0,2
12,5;4;23,3;0,2;4,7;0,3
12;6;24,7;0,2;2,3;0,3
10,5;2;23;0,2;2,9;0,2
4,7;0;26,3;0,2;1,1;0,2
1,7;0;25,6;0,2;1,2;0,2
2,6;0;26,5;0,2;1;0,4
3,5;0;26;0,2;1,4;0,2
3;3;22,1;0,3;5;0,3
4,4;4;20,5;0,4;5,5;0
7,8;2;16;0,6;12,4;0,5
21,1;15;17,3;0,5;10,2;0
14;5;15,1;0;0;0
10,4;4;0;0;0;0,6
8,1;0;0;0,3;3,9;0,6
8,3;1;0;0,3;4,1;0,8
19,1;5;23;0,3;5,7;0,7
10;10;23,9;0,3;4,9;0,6
19,3;2;23,2;0,3;4,9;0,6
12,8;0;20,4;0,4;8,5;0,7
23,8;4;20,1;0,5;10,3;0,8
19,8;4;18,1;0,5;10,8;0,5
24,1;6;4,1;0,8;25;1
28,4;7;16,6;0,5;10,2;0,7
12;8;25,3;0,3;3,4;0,6
8,5;6;24,6;0,3;3,2;0,6
6,2;4;24;0,3;2,3;0,5
5,2;1;24,4;0,2;2,7;0,5
4,4;0;23,6;0,2;3,2;0,6
4,2;3;26,2;0,2;0,7;0,5
3,4;0;25,5;0,2;0,7;0,6
6,1;0;21,7;0,2;3,6;0,6
6,8;1;20,2;0,3;7,7;0,6
4,9;0;19,9;0,4;9,2;0,5
6;6;21,6;0,4;7,5;0,6
0;8;24,4;0,3;5;0,5
5,2;3;23,9;0,3;4,8;0,5
18,3;4;23,7;0,3;4,3;0,5
10,1;2;23,1;0,3;4,2;0,3
11,6;5;23,4;0,3;3,9;0,2
10,6;8;22,8;0,3;4,5;0,4
19,4;7;21,5;0,3;5,2;0,4
13,9;9;21,8;0,4;6,2;0,5
16,7;2;22,7;0,4;5,5;0,4
15,7;3;23,3;0,4;5,2;0,4
20,6;2;23,2;0,3;4,3;0,3
12,8;0;20;0,4;6,8;0,2
16,2;3;20;0,4;7,3;0,2
19,1;4;15;0,4;11,7;0,2
13;6;19,4;0,3;5,8;0,3
8;8;25;0,3;2,4;0,3
0;8;31,9;0,2;1,1;0,3
3,5;3;30,1;0,2;0,9;0,3
4,3;0;30,2;0,2;0,8;0,1
3,2;0;30;0,2;1,2;0,3
2,7;0;23,4;0,3;5,6;0,3
6;6;22,6;0,3;6,3;0,2
5,8;4;19,4;0,4;8,7;0,3
8,6;4;19,3;0,5;7,5;0,4
10,3;7;20,4;0,4;5,2;0,2
17,9;5;20,1;0,4;5,6;0,4
13,3;4;21;0,5;9,3;0,3
13;2;23,4;0,3;4,2;0
12,5;7;24,6;0,3;2,8;0,1
11,1;7;25,8;0,3;3,4;0,3
7;7;25,1;0,3;5;0,6
17,9;14;23,8;0,4;5,4;0,7
7,3;5;23,5;0,4;5,8;0,7
7,1;0;21,6;0,4;6,9;0,5
15,7;0;22,2;0,4;6,1;0,6
7,3;0;20,8;0,4;7,3;0,5
3,1;0;20,3;0,4;7,1;0,6
4,1;0;21,4;0,3;6;0,5
10,8;0;20,6;0,3;5,6;0,4
8,3;5;22;0,3;6,5;0,5
5,1;2;24,9;0,2;2;0,4
6,6;0;25,1;0,2;2,4;0,4
3,9;0;25,9;0,2;1,6;0,5
1,5;0;27,1;0,2;1;0,5
5,1;0;27,6;0,2;1,1;0,4
5,4;2;24,7;0,2;3,1;0,5
6;6;16,8;0,4;9,1;0,2
9,2;4;20,5;0,4;6,4;0,4
8,6;3;21,8;0,3;4,7;0,5
6,8;5;23,2;0,3;3,1;0,5
5,6;4;21,8;0,3;4,7;0,5
6,3;6;22,3;0,3;3,4;0,5
10,5;7;22,7;0,3;3,5;0,5
10,3;4;23,2;0,3;3;0,6
8,3;7;23,6;0,3;2,7;0,5
10,5;9;23;0,3;3,5;0,5
10;4;24,2;0,3;2,9;0,6
10;0;24,4;0,3;3,3;0,5
12;0;23,8;0,3;3,8;0,5
10,7;0;16;0,5;10,4;0,6
12;2;17;0,4;9,4;0,6
8,3;5;14,8;0,4;10,3;0,6
7;7;10,5;0,5;13;0,4
11;11;3,7;0,7;18,7;0,8
18,9;8;18,7;0,3;4,2;0,5
8,8;6;14,4;0,3;5,9;0,4
9,6;6;4,6;0,3;11,3;0,4
