PM10;PM2-5;O3;CO;NO2;SO2
16;16;4,8;0,3;7,3;1,2
18,9;7;4;0,3;8,7;1,8
13,4;6;2,7;0,3;9,8;2,2
10,1;9;1,2;0,3;12,5;1,2
8;8;2,5;0,3;11,5;0,8
0;17;0,5;0,5;15,1;1
0;30;1,4;0,6;14,5;2,8
71,6;29;5,3;0,4;10,5;2,1
67,9;13;10,4;0,3;6,1;0,8
59,2;9;13,8;0,2;4,2;0,6
47,9;10;15,3;0,2;3,8;0,6
57,7;9;16;0,3;4,4;0,7
41,8;9;15,3;0,2;3,1;0,6
37,4;14;15,7;0,2;3,3;0,6
50,7;9;16,6;0,2;2,4;0,9
39,7;15;16,5;0,2;2,4;1,7
33,6;18;16,9;0,2;3;2,3
26,3;20;15,1;0,3;4,2;2,3
24,7;21;8,6;0,4;12,5;2,4
82,9;46;5,9;0,4;14,4;2,9
97,7;36;3,7;0,5;16,2;4,4
89,7;31;0,6;0,5;20,9;5,2
90,6;28;1,5;0,5;20,5;4
87,7;33;2,7;0,3;18,2;6,4
75,2;18;3,6;0,3;16,4;7,6
49,3;21;4;0,3;16,2;5,4
50,2;20;4,6;0,3;15;7,1
39,2;22;4,9;0,3;14,6;4
36,2;16;9,3;0,2;11,9;0,6
38,7;12;4,2;0,3;18,1;0,9
48,7;22;3,5;0,6;19,6;4,1
74,6;37;7,7;0,4;13;3,1
77;30;13,7;0,3;7,6;1,4
68,5;18;19;0,2;3,5;0,1
60,2;21;22;0,3;4;0
49,1;20;21,2;0,3;4,6;0
43,9;10;22,1;0,3;4,1;0
51,3;16;21,6;0,3;3;0
59,2;16;24,1;0,3;4,2;0
42,9;18;22,1;0,3;7,3;0
34,5;17;20,9;0,4;10,6;0,2
33,4;21;20,5;0,4;10,9;0,5
36,2;33;17,2;0,4;9,8;0,1
47,9;21;14,8;0,4;12;0
40,6;24;9,9;0,4;16,4;0
36,1;20;7;0,4;16,4;0
35,1;22;7,8;0,4;16,5;0
30,3;23;1,6;0,4;18,4;0,2
49,9;21;1,7;0,4;19,9;0,9
45,5;23;2,8;0,4;16,4;1,1
49,2;23;4,9;0,3;12,9;1
38,5;30;4,9;0,3;12,6;1,9
38;30;8,8;0,3;9,7;1,8
35,2;20;9,6;0,3;10,6;1,6
33,1;21;6,8;0,4;15,9;1,7
26;21;8,5;0,4;13,3;3,7
40,4;22;15,2;0,4;0;3,1
28,8;26;19;0;6,5;0
27,4;20;0;0;7,4;0
26,4;17;0;0,3;8;1,1
23;23;29,7;0,4;5,1;1,4
0;31;39,2;0,4;8,2;1,7
0;32;41,2;0,5;10,1;2,2
0;43;37,9;0,4;4,8;1,8
34,4;27;29,9;0,4;6,4;1,7
29,3;24;22,4;0,7;20,7;1,6
22;22;13,8;0,9;29,9;1,8
0;29;10,3;1;32;1,9
38;36;0,9;1,2;33,5;2,4
63,3;31;1,1;1;26,3;2,4
48,4;36;0,9;1,1;27,4;2,5
62,6;32;0,4;1;24;2,6
55,8;34;0,6;0,7;18,3;0,5
47,8;28;3;0,5;16,9;2,8
53,4;32;3,3;0,5;16,1;3,1
50,1;27;2,6;0,5;15,9;1,8
46,3;29;2,9;0,5;14,3;1,1
33,6;25;4,8;0,5;12,2;0,7
38,3;31;4,4;0,6;15,4;1,1
40,5;31;10;0,5;10,6;1
40,3;26;10,5;0,5;10,1;2
36;36;16,2;0,5;9,7;2
32;26;21,6;0,5;7,6;1
25,7;20;22,3;0,4;5,8;0,3
32,4;22;30,5;0,4;3,6;0
31,9;26;29,5;0,3;2,1;0
49;12;29,1;0,3;1,5;0
35,3;6;28,2;0,3;1,4;0
25,2;2;26,7;0,3;2,1;0
18,8;6;26,3;0,3;2,4;0
14,2;11;21,7;0,3;2,9;0
0;18;17,6;0,3;4,2;0
8,6;5;18,6;0,3;1,7;0
11;11;18,3;0,4;4,5;0
0;17;17,7;0,4;5,5;0
0;12;14,5;0,4;10,9;0
0;13;11;0,4;13,4;0,4
0;18;11,4;0,4;6,1;0,3
0;15;9,3;0,4;6,1;0,3
0;22;4,9;0,4;9,5;0,4
17,8;13;2;0,5;11,6;0,5
0;22;1,2;0,5;11,8;2,6
29,7;21;3,9;0,5;10,8;2,9
32;32;8,8;0,4;6,2;3,7
37,8;26;14,1;0,4;4,9;7,3
32,5;23;21,9;0,3;2,4;2,2
38;19;27,9;0,3;1,9;1,2
28,5;14;30,4;0,3;1,5;0,6
20,8;12;27,6;0,3;1,5;0,5
0;21;22,1;0,3;1,3;0,4
16,7;10;22,3;0,3;0,8;0,4
12,4;12;22;0,3;0,9;0,4
0;11;21,6;0,3;1;0,6
0;13;19,5;0,3;1,3;0,6
0;13;18,2;0,3;1,8;0,5
0;10;16,2;0,3;4,1;1,8
0;17;13,9;0,4;11,4;5,7
0;30;10,8;0,4;9;3,9
28,1;22;7,5;0,4;9;2,7
24;24;4,6;0,4;9,6;1,6
26;26;2,6;0,4;10,2;0,8
0;20;2,6;0,4;12;0,6
22,4;20;2,8;0,4;10;0,3
20;13;2,7;0,4;8,6;0,3
22,3;16;1,2;0,4;9,5;0,2
28,1;17;1,7;0,3;8,7;0,1
21;13;4,4;0,4;10,8;3,9
40,3;30;8,1;0,4;9,6;4,9
34;25;10,6;0,4;8,2;1,8
31,7;19;11,4;0,4;8,9;1,1
29,9;16;17,3;0,4;6,4;0,6
28,8;21;23,5;0,4;5,1;0,4
20,4;15;24;0,4;7,1;0,6
0;23;24,4;0,4;6,2;0,6
0;18;19;0,5;8,8;0,3
0;17;19,6;0,4;7,1;0,6
0;26;20,4;0,4;6,2;0,4
24;24;17,3;0,5;9,4;0,1
35,2;27;15,2;0,5;11,2;0,1
30;30;8,4;0,7;17,8;0,2
31,1;29;3,6;0,7;19;0,3
0;28;3;0,7;20,3;0,8
30,1;27;1,1;0,8;21,3;0,8
31,1;31;2,5;0,7;18,6;0,6
24;24;2,7;0,5;16,7;0,3
22,5;19;5,2;0,4;10,4;0,3
28;18;4,9;0,4;10,2;0,3
25,4;22;5,6;0,4;10,5;0,1
20,7;16;4,8;0,4;11,9;0
15,6;14;0,9;0,5;15,7;0,2
19;19;5,2;0,6;11,9;0,2
30;12;14,2;0,3;5,6;0,7
26,6;10;20,7;0,3;4,1;0
20,5;14;24,6;0,3;2,4;0
16;8;23,7;0,3;2,4;0
12,6;8;19,7;0,3;3,9;0
9;9;22,8;0,3;2,9;0
14,9;8;22,8;0,3;2,1;0
15,6;12;20;0,3;2,9;0
22;11;18,5;0,3;3,7;0
25;17;18,1;0,3;3,9;0
18,3;14;16;0,3;4,7;0
0;17;13,5;0,4;7,9;0
22,2;15;9,9;0,5;11,9;0
16;12;7,8;0,4;11,9;0
13,6;13;7,1;0,4;12,2;0
22,7;13;5;0,4;11,8;0
26;11;3,6;0,4;13,1;0,2
19,1;13;5,3;0,4;9,9;1,2
14,3;9;3,9;0,4;12,1;0,7
12,1;11;3,5;0,4;12;0,6
16,5;13;4;0,3;11,6;0,5
22,4;15;1,7;0,4;17,4;0,6
21;21;1,1;0,4;14,4;0,8
18,3;14;2,5;0,5;15,9;1,3
20,7;13;3,3;0,6;14,8;3
29,9;17;8,2;0,4;10,1;1,2
23,8;14;13,8;0,4;5,6;0,3
23,6;10;15,2;0,4;5,7;0
26,1;12;16,6;0,3;4,1;0
25;13;15,5;0,4;5,5;0
20,7;8;17,2;0,3;4,4;0
24,6;7;17,1;0,4;5,1;0
29,7;7;14,2;0,4;6,4;0
28,2;10;14,8;0,4;6,5;0
22,7;6;12,3;0,6;10,9;0
24,8;18;8,4;0,5;13,6;0,1
50,8;15;8;0,5;14,1;0,2
44,5;18;5,1;0,6;16,7;0,3
56,1;24;3,3;0,5;15,4;0,2
39,2;13;2,6;0,5;15,7;0,4
29,1;9;2,3;0,4;15;0,3
43,3;6;2,3;0,4;13,8;0,2
32,5;16;1,9;0,4;13,5;0,2
30,6;11;0,9;0,4;14,7;0,7
33;16;0,9;0,4;14,3;1,5
23,8;12;0,8;0,4;14,5;2,5
21,6;11;0,8;0,5;14,8;1,9
28,7;23;1,2;0,7;15,8;1,5
44,7;24;4,4;0,7;13,9;1
45,2;17;11;0,4;6,9;0,6
41;10;12,6;0,4;6,8;0,5
39;15;16,4;0,3;4;0,1
36,3;9;17,6;0,3;3,5;0
31,5;9;15,6;0,3;2,9;0
23,4;7;17,2;0,3;4,8;0
43,6;14;23,9;0,4;6,1;0,3
31,9;21;24;0,4;7,4;0,3
28,7;25;17,9;0,4;10,8;0,5
22,4;12;17;0,4;10,6;0,5
30,5;14;10,8;0,5;11,2;0,4
22,4;10;12,4;0,3;5,9;0,2
18,2;11;11,7;0,4;6,8;0
21,4;7;2,1;0,6;20,2;0,1
27,1;26;0,9;0,6;17,1;0,2
39,9;15;0,6;0,6;19,7;1,4
43,3;17;0,3;0,6;16,7;1,2
36;15;0,4;0,5;15,2;0,8
38,2;11;0,6;0,4;14,6;0,7
36,2;14;0,6;0,4;13,9;0,7
33,4;15;0,8;0,4;15;0,5
34,8;19;0,9;0,6;19,2;1,1
52;32;1,1;0,6;15,4;1
71,4;29;1,9;0,6;15;1
81,3;24;2,4;0,5;0;0,4
71,6;25;3,5;0,5;0;0,1
56,9;13;9,4;0;9,5;0
52,2;7;0;0,4;11,8;0,8
37,6;0;0;0,3;7,9;1,8
27,2;8;20,1;0,4;5,6;2
36,2;16;21,5;0,4;5,3;2
41,4;14;19,4;0,4;6,3;1,9
29,1;11;18,8;0,4;8,2;1,9
30,2;11;15,9;0,5;11,3;2
22,2;12;10;0,6;15,3;2,1
33;9;17,6;0,4;7,5;2,1
24,8;17;12,5;0,5;10,9;1,6
28,5;9;5,1;0,6;18,3;1,1
25,5;19;0,9;0,6;20;2
32,1;17;1,1;0,6;23,9;3,2
40;20;1;0,5;23,4;3,4
37,7;17;0,6;0,5;20,9;2,2
43,6;22;2,6;0,4;18,1;2,1
37,7;16;6,1;0,4;14,6;2,3
33,7;12;5,6;0,4;17,9;2,4
33,9;18;4,3;0,5;21,6;2,5
52,1;30;4,3;0,5;22,2;3,8
64,5;26;6,2;0,6;20,4;5
74,7;24;10,9;0,5;16,7;5,4
66,6;24;18,6;0,3;8,3;2,6
58,8;14;23,7;0,2;3;0,9
54,9;8;24,7;0,3;4,4;0,8
52,1;11;24,8;0,3;3;0,8
37,4;12;24,5;0,3;1,9;0,8
55,7;21;21,6;0,3;5,3;0,9
53;14;19,4;0,4;10,4;1,2
60,4;16;16,8;0,4;11,9;1,1
46,1;22;15,3;0,5;14,7;1,1
49;25;11,7;0,6;17,4;1,9
68,3;35;11,8;0,5;16,1;1,6
78,5;22;10,3;0,5;16;2,1
67,8;33;9,1;0,4;15,6;1,9
64,3;27;4,2;0,6;24,7;6,6
57,4;29;3,4;0,5;24,8;4,4
60;21;3,1;0,5;24,3;5,2
52,5;20;2,1;0,5;24,9;5,6
55,8;21;0,8;0,5;23,9;5,7
49,7;25;1,1;0,5;21,5;5,8
51,8;27;1,4;0,6;23,8;5,6
62,5;37;0,9;0,6;24,5;3,6
75,8;42;1,7;0,8;24,7;8,7
83,2;34;7,2;0,6;19,4;3,5
87;28;17,8;0,4;9,2;1,6
83,5;25;21,8;0,4;6,6;1,9
70,1;21;26;0,3;3,4;1,2
77,9;12;26;0,3;2,3;0,9
73,5;17;24,5;0,3;4,2;0,8
53,2;21;25,3;0,3;5,8;0,9
63,4;17;24,3;0,4;8,5;1,2
53,5;20;23,2;0,4;11,2;1,9
53,5;25;30,5;0,4;6,8;1,7
48;26;27,8;0,4;8,9;1,6
48,9;26;19,9;0,5;13,1;1,8
43,5;30;11,7;0,6;18,1;1,7
94;54;5,9;0,7;25,4;1,7
123,4;50;11,4;0,5;18,4;1,5
103,5;29;5,6;0,5;17,2;1,8
84,7;35;5,1;0,5;21;2,9
76,7;28;4;0,5;21,1;3,4
59,4;31;3,8;0,5;19,9;3
59,7;27;6,7;0,4;14;2,7
51,4;26;11,2;0,4;9,7;2
48,3;21;3,6;0,4;21,8;5,2
51;35;1;0,7;24,9;4,3
60,1;43;2,2;0,9;23,3;5,5
79,8;46;7,6;0,6;17,2;10,4
94,1;48;16,1;0,5;11,8;5,4
103,4;38;22,5;0,4;8,7;3,1
91,4;33;22,8;0,5;11;1,4
76,5;21;21,3;0,4;7;1,1
57,3;15;21,1;0,4;7,7;1,1
41,8;18;18,5;0,5;10,3;1,2
66,7;20;21,5;0,4;5,7;1,2
64,6;17;21,2;0,4;5,2;1,2
53,1;13;19,1;0,4;6,3;1,1
40;23;18,6;0,5;7,4;1,1
38,6;15;8,6;1;23,2;1,5
47,8;29;6,5;0,8;14,4;1,6
46;23;8;0,6;15,2;1,4
57;30;2,3;1;24,9;1,5
87,8;47;1,3;0,8;20,3;1,8
83,5;31;1,2;0,8;21,4;1,9
70,9;24;1,3;0,6;20,3;1,8
73,6;24;1,8;0,6;19,6;1,8
63,9;27;3,2;0,5;16,5;2,7
55,6;23;5;0,5;14,4;2,5
46,9;28;3,9;0,5;13,5;1,8
48,2;31;2,8;0,5;14,9;1,9
52;30;3,1;0,6;15,1;2,9
61,4;37;6,3;0,5;10,8;3,1
75,2;42;9;0,5;9,8;1,8
78,9;32;14,9;0,4;5,4;1,8
70,4;24;20;0,4;4,7;1,6
46,2;17;15,5;0,6;9,7;1,4
52,2;25;18,6;0,4;4,8;1,2
37,6;16;20,3;0,5;6,1;1,2
43,6;11;23,3;0,4;4,3;1,1
31,1;10;21,1;0,5;7,6;1,1
22,7;10;15,2;0,6;11,4;1,1
20,9;9;10,2;0,6;17,9;1,2
16;16;10,4;0,5;14,7;1,3
18,3;11;11,2;0,5;8,1;1
19,6;9;7,4;0,6;9,5;1
17,9;9;8,2;0,5;7,7;1,1
23,6;10;7,7;0,5;12,9;1
18,2;17;14,1;0,3;5,2;0,9
14,7;3;12,6;0,3;4,4;0,9
11,2;0;12,1;0,3;7,1;0,9
9,9;0;10,3;0,3;7,3;0,9
7,7;1;9,2;0,3;8,9;0,8
5,6;2;8,7;0,3;10,3;0,9
5,4;4;2,7;0,6;21,3;1,1
0;13;2,4;0,6;20,6;1,5
0;13;5,5;0,5;16,7;2,5
10;10;8,1;0,5;15,5;6,2
18,7;12;11,8;0,5;12,1;3
26,7;11;15,9;0,7;17,6;1,7
23,3;13;18,8;0,9;26,5;1,4
30,2;20;33,1;0,9;27,7;1,5
25,5;25;43,1;0,7;19,6;1,4
33,1;29;25;0,4;4,1;1,2
28,1;2;17,3;0,4;12,1;0,8
19,7;8;8;0,7;24,9;0,7
22,8;10;4,2;0,7;24,5;0,8
22,2;11;5,5;0,7;22,2;0,7
23,2;10;2,3;0,9;26,8;0,9
28;9;3,1;0,6;18,8;0,8
19,8;12;12,6;0,3;4,4;0,5
15,4;7;10;0,4;10,7;0,5
11,9;2;2,9;0,6;23,8;0,5
10,1;7;1,6;0,6;26,6;0,5
8,3;6;1,3;0,6;26,4;0,6
7,8;6;4,3;0,5;17,6;0,5
10,1;7;3,4;0,4;17,2;0,6
13,5;8;2,3;0,5;17,8;0,6
13,3;10;0,7;0,9;27,2;0,7
0;31;0,6;0,7;24,3;0,8
25,7;12;2;1;24,5;1,1
21;21;5,6;0,8;22,5;1,2
28;17;12,5;0,5;13,3;0,9
24,3;9;17,1;0,4;7,9;0,7
22,6;8;20,4;0,4;7,3;0,6
26,7;7;22,6;0,3;3,7;0,5
19,5;4;24,7;0,3;2,1;0,4
17,7;1;21,9;0,3;3,6;0,5
17;5;22,1;0,3;2,6;0,4
20,7;3;21,1;0,3;2,8;0,4
15,5;2;17,5;0,3;1,9;0,4
10,7;5;12,2;0,4;15,1;2,4
0;14;6,6;0,5;20,5;1,3
39,2;30;4,1;0,5;21,8;2,6
42,9;21;1,2;0,7;24,7;3,1
45,8;25;0,4;0,8;26,1;3,3
46,6;27;0,8;0,7;22,2;2,5
45,4;22;0,6;0,6;22,7;2,2
41,5;18;0,8;0,6;20,4;1,9
35,5;23;0,6;0,5;17,2;1,4
35,1;16;0,4;0,5;16,5;1,4
36,9;15;0,8;0,7;17,3;1,5
51,6;29;0,7;0,6;10,1;1,3
38,6;9;1,2;0,9;14,7;2,2
56,5;24;3,1;0,6;12,8;2,9
50,3;18;8,9;0,5;10,9;1,5
54,9;7;16,1;0,4;0;0,6
40,1;6;20,6;0;6,1;0
29,4;6;0;0;13,4;0,2
21,8;10;25,7;0,5;11,7;0,8
41,9;20;43,2;0,6;12,9;1,2
52,9;32;39,9;0,6;13,3;1,1
47,6;34;32,4;0,5;8,4;1
64,5;26;28,9;0,4;7,7;0,9
46,6;22;22,2;0,4;6,6;0,8
33,3;18;14,9;0,5;7,9;0,8
24,3;12;7,9;0,8;18,9;0,7
29,8;20;1,1;1,2;28,3;1,1
64,9;43;0,6;0,9;20,7;1,1
67,2;31;0,4;0,8;21,8;1,1
62,3;23;1,2;0,7;22,4;0,9
61;17;3,6;0,5;18,3;0,9
48,9;17;3,3;0,4;15,4;0,9
45,6;20;0;0,5;18,2;0,8
35,7;20;0,6;0,5;18,8;0,7
33,9;19;7,3;0,5;19,2;0,8
42,8;27;0,7;0,6;20,9;1,4
34;34;1;0,6;21,1;1,7
58,7;29;4,5;0,7;18,4;1,6
51,8;27;12;0,5;11,8;0,9
51,6;18;19,1;0,4;8;0,6
42,7;0;23,8;0,4;5,1;0,5
31,3;0;23,8;0,4;5,4;0,4
40;0;21,7;0,4;6,7;0,4
36;0;21,9;0,4;6,4;0,3
46,3;13;19,8;0,5;7,6;0,4
43;21;19,7;0,7;18,8;0,6
56,9;20;21,5;0,6;16,2;0,8
40,5;23;17,4;0,5;12,8;0,8
45,7;17;13,4;0,4;11,4;0,8
34,4;16;12,1;0,4;8,9;0,7
25,9;9;14,5;0,4;7,5;0,6
28,3;17;13,5;0,4;8,7;0,6
25,2;12;15,8;0,4;6,6;0,5
28,8;8;12,9;0,5;6,6;0,4
29,4;12;2,1;0,5;21,2;0,6
27,4;20;3,1;0,5;15,8;0,8
29,7;14;1,9;0,5;16,6;1,1
21;17;4,8;0,5;12,8;1,1
30,8;17;2,8;0,6;16,4;2,3
41,9;31;1,5;0,5;17,5;2,1
53,4;25;10,8;0,4;7,2;1,1
40,8;0;15;0,4;8,5;0,6
29,7;4;14,3;0,5;11,1;0,7
31,7;6;16,9;0,4;9,8;0,7
24;6;20;0,4;7,7;0,5
21,5;5;22,4;0,4;7;0,5
17,1;13;20,8;0,4;8;0,7
12,9;9;19,8;0,4;6,7;0,6
37,1;9;21,6;0,4;6,2;0,6
25;11;18,4;0,4;10,3;0,5
18,2;6;19,8;0,4;10,7;0,7
23,8;11;17,7;0,4;8,6;0,7
17,4;12;18,9;0,5;7,6;0,5
23,2;10;9,6;0,6;16,7;0,5
17,1;16;8,5;0,6;16,4;0,6
21,9;15;3,2;0,7;22,7;0,6
32,5;22;6,1;0,6;21,9;0,8
33,4;13;4,8;0,6;17,3;0,7
37,5;17;2,9;0,6;20,1;0,8
35,9;14;2,3;0,5;19;0,8
30,9;14;10,8;0,3;10,4;0,4
22,7;11;11,8;0,4;11,5;0,4
16,4;9;9,1;0,5;19,6;0,4
30;16;4,8;0,8;28,2;0,5
28,9;23;1,8;0,8;24,5;0,6
46,7;27;4,9;0,8;25,8;0,9
52,2;31;6,7;0,7;22,9;1,1
54,3;27;9,4;0,5;20,5;1,2
49,4;15;18,8;0,4;10,5;0,8
41,1;11;24,4;0,4;6,2;0,8
35,4;10;22,8;0,3;4,4;0,6
27,2;8;22,2;0,3;2,8;0,4
24,8;9;20,4;0,3;0,9;0,3
22,2;2;19,1;0,2;0,7;0,3
16,4;4;19;0,3;1,1;0,3
12,8;11;17,1;0,3;1,4;0,2
9;6;15,8;0,3;2,7;0,2
8,6;6;8,4;0,6;12,3;0,2
9,3;8;4,6;0,7;18,3;0,3
18,9;17;5,6;0,5;10,9;0,3
22,4;13;6,6;0,4;10,5;0,3
16,2;7;4,1;0,4;11,6;0,3
22,4;6;1,7;0,5;14;0,4
16,6;7;0,6;0,7;14,9;0,7
20,9;12;0,7;0,8;15,3;0,8
20,7;11;0,4;0,9;13,9;0,9
24,6;18;0,5;0,8;14,9;1,1
30,4;18;0;0,8;14,5;1,4
33,2;15;1,3;0,7;15,3;3,1
31,5;22;3,6;0,7;12,5;5
36,9;17;9;0,4;7,8;4
27,3;8;15,5;0,3;3,7;3,1
30,1;10;17,7;0,3;3,1;3,1
26,8;9;19,9;0,2;1,5;1,3
23;6;18,7;0,3;1,1;0,7
25,1;10;19,8;0,3;2,2;0,6
41,6;8;19,3;0,3;1,4;0,5
29,6;8;16,7;0,3;1,3;0,5
21,2;7;15,2;0,3;2,2;0,5
15;4;12;0,3;1,6;0,4
11,5;2;9,5;0,3;4,8;0,4
9,5;5;6,3;0,5;10,8;0,4
7;5;5,6;0,4;10,6;0,4
6,1;3;6,2;0,4;8,9;0,2
7;7;4,4;0,5;12,4;0,3
9;9;3,2;0,4;13,2;0,4
7,7;7;1,8;0,4;12;0,3
16,5;7;1,1;0,4;11,9;0,4
12,6;10;0,8;0,4;10,8;0,5
20;12;0,8;0,4;11,2;0,5
15,5;11;1,2;0,4;13,2;2,5
18,2;17;1,2;0,6;14,6;2,3
18,3;16;1,5;0,5;12,9;2,4
20;20;3,1;0,6;14,4;3,8
24,7;17;6,2;0,6;15,7;2,9
39;3;13,3;0,4;7,1;1
28,1;16;16,1;0,3;6,2;0,8
20,6;8;13;0,3;7;0,9
14,4;8;15,2;0,3;4,4;0,6
11,5;7;15,3;0,3;5,1;0,7
39,3;6;15,5;0,3;5,1;0,6
27,3;6;16,1;0,3;4,1;0,6
19,7;6;14,2;0,3;3,8;0,5
14,7;9;13,1;0,3;5;0,4
10,6;8;9,3;0,4;7,6;0,4
13;13;5,4;0,4;12,3;0,4
0;14;2,8;0,4;13,5;0,5
18,6;11;3,4;0,4;9,6;0,5
13,4;8;0,8;0,5;16,2;0,8
13;13;0,7;0,5;15,6;1
9,9;9;0,6;0,5;13,5;0,8
12;12;0,6;0,5;12,2;1
14,5;12;0,3;0,4;10,8;0,9
19,1;9;0,3;0,4;8,9;0,8
0;23;0,1;0,4;10,9;0,9
21,3;17;0,5;0,5;11,9;0,8
24,6;22;0,4;0,5;13,7;0,7
0;41;0,8;0,6;14,3;1,8
51,9;31;6;0,5;13;4,9
50;18;14,5;0,3;8,1;3,1
40,2;19;20,2;0,3;9,1;1,9
39,4;23;30,4;0,4;10,4;1,4
30,7;12;25,5;0,5;15;0,9
29,4;9;18,1;0,4;9,9;0,9
44,6;8;14,8;0,2;3,1;1
31,7;9;15,4;0,2;4;0,8
22,9;9;9,9;0,4;15,5;1,1
17;17;4,6;0,8;26,1;1,6
24,8;12;2,9;0,6;22,8;1,4
0;26;0,5;0,9;31,3;1,3
31,1;25;0,9;1;29;1,2
28,8;14;1,3;0,7;22,5;1,7
25,9;14;0,9;0,5;20,6;4,7
26,4;13;0,9;0,5;20,1;2,7
25,9;10;0,3;0,4;18,5;2
25,8;12;0,8;0,5;17,3;1,1
25,1;10;0,7;0,4;15;0,9
19,4;15;0,7;0,4;15,7;1,6
18,8;17;0,6;0,4;17,2;2,2
0;28;0,5;0,6;18,3;1,5
28;28;0,9;0,7;17,5;1,8
30,8;26;1,6;0,7;15,9;2,2
31,4;17;2,7;0,6;0;1,4
48,2;13;6,7;0,4;11,4;0
34,9;13;0;0;13,4;1,1
25,2;9;0;0;13,3;0,8
18,8;6;14,6;0;7,4;0,9
15,9;5;16,8;0,3;7,9;0,7
29,7;5;18,9;0,3;4,6;0,7
28,4;7;18,4;0,3;6,1;0,8
21,1;7;15,7;0,3;9,4;0,8
16,2;14;10,1;0,5;19,9;0,8
16;16;3,1;0,8;20;0,8
0;30;2,7;0,9;20,8;0,9
50,4;28;5,8;0,7;18,8;0,8
54,7;48;1,1;1;25,6;1,1
84,5;9;0,5;0,6;19,1;1,1
63,3;11;1,1;0,5;19,9;1,2
61,7;19;0,8;0,6;19,1;1,3
57;16;2;0,5;17,4;1,2
44,1;13;0;0,4;17,1;1,1
39,7;10;0;0,5;16;1
41,2;28;0,5;0,6;17,9;1,2
42,9;19;1,6;0,6;16,2;1,3
43,8;30;1,4;0,8;15,8;4,5
77,6;15;5,4;0,5;10,4;4
57,5;9;9,8;0,4;8,8;1,7
41,6;7;12,7;0,4;6,3;3,3
29,4;11;14;0,4;6,5;2,8
34,1;11;16,2;0,3;5,9;1,3
27,1;14;16,7;0,4;6,9;1,1
19,8;10;19;0,6;11,6;1,2
20,6;9;15,7;0,5;10,2;1
22,4;6;14;0,4;7,2;0,9
0;32;24,9;0,5;10,1;1,1
25,5;22;22,3;0,5;13,9;1,2
34;25;10,4;0,7;23,5;1,3
27,7;26;3,4;1;35,6;1,5
32,1;27;5,3;0,7;26,6;1,8
23,1;23;4,9;0,6;21,5;1,7
35,8;21;8,3;0,4;11,4;1,1
25,4;17;10,2;0,3;9,7;1,1
19;19;4,3;0,4;16,6;0,8
32,3;9;5;0,4;10,9;0,7
23;5;7,9;0,3;6,8;1,5
18,7;4;6,3;0,3;9,1;2,7
16,1;6;3,7;0,3;12,2;2
12,8;7;1,9;0,5;16,3;4,4
10;6;1,9;0,5;14,6;5,1
9,4;6;5,2;0,5;10,7;2,5
16,7;5;11,1;0,4;7,2;0,7
12;1;13,6;0,4;6;0,5
20,1;5;12,9;0,4;7,4;0,6
15,3;2;13,6;0,4;5,6;0,7
13,7;5;14,1;0,4;5,3;0,5
20,4;7;13,9;0,4;5,4;0,5
23,7;9;13,8;0,4;5,7;0,5
23,4;6;12;0,4;6,9;0,5
31,6;9;11,6;0,4;6,3;0,5
26;9;12,7;0,4;7,6;0,8
19;9;9,3;0,5;9,4;0,7
22,8;13;3,4;0,7;16,6;0,9
19,3;12;1,9;0,6;14,8;1,1
36,9;13;2,3;0,5;14,5;2,1
29,7;8;1,2;0,5;14,6;5,7
27,7;10;0,6;0,5;14,9;6,6
24,9;8;0,5;0,4;13,8;6,4
31,8;6;0,5;0,4;13;6,2
32,1;10;0,3;0,4;12,2;5,6
22,7;8;0,9;0,4;11,6;3,8
16,6;13;0,9;0,4;12,2;4,5
30,6;13;0,8;0,4;12,5;3
23;16;2,1;0,4;10,3;5,7
16,9;8;3,3;0,5;9,2;3,5
22,1;4;5,9;0,4;6,7;4,1
23,6;6;8,9;0,4;5;4,6
22;11;11;0,4;4,4;0,7
26,1;6;11,5;0,4;3,3;0,4
23,6;4;11,1;0,4;3;0,4
18,1;5;10,8;0,4;5,1;0,5
46,2;4;11;0,4;3,8;0,4
32,5;5;11;0,3;3,1;0,3
23,8;6;9,1;0,4;4;0,3
20,2;8;7,2;0,4;5,9;0,4
14,8;10;7;0,4;8,7;0,8
11,8;6;6,4;0,4;6,8;0,6
16,2;7;3,5;0,5;10,4;0,5
18;18;1;0,7;15;0,5
23,9;18;0,4;0,7;12,9;0,8
34,9;8;0,5;0,5;10,8;0,9
29,3;11;1;0,5;12,1;2,8
32,4;8;0,5;0,4;11,8;3,5
25,3;5;0,7;0,4;11,9;5,5
23,4;10;0,6;0,4;12,3;4,3
26;7;1,1;0,4;10,8;1,6
18,9;9;0,7;0,5;10,4;1,4
13,5;8;0,5;0,5;9,7;1,3
21,6;13;2,2;0,5;7,9;2,4
20,2;8;4,8;0,4;5,3;1,4
20,2;7;12,6;0,4;3,8;1
19,7;7;10,9;0,3;4,5;2
14,4;5;11,3;0,3;3,1;0,7
13;4;16,8;0,4;3,1;0,3
17,3;3;12,9;0,3;1,9;0,2
23,1;0;12,6;0,3;2,9;0,1
19,4;3;16,1;0,3;1,6;0,1
16,4;5;19,4;0,3;2;0,1
12,7;5;12,5;0,4;4,8;0,3
9,1;7;5,8;0,5;9,3;0,3
14,8;5;3,4;0,5;9,7;0,3
