PM10;PM2-5;O3;CO;NO2;SO2
22,6;6;8;0,3;10,2;4,7
17,4;4;11,9;0,2;9,4;4
13,3;3;17,5;0,2;7,9;3
12;12;18,8;0,2;7,6;2,5
15,4;9;18;0,2;7;1,7
12,3;7;15,5;0,2;7,7;1,7
21,6;5;14,4;0,2;8,1;1,6
16,6;9;12,3;0,3;10,8;1,6
28,1;23;17,3;0,3;13,4;1,8
0;31;11,7;0,4;16;1,7
38,2;34;7,7;0,5;19,6;1,8
0;43;2,9;0,6;22,2;2
56,5;30;1,7;0,6;21,9;2,5
57,2;21;1,1;0,5;21,1;2,3
47,9;13;0,6;0,4;17,3;2,3
44,1;10;0,6;0,4;15,2;2,7
49,1;11;0,6;0,3;14,7;2,8
35,7;12;0,6;0,3;14,5;2,9
31,4;19;0,5;0,4;16,5;2,5
33;33;0,5;0,5;15,1;2,6
54,9;17;0,7;0,6;14,7;2,9
54,5;17;1,6;0,5;14;3,9
50,6;16;3,5;0,4;14,4;4,6
44,5;8;5,6;0,4;14,3;3,8
42,2;9;9,9;0,3;11,8;2,7
30,2;6;12,2;0,3;9;1,9
26,3;5;13;0,2;8,9;1,9
22,3;2;12,4;0,2;6,4;1,8
36,3;3;11,8;0,2;4,4;1,6
26,3;5;10,8;0,2;5,5;1,6
22,4;6;9,4;0,2;6,8;1,6
26,1;5;7,5;0,3;8,6;1,6
23,6;3;6,3;0,3;9,9;1,7
27,8;4;3;0,3;12,3;1,7
45,6;12;1,7;0,4;13,1;2,5
33;13;0,7;0,4;14,7;4,1
31,6;8;0,6;0,4;14,7;4,4
31,8;5;1,4;0,3;13,3;3,2
24,5;3;0,7;0,3;13,3;3
26,6;3;1,1;0,3;12,4;2,6
30,6;3;2;0,2;10,5;2,1
22,6;3;2,2;0,2;10,6;2
22,9;22;1,3;0,3;12,4;2,1
22,4;10;0,7;0,4;13,7;2,3
18,8;10;1,4;0,4;11,9;2,8
45,7;16;2,7;0,4;11,5;3
41,3;6;6;0,3;8,8;2,9
42,2;8;7,5;0,2;8,2;2,8
34,4;10;9,4;0,2;6,5;1,8
32,5;6;9,8;0,2;5,9;1,6
27,8;1;9,6;0,2;7,1;1,7
24,2;1;9,1;0,2;5,8;1,6
31,2;1;9;0,2;7,3;1,7
22,9;3;8,1;0,2;6,5;1,7
27,9;4;7,6;0,2;6,2;1,7
22,1;7;4,6;0,3;10,9;1,7
16,8;5;1,4;0,5;13,9;1,7
12,8;3;1,4;0,5;13;1,8
20;19;1,3;0,5;12,5;1,9
21,5;11;0,8;0,4;13,1;1,9
26,6;7;0,8;0,4;12,4;1,9
32,4;9;0,6;0,4;11,4;2,2
23,6;6;0,5;0,4;11,8;2
18,7;6;0,6;0,4;11,1;2,1
20,1;5;0,5;0,3;11,3;2,5
15,1;14;0,6;0,3;11,4;2,5
0;29;0,6;0,5;11,8;2,3
30,1;24;0,6;0,6;9,7;2,4
29,4;25;0,7;0,7;10,6;2,9
44,1;15;1,9;0,6;10,7;6,7
38,9;10;0;0;0;0
34,6;9;0;0;0;0
24,5;7;9,6;0;5,3;0
27;10;13,7;0,2;4,3;2,9
27,1;7;12,5;0,2;6,7;3,1
39,5;10;11,8;0,2;5,4;2,8
27,8;10;14,6;0,3;8,8;2,8
35;6;12,6;0,3;11,6;2,9
24,8;7;14;0,3;11,1;2,8
18,5;5;12,7;0,3;10,7;2,6
20;1;8,5;0,3;10,9;2,5
15,9;11;6,8;0,3;11,4;2,3
25,3;7;8,2;0,3;9;2,3
18,8;4;8,1;0,3;8,5;2,2
14,6;9;5,5;0,3;10;2,1
13,4;8;2,3;0,3;13,8;2,2
18,9;12;0,6;0,4;15,4;2,4
24,6;10;0,6;0,4;14,3;2,4
18,7;10;0,6;0,4;13,3;2,7
23,3;8;0,6;0,3;12,5;3,4
17,2;9;1,3;0,3;12,8;3,1
18,8;8;0,9;0,4;13,4;2,7
23,3;17;1;0,4;12,9;3,4
25,4;14;3,3;0,3;11,6;4,2
34;17;3,7;0,3;12;4,7
26,9;9;7,4;0,2;9,2;3,3
25,2;7;8,3;0,2;8,9;3,1
26,5;5;10,2;0,2;7,2;2,3
19,5;11;12,3;0,4;12,3;2,2
19;8;12,9;0,4;13,1;2,2
14,6;6;10;0,4;12,4;2,2
11,5;5;9,2;0,3;9,3;2,1
9,5;3;7,7;0,3;8,2;2
7;2;7,2;0,3;8,8;2
7;7;4,6;0,3;10,7;1,9
6;6;5,5;0,3;9,7;2
0;6;5;0,3;10,8;1,9
12,4;7;2,3;0,4;12,6;1,8
10,1;6;2,9;0,3;11,9;1,8
10,6;4;2;0,3;11,8;1,9
8;4;6,2;0,2;8,4;1,7
7,7;4;5,4;0,2;8,3;1,6
6,8;4;6,1;0,2;7,1;1,7
5,2;3;6,3;0,2;6,6;1,6
5,6;1;4,3;0,2;7,4;1,7
5,2;4;2,2;0,2;9;1,8
4,9;1;4,1;0,3;8,7;1,7
8;8;4,2;0,3;8,7;2,8
7;7;7,1;0,2;7,1;2,3
7,4;4;9,6;0,2;5,1;1,7
6,8;1;12,3;0,2;5,1;1,6
11,3;0;13,5;0,2;5,1;1,6
11,4;0;13,5;0,2;5,1;1,6
9,2;0;14,5;0,2;5,3;1,5
18,8;2;14,7;0,2;5;1,5
13,2;3;14;0,2;5,8;1,5
9,4;5;14,3;0,2;5,2;1,6
12,4;5;13,5;0,2;5,6;1,5
16,5;6;9,3;0,3;9,5;1,5
18,9;8;4,7;0,5;15,3;1,6
21,7;8;2,5;0,5;15,2;1,8
30,2;9;1,4;0,5;14,1;1,8
22,3;10;2,3;0,4;14,4;1,8
22,8;12;1,3;0,4;14,9;2,7
25,6;7;0,6;0,4;17;5,2
18,2;13;0,5;0,4;15,7;4,9
13,7;11;0,6;0,4;14,2;3,3
12,5;9;2,6;0,3;12,3;2,2
22;7;0,7;0,3;14,7;2,1
19;15;0,7;0,4;15,2;2,1
23,9;10;1,7;0,5;13,9;2
18,7;10;3,6;0,5;13,2;2,1
15,2;12;7;0,4;11,6;1,8
17,1;6;9,8;0,3;11,2;1,7
17,1;5;8,4;0,3;11,4;1,7
12,7;5;10,1;0,2;9,2;1,6
10,2;4;12,7;0,3;9;1,6
8,2;2;14,4;0,2;7,7;1,6
15;2;14,4;0,2;7,6;1,6
11,2;7;13,8;0,2;8,9;1,6
9,8;4;15,2;0,3;8,5;1,6
13,3;0;12,5;0,3;9,8;1,5
9,6;5;8,8;0,3;11,5;1,6
17;6;9,4;0,3;10,6;1,5
12,6;7;5,6;0,2;14,1;1,5
17,5;9;5,5;0,2;14,4;1,5
13,4;7;8,1;0,2;10,6;1,6
16,9;5;3,9;0,2;12,7;1,7
12,2;9;2,1;0,3;14,5;2,2
18,1;8;1,5;0,3;15,4;2,2
20,3;7;1,9;0,2;15,6;1,9
14,6;5;2,2;0,2;14,1;1,8
11,8;6;1,6;0,2;14,3;1,8
11;11;1;0,3;15;2,3
17,6;12;2,5;0,4;16,2;2,7
21,9;13;4,6;0,4;14,1;2,2
21,9;6;9,2;0,3;11,4;2
29,6;5;11,5;0,3;10,5;1,7
28,6;5;13,6;0,3;11;1,6
28,6;3;14,5;0,3;8,4;1,5
20,9;1;15,1;0,3;8,5;1,6
19,2;2;14,3;0,3;8,4;1,6
19,2;2;13,7;0,3;8,5;1,6
18,8;7;13,7;0,3;9,2;1,7
15,4;5;12,9;0,3;9,6;1,6
15,4;8;10,9;0,3;10,3;1,6
31,3;6;9,5;0,3;10,2;0,7
30,3;6;7,7;0,3;11,6;0,7
22,1;13;4,8;0,3;12,9;0,6
36,6;13;2;0,4;16,2;0,7
42,7;10;1,1;0,4;16,6;1
35;8;1;0,4;16,1;2,5
31,6;11;1,2;0,3;16,7;3,1
34,7;17;0,6;0,4;16,4;2
32,8;20;0,7;0,4;15,7;2,5
23;18;0,6;0,5;15,5;1,7
25,2;22;0,6;0,5;14,6;1,5
25,2;0;0,6;0,6;16,3;5
92,8;29;0,7;0,7;16,3;6,1
80;29;1,4;0,6;15,6;6,7
70,2;18;4,7;0,5;14,6;4,8
66,1;8;9,3;0,4;13,1;2,5
61,8;8;13,6;0,3;9,6;1,8
44;7;14,7;0,2;5,8;1,4
49;6;14,2;0,2;5,9;1,2
45,8;5;13,8;0,3;7,6;1,2
35,4;2;13,3;0,3;8,3;1,1
28,3;9;12,2;0,4;9,4;1
28;14;11,4;0,4;11,5;1
33,3;10;12,5;0,3;9,5;0,9
31,7;12;10,3;0,4;10,7;0,9
38,7;14;4,8;0,5;15,8;1,1
44,3;9;4,5;0,4;15,5;1
32,3;9;4,9;0,4;14,8;0,9
28,3;15;4,1;0,3;13,9;3,2
27,8;12;0,6;0,4;17,9;4,1
31,1;14;0,6;0,4;16,9;3,2
27,3;8;1;0,3;15,3;2,1
20,7;5;1,9;0,3;14,2;1,2
22,2;8;1,8;0,3;13,8;1,4
31,3;16;0,7;0,4;16,7;1,7
56,4;26;0,7;0,6;16,9;2,1
50,9;23;1,1;0,7;16,7;1,8
44,7;8;6,4;0,5;11,9;1
51,3;13;10,9;0,3;8,8;0,6
44,7;7;12,9;0,2;6,9;0,4
44,7;4;13,7;0,2;6,1;0,3
42;6;14,7;0,2;5,6;0,3
45,2;7;14,7;0,3;4,8;0,3
46,7;8;14,8;0,2;5,3;0,2
43,6;5;14,5;0,2;5,3;0,2
32,5;9;13,8;0,3;6,8;0,2
37,4;8;14;0,2;6,8;0,1
40,7;9;13,2;0,3;7,8;0,1
47,9;15;10;0,3;10;0,2
47,3;13;2,9;0,5;18;0,4
50,4;21;2;0,5;17;0,5
70,1;31;2,1;0,5;15,9;0,7
78;23;1,9;0,5;15,1;0,9
64,2;11;1;0,4;16,9;1,1
45,7;6;1,1;0,4;15,6;1,5
33,4;7;1,1;0,4;14,7;1,7
29,6;6;1,2;0,3;15,2;1,8
24,9;9;0,7;0,3;13,9;0,8
18,1;6;0,8;0,3;14,1;0,7
14;14;0,5;0,5;16;0,7
19,7;14;0,8;0,6;17,1;0,6
20;20;1,2;0,7;16,7;0,7
12,3;5;4,4;0,5;13,7;0,4
8,9;6;6,6;0,4;0;0
8;8;0;0;10,9;0
9;4;0;0,3;5,9;0
7,9;3;8,9;0,3;4,9;0
7,1;2;9,9;0,3;5;0
15,2;3;9,2;0,3;7,4;0
12,3;5;6,4;0,4;12;0
9,1;6;6,8;0,4;9,9;0
12,3;8;5,4;0,4;11,1;0,6
15,8;11;3,5;0,4;13,5;1,3
18,2;7;4,7;0,4;12,5;0,8
29,2;5;3,7;0,4;13,6;0,4
21,8;11;1,9;0,4;14,9;0,8
18;9;1,1;0,4;17,4;2,7
32,2;7;0,8;0,4;16,9;1,6
24,9;10;1,5;0,3;16,1;3,2
26,2;12;1,9;0,3;15;3,3
19;6;2,6;0,3;12,4;1,6
17,6;5;5;0,3;12,4;1,5
13,6;8;2,7;0,3;16,9;1,2
19,1;14;2;0,4;18;1,2
16,2;16;2,9;0,5;17,4;1,3
29;8;4,5;0,5;15,5;1,9
23,5;3;9,7;0,4;10,6;0,8
17,8;5;11,2;0,3;7,7;1,1
16,4;4;13;0,3;5,8;0,5
14,1;6;13;0,3;6;0,5
19,6;6;12,9;0,3;6,1;0,5
26,3;4;12,3;0,3;6,7;0,5
25,6;5;11,3;0,4;8,2;0,4
28,6;10;10,2;0,3;7,1;0,4
25,7;5;10,6;0,3;7;0,4
20,5;2;9,3;0,4;8;0,4
26,9;5;6,6;0,4;10,5;0,4
36,5;4;3,3;0,5;13,7;0,4
26,9;6;2,4;0,4;13,8;0,4
21,9;6;3,4;0,4;12,4;2,3
22,2;5;1,9;0,4;14,5;4,4
21;5;2,4;0,4;13,1;1,8
17,3;3;3,4;0,2;12;3,1
12,8;1;4,8;0,2;9,7;1,3
16,3;0;4,8;0,2;7,6;0,7
11,5;1;3,9;0,2;9;0,8
9;9;2,7;0,2;9,6;0,8
7,4;7;2,4;0,2;10,4;1,1
5,6;4;2,7;0,2;10,2;0,9
16;5;4,8;0,3;9;1,4
13;6;7,9;0,3;7,8;0,7
10,5;2;11,5;0,3;7,3;0,6
8,5;2;12,7;0,3;6,9;0,5
7,2;4;12,8;0,3;7;0,4
6,2;3;12,8;0,2;6,8;0,4
20;1;12,8;0,3;6,5;0,4
19,1;3;13,1;0,3;6,2;0,4
13,8;2;13,3;0,2;5,5;0,4
10,7;1;12,5;0,2;5,6;0,4
8,7;5;10,3;0,2;6,1;0,4
10,2;5;7,7;0,3;9,8;0,4
24,7;9;4,7;0,4;13;0,4
17,4;6;5,4;0,3;11,4;0,4
13,3;3;3,6;0,3;12,5;0,4
13,2;5;3,7;0,3;11,3;0,4
12,8;6;3,3;0,2;11,4;0,4
9,5;5;4,5;0,3;9,9;0,9
7,6;3;2,8;0,3;11,5;1,3
17,7;7;2,5;0,3;11,8;0,9
12,6;9;4,1;0,3;12,1;0,7
10,1;8;3,8;0,3;13;0,6
18,1;5;5,7;0,3;11,5;0,6
13,2;3;4,8;0,3;11,5;0,5
9,8;2;5,5;0,3;10,2;0,7
7,4;6;5,5;0,4;11,8;1
9;9;13,1;0,3;9,2;0,6
6,6;5;14,1;0,3;7,7;0,5
10;1;14,1;0,3;7,6;0,6
7,5;0;13,8;0,3;7,5;0,5
21,1;2;13;0,3;7,5;0,5
16,1;2;13,4;0,3;6,5;0,5
18,1;0;11,7;0,3;8,4;0,5
23,9;2;11;0,3;9,3;0,5
16,7;5;9,8;0,4;9,2;0,5
13,7;6;6,3;0,4;12;0,5
22,2;6;6,3;0,3;11;0,4
29,3;9;6,3;0,3;11,2;0,5
28,4;5;2,4;0,4;15,3;1
31,4;6;3,6;0,3;13,5;2,1
23,5;4;2,9;0,3;13,1;1,7
17,1;4;1,6;0,2;13,6;1,4
17,4;4;2,4;0,2;12,2;1,1
12,5;5;2,7;0,2;11,8;0,8
13,5;5;3,9;0,2;10,6;0,7
10,3;10;2,3;0,2;14,2;0,8
17,7;11;2;0,3;16,5;0,6
19,8;10;2;0,3;16;1,1
20,3;7;3,6;0,4;14,7;1,6
20,6;6;7,8;0,3;12,6;0,7
18,4;6;11,1;0,3;10,3;0,6
17,6;5;12,8;0,2;8,8;0,5
18,9;2;11,8;0,3;9;0,6
14;0;12,8;0,2;7,5;0,5
15,5;0;12,9;0,2;6,7;0,5
25,5;2;12,6;0,2;7;0,5
18,9;2;12;0,3;8,6;0,5
16,2;4;11,2;0,3;9,8;0,5
12,4;7;10,6;0,3;9,6;0,5
9,2;8;7,6;0,4;12,6;0,5
19;9;6,3;0,4;13,2;0,5
25,4;5;5,3;0,3;13,7;0,5
25,5;8;4,4;0,3;13,8;0,5
24,6;9;4,9;0,2;12,9;0,6
27,2;6;5,4;0,2;11,4;0,4
22,3;6;6,1;0,2;9,6;0,7
16,6;5;3,5;0,2;12,1;0,7
13,5;8;7,2;0,2;9,5;0,7
17,8;6;6,4;0,2;10,6;0,6
19,6;3;4,4;0,3;14;0,5
21,1;14;1,7;0,3;14,7;0,6
57,1;19;3,3;0,5;14,4;0,6
40,3;5;8,7;0,4;11,2;0,6
34,6;4;10,6;0,3;9;0,5
32,9;4;11,4;0,3;7,7;0,5
30,3;8;9,9;0,3;9,6;0,6
22,5;5;8,1;0,4;11;0,6
16,1;2;8,7;0,4;10,2;0,6
17,9;3;11,1;0,3;7,7;0,6
17;1;10,5;0,3;8,6;0,6
14,7;0;10,8;0,3;9,3;0,6
16,7;0;10,4;0,4;9,4;0,6
12;4;7,6;0,4;12;0,6
10,3;6;5,5;0,5;13,7;0,6
19,3;6;6,1;0,4;12,3;0,6
24,9;8;3,3;0,4;14,7;0,5
23,3;10;3,8;0,4;14,4;0,6
27,4;6;3,6;0,4;14,1;0,5
22,9;6;3,1;0,3;13,8;0,5
19,7;5;6,2;0,3;10,5;0,5
14,3;2;9,1;0,2;7,6;0,5
11,1;2;7,9;0,2;7,7;0,5
16,2;2;9,2;0,2;7,3;0,5
12,5;0;11,2;0,2;5,7;0,5
9,2;2;8,7;0,3;7,6;0,5
8,5;3;4;0,5;13,2;0,5
7,9;0;8,4;0,4;9,5;0,6
15,7;0;10,9;0,3;7,2;0,6
12,1;2;12,6;0,3;5,3;0,6
12,6;1;13,7;0,3;4,3;0,6
10,3;7;13,6;0,3;4,2;0,5
12,6;4;12,8;0,3;5,3;0,6
19,3;3;12,9;0,3;4,9;0,6
15,7;3;12,9;0,3;4,9;0,6
18,5;4;12,5;0,3;5,1;0,6
13,6;4;12,3;0,3;4,8;0,6
9,6;0;12,2;0,3;5,1;0,6
7,1;0;11,2;0,3;6,2;0,6
8;6;7,1;0,4;10,4;0,6
10,8;8;5,9;0,4;12,1;0,6
10,4;5;7,4;0,4;10,4;0,7
8,7;3;10,5;0,3;6,9;0,6
9,4;0;11,3;0,3;5,4;0,6
9,8;0;9,5;0,2;5,8;0,4
8,5;0;6,7;0,2;6,6;0,5
11;5;6,1;0,3;7,1;0,5
11,6;6;7,4;0,2;6,1;0,5
8,8;8;5;0,3;10,2;0,5
18,4;9;2,3;0,3;11,4;0,5
19,5;8;1,7;0,4;12,2;0,5
31;8;4,7;0,4;10,5;0,5
22;7;5,2;0,3;0;0,1
23,5;6;7,2;0;9,1;0
18,3;5;0;0;10;0,1
13,7;3;11,1;0,3;5,3;0,4
10,2;5;11,9;0,3;5,3;0,5
20,9;6;11,6;0,3;6,1;0,5
20,3;2;10,6;0,3;7,1;0,5
15,7;4;10;0,3;7,3;0,5
11,4;7;9,8;0,3;7,5;0,5
12,8;5;7,6;0,4;9,9;0,5
21,6;5;6;0,5;11,2;0,4
17;9;4,6;0,5;12,5;0,4
12,1;6;6,5;0,4;10,3;0,4
10,1;6;3,5;0,4;12,7;0,4
10,4;5;8,3;0,4;9,1;0,4
8;2;10,4;0,3;7,1;0,4
10,1;0;10,1;0,2;7;0,7
11,7;3;9,8;0,2;6,2;0,7
9;4;9;0,2;6,8;0,7
6,7;6;10,5;0,2;6,5;0,7
9;9;8;0,2;9,2;0,7
16;12;8,9;0,3;10,9;0,7
22,9;13;7;0,3;11,8;0,7
33,4;10;8,7;0,4;11,2;0,7
26,6;8;12,2;0,4;9,4;0,7
19;6;14;0,3;8,2;0,7
20,7;10;14;0,3;7,2;0,8
25,6;8;15;0,3;6,8;0,8
19,1;6;15,3;0,3;5,8;0,8
17,4;5;14,1;0,3;6,5;0,8
24,3;7;13,6;0,4;8,1;0,8
18,4;6;14,7;0,4;7,7;0,8
13,7;7;14,2;0,3;7,6;0,7
17,9;8;12,9;0,3;7,4;0,7
13,9;9;10,9;0,4;9;0,8
15,5;10;8,6;0,4;11,6;0,8
19,6;9;7,8;0,4;11,7;0,8
15,4;8;8,7;0,4;10,2;0,7
14;14;7,4;0,3;11,2;0,7
21,1;9;7,3;0,3;10,2;0,8
16,1;6;6,7;0,3;9,8;0,8
11,8;6;9,2;0,3;8,2;0,8
9,9;6;8,6;0,3;6,9;0,9
17,3;8;5,1;0,3;9;0,9
13,4;7;6,6;0,3;7,8;0,9
9,5;8;5,7;0,3;8,3;0,9
8,4;5;6,5;0,4;10,4;0,8
25,9;3;9,1;0,4;8,6;0,8
19,9;8;11,2;0,3;6,3;0,8
14,1;5;12,6;0,3;5,8;0,9
26,2;0;13,3;0,3;6,6;0,9
19,9;4;13,9;0,3;6,3;0,9
18,8;5;14,3;0,3;6,4;0,9
26,6;5;14,6;0,3;6,4;0,9
19,8;3;14;0,3;5,7;0,9
27,1;3;14,2;0,3;5,9;0,9
32,1;4;13,7;0,3;5,5;0,9
23,8;7;12,4;0,3;5,7;0,9
16,7;6;10,6;0,3;8,2;0,9
12,4;8;9,7;0,4;9,7;0,9
18,4;10;6,9;0,4;10,4;0,9
19,7;10;4,1;0,4;13,5;0,9
32,3;9;2,4;0,4;16,1;1,2
26,7;5;2,1;0,4;14,8;1,1
27;2;5,2;0,3;12,1;0,5
19,8;4;4,9;0,3;11,8;0,4
15,6;6;3,1;0,3;13,7;0,5
14,3;8;4,2;0,3;12,4;0,5
12,1;8;1,5;0,3;15,4;0,4
26,2;10;2;0,4;13,7;0,4
40,3;12;3,2;0,4;14,4;0,6
48,1;19;6,8;0,4;12;0,7
48,5;4;9,9;0,3;9,9;0,4
38,1;10;11,7;0,3;8,3;0,3
35,8;7;12,7;0,3;7,1;0,4
36,8;6;13,9;0,3;6,2;0,3
26,8;5;14,4;0,3;6,7;0,3
38,5;4;14,4;0,3;6,5;0,3
29,5;5;12,7;0,3;7,3;0,4
26,1;7;11,4;0,3;8,6;0,4
19,6;7;11;0,4;9,7;0,3
15,7;5;9,4;0,4;10,7;0,4
44;6;8,3;0,4;10,2;0,4
48,1;14;5,4;0,4;12,2;0,4
40,2;10;5,4;0,4;11,7;0,4
34,8;16;2,9;0,4;14,4;0,3
46,6;8;0,7;0,4;14,7;0,4
41,3;6;0,6;0,4;15;0,4
32,4;8;0,6;0,4;14,1;0,6
35,9;12;0,7;0,4;14,4;1,5
41,5;13;1;0,4;13,5;1,8
29,7;10;0,9;0,4;13;1,7
28,7;13;0,7;0,4;13,1;1
48;11;0,8;0,4;12,9;0,7
59,3;22;1,6;0,4;13,6;1,4
67,5;13;4,1;0,5;12,6;1,6
49,5;8;9,1;0,4;10;0,6
34,9;4;11,5;0,4;9,5;0,6
30,8;2;12,5;0,3;8,7;0,5
38,2;7;13,4;0,3;6,8;0,5
31,2;6;13,8;0,3;6,4;0,6
36,5;9;14,1;0,4;8,7;0,7
35,3;13;13,3;0,4;9,7;0,8
40,6;14;9;0,4;13;0,8
33,1;12;10,9;0,4;11,4;0,8
24,3;13;12,5;0,4;12,3;0,8
18,1;9;8,4;0,4;11,6;0,7
13;13;5,8;0,4;12,7;0,7
0;20;5,4;0,4;12,7;0,5
0;34;1,1;0,6;16,2;0,7
35,4;17;1;0,6;13,6;0,6
38;16;0,7;0,6;12,7;0,7
39,6;21;0,6;0,6;12,7;0,9
28,2;17;0,6;0,5;11;0,9
27,6;11;0,7;0,5;11,5;0,9
27;7;0,6;0,4;11,2;0,9
21,2;14;0,7;0,4;12;1
22;22;0,7;0,5;12,7;2,2
31,2;24;0,9;0,5;12,9;3,5
42;20;2,1;0,5;12,2;5,3
34,9;22;5,2;0,5;14,2;2,6
37;27;8,4;0,6;18,8;1,5
35,2;32;15,2;0,7;24,6;1,2
45,8;32;22,7;0,6;23,9;1,1
42,8;21;25;0,5;17,1;1
43,6;13;23,4;0,5;14,8;0,8
42,7;15;25,3;0,4;11,5;0,9
46,7;20;27,7;0,4;11,1;0,9
32,8;26;28,5;0,5;16,3;0,9
36;22;20,8;0,6;19,7;0,9
36,1;16;13,2;0,6;20,9;1,1
30,6;16;13;0,5;14,2;0,9
48,2;23;11,5;0,4;13,3;0,9
51,6;12;4,3;0,4;14,2;0,7
39,5;9;3;0,5;14,4;0,6
28,5;12;1,7;0,4;14,1;0,6
35,9;10;1,2;0,4;13,7;0,7
25,7;12;0,9;0,4;13,9;0,7
22;9;0,7;0,4;14,5;0,8
20,2;10;1,1;0,4;13,1;0,7
15,5;7;1,3;0,4;14,3;0,7
0;21;1,2;0,4;15,6;0,7
24,3;6;1,6;0,4;15;0,9
18,8;16;2,3;0,5;10,6;1,2
14;12;5,8;0,4;0;0
11,1;8;7,5;0;8,7;0
9,3;5;0;0;10;0,3
6,7;4;0;0,3;13,2;0,6
6,3;6;0;0,2;9,6;0,5
6;4;16;0,3;8,5;0,5
8,1;3;14,7;0,3;7,9;0,6
6,2;5;12;0,3;9,3;0,6
13,6;6;9,2;0,4;10,9;0,6
15,4;12;6,8;0,5;13,4;0,7
26,5;11;3,6;0,5;15,6;0,7
27,3;14;2,2;0,5;16,2;0,7
43,2;10;2,5;0,4;14,5;0,7
46,2;19;1,5;0,4;14,9;1
32,5;9;0,9;0,5;15,2;1,2
25,8;8;1,2;0,4;13,4;0,9
31,5;13;0,8;0,4;13,7;1,5
22,4;8;0,9;0,4;12,5;1,1
18,6;4;0,8;0,3;12,8;1,8
15,7;13;0,7;0,3;13,1;4,2
26,7;22;0,7;0,4;15;4,8
40,4;19;0,7;0,5;14,6;3,4
53,1;19;1,1;0,6;13,9;2
64,7;17;1,8;0,5;13,2;3,7
62,8;17;3,9;0,5;12,6;6,9
56,9;10;7,9;0,4;9,9;2,1
40,7;7;10,9;0,3;7,6;1
30,1;3;13,3;0,3;6,7;0,8
24,9;2;14,5;0,3;7,1;0,7
24,1;3;14,3;0,3;7;0,8
25,4;2;12,1;0,3;7,8;0,7
31,1;7;10,7;0,3;7,4;0,8
30,3;9;10,2;0,3;8,4;0,8
25,8;7;8,4;0,4;10,2;0,9
22;6;6,9;0,4;11;0,9
35,8;11;7;0,3;10,6;0,9
41,3;10;7,5;0,3;10,2;0,9
33,7;6;5,8;0,4;12,3;0,8
26,9;5;8,4;0,3;9,9;0,8
21;5;4,9;0,3;11,9;0,8
19,9;1;5,6;0,2;11,2;0,8
14,3;1;6,5;0,2;9,2;0,7
11,8;2;3,8;0,2;11,5;0,7
20,2;4;3,4;0,2;12,6;0,9
20,6;14;1,4;0,3;16,4;1
52;16;1,4;0,4;16,3;0,9
66,4;14;1,9;0,5;15,3;0,8
47,5;10;7,8;0,5;12,6;0,7
44,6;8;11,7;0,3;9,8;0,6
43,3;5;13,6;0,3;9;0,6
32,7;5;14,1;0,3;7,1;0,6
24,7;3;14,2;0,3;5,9;0,6
21,1;2;12,2;0,3;7,5;0,6
23,3;3;11,3;0,3;8,4;0,7
17,5;2;13,4;0,3;6,7;0,7
19,7;0;14;0,3;6,6;0,7
14;3;13,1;0,3;7,6;0,7
13,4;3;11,6;0,3;8,8;0,7
10,2;4;9,7;0,4;10,6;0,7
10;4;8,5;0,4;11,4;0,6
15,3;2;6,7;0,3;11,6;0,7
19,6;3;5;0,4;12,5;0,6
15,4;5;5,3;0,3;12,1;0,6
23,6;5;3,6;0,3;12,9;1,1
18,9;9;3,8;0,3;12,6;0,8
15,4;10;3,2;0,3;12,3;0,8
11;7;3,7;0,3;11;0,8
10,9;7;3,6;0,3;10,7;1
12,5;6;4,2;0,2;10,2;1,1
21;8;2,8;0,3;11,4;1,3
30,6;10;3,8;0,3;10,3;1,3
34,4;15;6,5;0,3;8,5;2
31,8;11;10;0,3;6,3;0,9
24;5;11,9;0,3;6,3;0,6
18,5;1;12,7;0,3;6,1;0,6
16,8;1;12,4;0,3;5,9;0,5
12,1;2;14;0,3;6,2;0,5
14,3;2;14,8;0,4;7,6;0,6
13,7;0;15,8;0,3;6,3;0,6
19,8;5;15,3;0,3;5,8;0,5
17,7;7;14,2;0,3;5,9;0,6
15,6;5;13;0,3;6,3;0,6
12,3;7;9,9;0,4;8,5;0,5
9,5;6;9,2;0,4;8,7;0,6
16,5;5;8,7;0,4;9,2;0,5
12,1;6;7,6;0,3;10;0,5
24,1;10;4,5;0,3;12,3;0,6
18;9;5,2;0,3;12,3;0,7
14,1;6;9;0,2;8,1;0,6
10,6;4;10,2;0,2;6;0,6
12;4;5,8;0,2;8,8;0,8
16;10;3,4;0,3;12,6;0,7
26,2;12;1,9;0,3;13,3;1
35,4;12;3,6;0,3;12,8;0,8
49,8;17;2,8;0,4;13,7;0,7
36,3;6;6,1;0,5;12;0,7
43;8;7,9;0,4;11,8;0,7
31,8;8;11,3;0,4;9;0,6
24,1;5;13,1;0,3;7;0,6
17,6;6;12,6;0,3;7,1;0,6
13,9;4;13;0,3;6,9;0,7
13,6;6;13;0,3;6,9;0,6
20,9;3;12,1;0,3;7,8;0,7
19,4;4;10,8;0,4;10,5;0,7
15,1;4;12,3;0,3;8,3;0,7
11,6;2;11,5;0,3;7,8;0,6
22,4;4;8,2;0,4;10,7;0,6
27,1;11;7,4;0,4;11,6;0,6
29,5;14;3,5;0,4;14,2;0,6
29,1;8;5,3;0,4;12,9;0,6
