Fecha;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;O3;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR
09-02-2023 14:00;20,2;8,6;2;0;337;7,8;0,3;2,3;22,9;25,2;0;19,9;389;0
09-02-2023 15:00;15,7;7,6;2,3;0;347;6,4;0,3;2,5;23,5;26;0;19,9;225;0
09-02-2023 16:00;16,3;5,5;2,1;0;318;8,8;0,3;2,5;22,4;24,9;0;19,2;55;0
09-02-2023 17:00;35,1;5,3;1,3;0,1;227;5;0,4;2,5;28,2;30,7;0;14,5;25;0
09-02-2023 18:00;30,3;0;1,2;0;270;2,6;0,5;4,3;29,4;33,8;0;13,2;27;0
09-02-2023 19:00;26,7;26,3;0,8;0,1;305;2,3;0,6;6,6;28,4;35;0;13,6;1;0
09-02-2023 20:00;25,1;20;0,6;0;247;0,9;1,1;23,6;29,3;52,9;0;12,2;0;0
09-02-2023 21:00;31,8;15;1;0;289;0,7;1,3;37,9;27,7;65,6;0;11,4;0;0
09-02-2023 22:00;25,3;21,9;0,7;0;319;1;1,2;31,7;26,8;58,5;0;12,2;0;0
09-02-2023 23:00;33,9;15,5;1;0;330;1,8;0,9;22,4;24,8;47,2;0;12,4;0;0
09-02-2023 24:00;24,1;11,2;1;0;19;3,6;0,7;14,6;22,3;36,9;0;12;0;0
10-02-2023 01:00;24,4;8,6;1,3;0;339;2,8;0,6;10,2;22,9;33;0;12;0;0
10-02-2023 02:00;19,8;6,6;1,2;0;336;1,3;0,5;8,7;23,6;32,3;0;10,8;0;0
10-02-2023 03:00;22,6;6,4;1;0;311;1,1;0,4;7,6;22,4;30;0;9,7;0;0
10-02-2023 04:00;17,7;5,3;1,1;0;319;1,8;0,4;6,2;20,6;26,8;0;9,7;0;0
10-02-2023 05:00;20;4,7;0,9;0;316;1,3;0,4;5,8;19,9;25,7;0;8,9;0;0
10-02-2023 06:00;18,3;4,1;1,3;0;326;0,8;0,5;11,6;21;32,6;0;9,2;0;0
10-02-2023 07:00;21,8;6,4;1,6;0;1;0,7;0,7;35,7;23,9;59,5;0;9,9;32;0
10-02-2023 08:00;35,5;17,2;1,5;0;336;1,3;0,8;37,4;24,8;62,2;0;10,8;174;0
10-02-2023 09:00;40,8;13,6;2,2;0;10;2,4;0,7;31;25,8;56,7;0;13,2;445;0
10-02-2023 10:00;37,4;11,2;2,3;0;111;3,8;0,6;19,8;27,2;47;0;15,2;531;0
10-02-2023 11:00;29,4;9,4;2,1;0;137;4,5;0,5;12,5;27;39,5;0;16,5;559;0
10-02-2023 12:00;22,4;8,1;2,1;0,1;332;6,3;0,4;7,6;26,7;34,3;0;17,7;685;0
10-02-2023 13:00;17,6;7,3;1,6;0;306;17,3;0,3;2,8;12,4;15,2;0;19,3;579;0
10-02-2023 14:00;31,5;6,4;1,7;0;19;9,8;0,3;1,8;13,5;15,3;0;19,7;276;0
10-02-2023 15:00;29,2;5,8;2,4;0;107;7,8;0,3;2,6;17,6;20,2;0;19,1;112;0
10-02-2023 16:00;20,8;4,9;2,5;0;114;8,5;0,3;3,2;19;22,2;0;19,4;287;0
10-02-2023 17:00;16,3;4,6;2,5;0;129;7,7;0,3;4,1;20,9;24,9;0;19;161;0
10-02-2023 18:00;23,3;4;1,8;0;147;5,9;0,4;4,5;23,2;27,8;0;17;19;0
10-02-2023 19:00;22;3,9;1,5;0;174;6;0,4;4,1;24,5;28,6;0;16,2;0;0
10-02-2023 20:00;23,3;4,3;1,1;0;234;7,8;0,5;2,8;27,3;30,1;0;15,4;0;0
10-02-2023 21:00;27,7;9,8;1,3;0;347;6,3;0,5;2,7;27,9;30,7;0;15;0;0
10-02-2023 22:00;29,9;9,3;1,8;0;121;6,5;0,5;3,4;25,3;28,7;0;15;0;0
10-02-2023 23:00;21,9;8,3;1,4;0;106;7,6;0,4;3,1;23,3;26,4;0;14,9;0;0
10-02-2023 24:00;20,4;6,8;1,2;0;355;7;0,4;3;23,1;26,1;0;14,6;0;0
11-02-2023 01:00;21,2;5,7;1,7;0;328;4,3;0,4;2,6;23,8;26,3;0;13,6;0;0
11-02-2023 02:00;22,4;7,7;1,3;0;49;7,2;0,3;2,3;21,5;23,8;0;13,7;0;0
11-02-2023 03:00;20,2;6,7;1,3;0;67;8,9;0,3;1,9;18,9;20,7;0;13,3;0;0
11-02-2023 04:00;15,3;5,5;1,5;0;27;8;0,3;1,7;18,1;19,8;0;12,9;0;0
11-02-2023 05:00;14,8;5,3;1,2;0;40;7,3;0,3;1,6;18,3;19,9;0;12,8;0;0
11-02-2023 06:00;13,4;5,5;1,4;0;5;4,7;0,3;2,5;20,8;23,3;0;12,8;0;0
11-02-2023 07:00;15,7;4,8;1,2;0;329;2,1;0,4;4,9;23,8;28,7;0;12,4;32;0
11-02-2023 08:00;11,8;4,3;1,9;0;25;3,5;0,4;8,4;25;33,4;0;13,7;226;0
11-02-2023 09:00;21,7;3,9;2,7;0;117;5,5;0,4;6,6;24,6;31,2;0;15,9;475;0
11-02-2023 10:00;17,3;4,5;2,9;0;90;5,8;0,4;5;24,4;29,4;0;17,1;635;0
11-02-2023 11:00;34,3;9,9;2,6;0;119;6,5;0,4;3,8;23,3;27,1;0;18,3;756;0
11-02-2023 12:00;27,1;8,3;2,5;0;128;7,3;0,3;3,1;22,6;25,7;0;19,2;761;0
11-02-2023 13:00;20,5;6,9;2,4;0;141;8;0,3;2,8;22,2;25;0;20,2;831;0
11-02-2023 14:00;23,9;5,9;2,8;0;137;7;0,3;2,7;22,8;25,5;0;21;761;0
11-02-2023 15:00;17,3;7,4;2,3;0;177;7,5;0,3;2,6;22,8;25,5;0;20,7;458;0
11-02-2023 16:00;14,1;6,4;2,4;0;272;12,5;0,3;1,8;25;26,9;0;18,5;114;0
11-02-2023 17:00;29,7;9,9;2,7;0;308;12,3;0,3;0,9;23,8;24,7;0;16,9;12;0
11-02-2023 18:00;25,1;15,1;1,9;0;189;8,4;0,4;1,2;24;25,2;0;16,4;11;0
11-02-2023 19:00;18,6;14,7;2;0;108;8,1;0,4;1,8;22,5;24,3;0;16,3;0;0
11-02-2023 20:00;16,6;11,6;1,9;0;129;7,1;0,4;2,4;23;25,4;0;15,9;0;0
11-02-2023 21:00;16,8;8,5;1,7;0;116;7,1;0,4;2,6;22,5;25,2;0;15;0;0
11-02-2023 22:00;19,7;7,4;0,9;0;147;6,2;0,4;2,5;22,1;24,6;0;14;0;0
11-02-2023 23:00;15,1;6;1,4;0;103;6,8;0,4;2,6;21,1;23,8;0;14;0;0
11-02-2023 24:00;11,1;5,4;1,5;0;314;5,5;0,4;2,4;21,8;24,2;0;13,9;0;0
12-02-2023 01:00;18,9;5;1,4;0;327;4,4;0,4;2,2;22,8;24,9;0;13,2;0;0
12-02-2023 02:00;18,6;5,2;1,6;0;315;5,4;0,3;2;21,8;23,8;0;13,1;0;0
12-02-2023 03:00;22;4,6;1,2;0;321;5,4;0,3;1,9;20,8;22,7;0;12,5;0;0
12-02-2023 04:00;20,7;7,7;0,9;0;321;4,8;0,3;2,1;19,7;21,8;0;11,7;0;0
12-02-2023 05:00;21,5;6,7;1,2;0;333;3,3;0,3;2,6;19,9;22,5;0;11,7;0;0
12-02-2023 06:00;17,8;6,4;1;0;315;3,5;0,3;2,7;19,5;22,2;0;11,2;0;0
12-02-2023 07:00;12,8;5,6;1,2;0;339;3;0,4;3,7;20;23,7;0;12,1;39;0
12-02-2023 08:00;19,2;5,3;1,6;0;85;5,2;0,4;4,8;20,6;25,5;0;13,9;176;0
12-02-2023 09:00;14,3;5;2,2;0;93;5,6;0,4;4,8;22,2;27,1;0;15,5;417;0
12-02-2023 10:00;17,5;5,1;2,8;0;130;6,2;0,3;3,3;22,1;25,4;0;15,6;222;0
12-02-2023 11:00;13,7;5;2,4;0;124;7,1;0,3;2,6;20,8;23,3;0;16;207;0
12-02-2023 12:00;17,8;5,1;1,7;0;107;8,6;0,3;2,4;19,5;21,9;0;16,9;213;0
12-02-2023 13:00;15,4;5,2;2,1;0;104;7,6;0,3;2,5;20,2;22,7;0;18,1;372;0
12-02-2023 14:00;14,5;5,2;1,8;0;122;8,9;0,3;2,5;19,2;21,7;0;19,3;330;0
12-02-2023 15:00;18,5;5,3;2,3;0;102;7,7;0,3;2,8;20;22,8;0;18,8;214;0
12-02-2023 16:00;13,5;5,3;2,5;0;97;8;0,3;2,8;20,1;22,9;0;18,3;169;0
12-02-2023 17:00;19,5;5,1;2,3;0;118;7,7;0,3;3,1;19,8;22,9;0;18,1;130;0
12-02-2023 18:00;14,7;5,1;2,1;0;101;8;0,4;3;20;23;0;17,3;36;0
12-02-2023 19:00;13,9;0;2;0;104;6,7;0,4;3;21,6;24,6;0;16,2;1;0
12-02-2023 20:00;14,1;0;2,3;0;128;6,4;0,4;3;21,4;24,5;0;15,1;0;0
12-02-2023 21:00;13,2;0;1,8;0;108;6,8;0,4;2,7;20,7;23,4;0;14,9;0;0
12-02-2023 22:00;17,2;0;1,3;0;108;6,6;0,4;2,3;20,2;22,6;0;14,5;0;0
12-02-2023 23:00;23,5;0;1,4;0;121;7,3;0,4;2,3;19,2;21,5;0;14,1;0;0
12-02-2023 24:00;16,5;0;1,3;0;71;7,1;0,4;1,9;18,3;20,2;0;13,5;0;0
13-02-2023 01:00;12,1;0;1,4;0;345;6;0,3;1,8;18;19,8;0;13;0;0
13-02-2023 02:00;9;0;0,9;0;307;3,5;0,3;2,1;19,3;21,3;0;11,5;0;0
13-02-2023 03:00;10,3;0;0,8;0;300;3,4;0,3;2,3;17,9;20,2;0;10,7;0;0
13-02-2023 04:00;8,5;0;1,3;0;331;2,4;0,3;3,1;18,4;21,5;0;11,1;0;0
13-02-2023 05:00;20,4;0;0,6;0;287;1,4;0,3;3,7;18,5;22,1;0;10;0;0
13-02-2023 06:00;14,9;0;0,7;0;283;0,8;0,4;5,8;18;23,8;0;10,1;0;0
13-02-2023 07:00;26;0;0,9;0;320;0,7;0,6;23,2;21;44,2;0;10,5;16;0
13-02-2023 08:00;38,3;0;0,8;0;324;1,3;1;49,7;24,7;74,4;0;11,9;139;0
13-02-2023 09:00;44,8;0;1,6;0;343;3;0,9;49,1;28,4;77,4;0;15,4;461;0
13-02-2023 10:00;45,7;0;2,3;0;126;4,9;0,7;31,5;26,8;58,4;0;17,9;646;0
13-02-2023 11:00;33,5;4,5;2,5;0;115;5,7;0,6;22,1;25,9;48;0;19,1;538;0
13-02-2023 12:00;26,6;4,5;2,4;0;136;6,1;0,5;15,7;25,3;41;0;20,2;694;0
13-02-2023 13:00;20,4;3,5;3,3;0;130;5,6;0,4;11,5;25,1;36,5;0;20,3;591;0
13-02-2023 14:00;19,9;3,3;3,1;0;141;4,7;0,4;8,3;25,5;33,9;0;20,2;513;0
13-02-2023 15:00;14,3;3,1;2,8;0;130;6;0,4;5,6;23,8;29,5;0;19,3;124;0
13-02-2023 16:00;10,8;3,9;2,8;0;111;6,5;0,4;5;23,4;28,4;0;19;94;0
13-02-2023 17:00;15;3,5;2,4;0;156;6,4;0,4;4,9;24,1;29;0;18,4;79;0
13-02-2023 18:00;23,3;6,5;1,3;0;257;8,5;0,5;3,4;25,7;29;0;16,8;18;0
13-02-2023 19:00;23,4;11;1,3;0;177;6,3;0,5;3,3;27,3;30,6;0;16,1;1;0
13-02-2023 20:00;24,3;8,8;2,1;0;121;6;0,5;3,6;25,2;28,8;0;15,4;0;0
13-02-2023 21:00;21,9;7,5;1,7;0;110;6,5;0,4;3,4;23,6;27;0;15,3;0;0
13-02-2023 22:00;16,5;9,7;1,5;0;128;6,2;0,4;3,4;23,1;26,5;0;14,6;0;0
13-02-2023 23:00;22,9;10,3;1;0;158;6,9;0,4;2,8;21,2;23,9;0;14;0;0
13-02-2023 24:00;21;14,7;0,7;0;278;3,9;0,4;2,8;21,8;24,6;0;12,8;0;0
14-02-2023 01:00;16,3;12,3;0,8;0;293;3,5;0,3;3,2;20,5;23,8;0;12,3;0;0
14-02-2023 02:00;17,2;10;0,9;0;324;3,3;0,3;3,5;19,7;23,1;0;11,7;0;0
14-02-2023 03:00;20,3;14,5;1;0;322;2,9;0,3;3,8;20,3;24,1;0;12,5;0;0
14-02-2023 04:00;15,4;11,6;1;0;302;3,6;0,3;3,4;19,5;22,9;0;12,4;0;0
14-02-2023 05:00;12,2;11,9;1,5;0;347;2,8;0,3;3,9;21,1;25;0;12,6;0;0
14-02-2023 06:00;16,1;9,4;0,8;0;285;1,3;0,3;6,2;22,5;28,7;0;11,8;0;0
14-02-2023 07:00;14,7;14,7;1,5;0;338;0,9;0,5;21,1;24,7;45,8;0;12,4;36;0
14-02-2023 08:00;18,9;12,1;1,4;0;346;1,9;0,6;30,2;27,8;58,1;0;13,9;214;0
14-02-2023 09:00;52,5;8,7;1,9;0;122;4,3;0,6;26,1;28,2;54,3;0;16,5;451;0
14-02-2023 10:00;36,3;7,4;2,5;0;130;5,8;0,5;17,5;26,7;44,2;0;18,1;563;0
14-02-2023 11:00;31,9;17,2;2,2;0;143;5,2;0,4;12,2;26,2;38,4;0;19,1;679;0
14-02-2023 12:00;28,2;13,8;2,1;0;152;5,3;0,4;8,9;25,6;34,5;0;20;625;0
14-02-2023 13:00;21,6;10;1,6;0;151;7,8;0,3;5,8;23,2;29;0;20,1;298;0
14-02-2023 14:00;19,6;7,9;2,4;0;142;6,2;0,3;5,4;25,1;30,5;0;20,1;300;0
14-02-2023 15:00;14,3;8,5;2,3;0;227;7,5;0,3;4,1;24,5;28,6;0;18,9;249;0
14-02-2023 16:00;22,7;12,6;1,7;0;255;7,9;0,3;3,4;26,5;29,9;0;18;237;0
14-02-2023 17:00;27;18;1,3;0;260;9,8;0,4;2,9;26,3;29,3;0;17,5;115;0
14-02-2023 18:00;37;17,6;1,2;0;234;7,3;0,4;3,4;28,5;31,8;0;17,5;60;0
14-02-2023 19:00;32,3;12,7;0,9;0;179;5,2;0,5;3,5;30,3;33,8;0;16,3;2;0
14-02-2023 20:00;40,3;13,1;1,8;0;128;5;0,4;4,6;26,5;31,1;0;15,8;0;0
14-02-2023 21:00;29,1;12,7;1,7;0;121;6,4;0,4;4;23,9;28;0;15,6;0;0
14-02-2023 22:00;25,5;10;1,4;0;91;6,2;0,4;3,7;23;26,7;0;15,4;0;0
14-02-2023 23:00;28,8;9,9;0,8;0;332;4,4;0,4;3,7;23,4;27,1;0;14,5;0;0
14-02-2023 24:00;20,5;12,8;1;0;322;2,5;0,4;4,1;23,5;27,6;0;14,1;0;0
15-02-2023 01:00;24,7;14,7;1;0;87;6,6;0,3;3,4;20,6;24;0;14,6;0;0
15-02-2023 02:00;19,1;11,2;1,5;0;329;4,6;0,3;3,3;21,4;24,7;0;13,6;0;0
15-02-2023 03:00;17,3;8,2;0,9;0;321;2,8;0,3;3,1;21,6;24,6;0;12,8;0;0
15-02-2023 04:00;14,9;6,8;1,2;0;324;2,9;0,3;3,5;21,3;24,8;0;13,1;0;0
15-02-2023 05:00;20,5;9,4;1,1;0;303;1;0,3;5,2;23,7;28,9;0;12,8;0;0
15-02-2023 06:00;24,8;14,2;1,4;0;317;1,2;0,4;8,8;24,4;33,1;0;13,1;0;0
15-02-2023 07:00;22,5;11,7;1,2;0;21;1;0,5;17,5;26,8;44,3;0;13,5;13;0
15-02-2023 08:00;26,1;13,6;1,1;0;24;3,1;0,6;19,5;26,4;45,9;0;14,8;127;0
15-02-2023 09:00;24,3;11,3;1,3;0;122;6,5;0,5;12,7;24,5;37,2;0;16,1;192;0
15-02-2023 10:00;27,3;9,2;1,7;0;92;6,5;0,4;10,4;25,1;35,4;0;16,4;201;0
15-02-2023 11:00;29,6;9,7;1,8;0;95;7,3;0,4;8,3;24,9;33,2;0;17,2;336;0
15-02-2023 12:00;27,1;9,6;2,1;0;142;6,5;0,4;6,5;25,8;32,3;0;19,1;735;0
15-02-2023 13:00;28,9;10,3;2,4;0;122;6,5;0,3;5;25,3;30,2;0;19,8;521;0
15-02-2023 14:00;21,5;7,7;2,2;0;82;6,8;0,3;4,9;24,9;29,8;0;19,3;353;0
15-02-2023 15:00;15,4;5,5;2,8;0;111;6,9;0,3;4,7;24,3;29;0;18,9;205;0
15-02-2023 16:00;12,3;4;2,6;0;111;6,7;0,3;4,7;24,1;28,8;0;19,2;313;0
15-02-2023 17:00;13;3,3;1,9;0;86;7,8;0,3;5;23,6;28,6;0;19,7;278;0
15-02-2023 18:00;18,8;2,9;1,9;0;114;8,4;0,3;4,4;23;27,5;0;18,5;27;0
15-02-2023 19:00;15;5,3;1,5;0;120;6,5;0,4;4,6;24;28,6;0;16,8;1;0
15-02-2023 20:00;16,1;4,9;1,3;0;161;5,7;0,4;4,5;24;28,5;0;16,1;0;0
15-02-2023 21:00;13,7;4;0,9;0;323;4,7;0,4;4,4;23,8;28,2;0;15,2;0;0
15-02-2023 22:00;23,7;5;0,9;0;266;3;0,5;5,4;24;29,5;0;14,1;0;0
15-02-2023 23:00;17,4;7;1,2;0;330;2,6;0,5;6,5;24,2;30,6;0;14,7;0;0
15-02-2023 24:00;18,6;8,8;1,3;0;310;1,4;0,4;6,4;25,3;31,7;0;13,7;0;0
16-02-2023 01:00;16,1;7,5;1,4;0;333;2,3;0,3;6,1;24,3;30,4;0;13,5;0;0
16-02-2023 02:00;19,6;7,5;1,4;0;312;4,2;0,3;4,4;21,6;26;0;12,9;0;0
16-02-2023 03:00;18,7;10,3;1,2;0;343;3,4;0,3;3,7;22,7;26,4;0;13,5;0;0
16-02-2023 04:00;13,9;8,6;1,1;0;69;6,1;0,2;3,3;21,3;24,6;0;13,5;0;0
16-02-2023 05:00;22,3;6,3;1;0;314;4,4;0,2;3,2;21,2;24,4;0;13,1;0;0
16-02-2023 06:00;17,1;6,4;1,1;0;337;1;0,3;9,5;24,8;34,3;0;13;0;0
16-02-2023 07:00;16;15,1;1,1;0;337;0,8;0,5;22;26,2;48,2;0;13,2;13;0
16-02-2023 08:00;28,7;12;1,5;0;7;2,7;0,5;21,3;26,7;48;0;14,7;235;0
16-02-2023 09:00;32,7;9,6;1,8;0;81;4,4;0,4;16,9;26,2;43,1;0;15,5;153;0
16-02-2023 10:00;26,2;8;1,5;0;52;6;0,4;12,6;24,9;37,5;0;16,8;366;0
16-02-2023 11:00;31,6;8,2;1,5;0;327;7,2;0,3;9,3;24,6;33,9;0;18,1;464;0
16-02-2023 12:00;23,3;12,3;1,9;0;63;7,5;0,3;6,6;24,4;31,1;0;18,6;308;0
16-02-2023 13:00;22,5;9,6;1,9;0;160;6,5;0,3;5,8;25,2;31;0;19,3;585;0
16-02-2023 14:00;17,8;10,2;2,7;0;110;6,6;0,3;4,1;24,4;28,5;0;18;115;0
16-02-2023 15:00;22,2;10,2;0;0;117;5,9;0,3;4,2;23,4;27,5;0;15,7;79;0
16-02-2023 16:00;16;8;0;0;306;5,2;0,3;4,2;22,1;26,4;0;15;17;0
16-02-2023 17:00;20,3;20,3;0,8;0;178;1,7;0,4;9,3;24,5;33,8;0;14,1;24;0
16-02-2023 18:00;15;15;0,9;0,1;282;1,2;0,5;17,2;25,8;42,9;0;14,2;14;0
16-02-2023 19:00;17,1;15,9;0,9;0;278;0,8;0,7;26,2;25,8;52;0;13,6;0;0
16-02-2023 20:00;16,9;14,8;1,6;0;51;1,6;0,7;29,2;25,8;55;0;14,2;0;0
16-02-2023 21:00;13,5;11,5;0,9;0;302;2,1;0,5;18,8;23,3;42;0;13,4;0;0
16-02-2023 22:00;15;9;1,1;0;303;0,8;0,6;18,4;22,5;40,9;0;12,4;0;0
16-02-2023 23:00;14,9;6,5;0,9;0;298;0,6;0,5;17,1;20,8;37,9;0;11,7;0;0
16-02-2023 24:00;16,8;5,7;0,7;0;282;0,6;0,5;18,5;19,3;37,8;0;10,9;0;0
17-02-2023 01:00;13;4,4;1,1;0;302;0,7;0,5;21,5;18,5;39,9;0;11,3;0;0
17-02-2023 02:00;18;5,2;1,1;0;325;0,6;0,5;20,4;19,8;40,2;0;11,3;0;0
17-02-2023 03:00;13,4;4,6;0,8;0;327;0,7;0,5;18,2;18,6;36,8;0;10,4;0;0
17-02-2023 04:00;11,6;3,9;0,9;0;340;0,6;0,4;15,8;17,8;33,5;0;10,3;0;0
17-02-2023 05:00;14,6;7;0,7;0;305;0,6;0,4;17,8;18,1;36;0;10,7;0;0
17-02-2023 06:00;16,4;7,8;0,8;0;281;0,7;0,4;23,2;18,3;41,5;0;10,2;0;0
17-02-2023 07:00;13,2;6,8;1,5;0;345;0,8;0,7;42,2;18,9;61,1;0;9,5;16;0
17-02-2023 08:00;37,5;9;2;0;349;1;0,7;42,3;19,6;62;0;9,4;136;0
17-02-2023 09:00;37,1;19,8;1,9;0;351;1,7;0,6;38,4;21,4;59,7;0;12,5;458;0
17-02-2023 10:00;41,3;19,6;1,2;0;332;3,3;0,6;32;24,1;56,1;0;16,2;632;0
17-02-2023 11:00;48,4;19,4;2;0,1;321;0;0;0;0;0;0;18,4;754;0
17-02-2023 12:00;40,1;18;1,9;0;321;0;0;0;0;0;0;20,2;867;0
17-02-2023 13:00;32,7;13,8;1,9;0;270;0;0;0;0;0;0;21,4;706;0
17-02-2023 14:00;26,5;19,1;3,1;0;273;10;0,3;1;14,4;15,3;0;20,2;486;0
17-02-2023 15:00;20,4;17,5;3,3;0;280;7;0,3;1,7;23,5;25,2;0;20,1;679;0
17-02-2023 16:00;30,5;13,9;2,8;0;254;7;0,2;2;25,6;27,6;0;18,8;274;0
17-02-2023 17:00;22;13,2;1,9;0;234;7,6;0,3;2,7;29,7;32,4;0;18,3;122;0
17-02-2023 18:00;26,1;11,2;1,7;0;225;7,7;0,3;3,1;33;36,1;0;17,2;29;0
17-02-2023 19:00;30,3;16;1,6;0;270;7,3;0,4;2,8;32,5;35,3;0;16,3;3;0
17-02-2023 20:00;21,4;15,4;1,2;0;81;6,5;0,4;3,3;29,7;33;0;15,2;0;0
17-02-2023 21:00;21,6;12,1;1,7;0;342;4,4;0,4;4,1;29,7;33,8;0;15;0;0
17-02-2023 22:00;23,7;9,5;1,6;0;339;5,3;0,4;3,6;27,9;31,5;0;14,5;0;0
17-02-2023 23:00;18,5;7,1;0,9;0;198;4,6;0,4;3,4;26,6;30;0;14;0;0
17-02-2023 24:00;16,6;7,2;1;0;298;3,6;0,4;3,5;26,4;29,8;0;14,1;0;0
18-02-2023 01:00;21,3;13,8;0,7;0;285;2,3;0,4;3,9;26,5;30,4;0;13,8;0;0
18-02-2023 02:00;17,8;12,7;1;0;310;1,2;0,4;5,6;26,6;32,2;0;13,5;0;0
18-02-2023 03:00;16,6;16,6;1,4;0;335;1,4;0,4;7,5;26,2;33,7;0;13,3;0;0
18-02-2023 04:00;14,7;12,8;0,8;0;291;3;0,3;5,5;23;28,6;0;13,1;0;0
18-02-2023 05:00;11,4;9,9;1,3;0;351;2,9;0,3;5,8;23,4;29,3;0;13,6;0;0
18-02-2023 06:00;11,9;7,4;1;0;299;2,2;0,3;5,1;23,1;28,2;0;13,3;0;0
18-02-2023 07:00;14,1;6,1;1,1;0;319;1,3;0,4;8;24,6;32,6;0;13,3;10;0
18-02-2023 08:00;16,9;10,3;0,8;0;260;2,4;0,4;12,6;24,8;37,3;0;14;111;0
18-02-2023 09:00;21,8;8,3;1,1;0;319;2,5;0,5;16,6;27,2;43,8;0;14,8;74;0
18-02-2023 10:00;20;6,7;1,1;0;242;2,3;0,6;16,9;28,5;45,4;0;14,7;76;0
18-02-2023 11:00;35,9;28,2;1,6;0;203;2,7;0,7;21,2;32,6;53,8;0;15,6;398;0
18-02-2023 12:00;27;21,7;2;0;205;4,5;0,7;17,5;35,7;53,2;0;17,2;594;0
18-02-2023 13:00;27,2;16,1;1,9;0;259;8,9;0,6;9,4;34,8;44,2;0;18,7;717;0
18-02-2023 14:00;29,2;17,2;2,4;0;256;10;0,5;3,7;33,4;37;0;18,7;481;0
18-02-2023 15:00;24,6;15,6;2,5;0;234;8,7;0,4;1,7;30,7;32,4;0;18;163;0
18-02-2023 16:00;21,4;12,2;2,1;0,5;119;7,1;0,5;2,4;31,4;33,9;0;16,1;39;0
18-02-2023 17:00;24;18,4;2,8;14,7;322;5,8;0,5;2,4;29,1;31,5;0;13,5;24;0
18-02-2023 18:00;20,6;0;1,7;2,5;344;5,3;0,4;4,2;26,2;30,4;0;12,8;9;0
18-02-2023 19:00;15,8;0;1;0,3;323;3,2;0,5;7,5;29,4;37;0;12,8;1;0
18-02-2023 20:00;15,9;15,9;1;0,1;299;1,6;0,5;10,1;30,4;40,5;0;12,7;0;0
18-02-2023 21:00;16,8;13,3;1,4;0;337;1,6;0,5;12,9;30,3;43,2;0;12,9;0;0
18-02-2023 22:00;14,2;14,2;1;0;309;1,2;0,5;14,4;29,7;44,1;0;12,6;0;0
18-02-2023 23:00;10,6;10,6;1;0;325;1,1;0,5;15,3;28,3;43,6;0;12,7;0;0
18-02-2023 24:00;21,2;10,3;0,7;0;312;1,3;0,4;14,4;26,2;40,6;0;12,6;0;0
19-02-2023 01:00;20,9;17,2;1,1;0;305;1,2;0,5;13,8;24,1;37,9;0;12,4;0;0
19-02-2023 02:00;23,3;19,1;0,9;0;317;2,1;0,5;13,1;22;35,1;0;12,1;0;0
19-02-2023 03:00;19,7;14,9;0,5;0;300;2,6;0,4;11,5;19,9;31,4;0;11,6;0;0
19-02-2023 04:00;18,4;10,9;0,6;0;282;1,7;0,4;10,9;19,6;30,5;0;10,7;0;0
19-02-2023 05:00;15,2;7,8;0,7;0;278;1,2;0,4;10,9;31,1;42;0;10,4;0;0
19-02-2023 06:00;10,8;6,1;0,8;0;302;1,6;0,4;12,8;38,7;51,5;0;9,8;0;0
19-02-2023 07:00;8,2;4,6;0,7;0;306;1,4;0,5;13,6;32,9;46,5;0;9,9;25;0
19-02-2023 08:00;13,9;13,9;1,1;0;0;1,9;0,6;16,5;28,4;44,8;0;10,6;168;0
19-02-2023 09:00;24,1;15,4;1,4;0;9;2,4;0,5;18;29,6;47,6;0;13,6;446;0
19-02-2023 10:00;26,9;11,6;0,9;0;215;4,8;0,5;14,4;41,7;56,2;0;16,4;638;0
19-02-2023 11:00;44,5;8,9;1,3;0;319;8,7;0,5;11,3;33,5;44,8;0;18,2;755;0
19-02-2023 12:00;32,2;6,7;1,6;0;145;11,4;0,5;8,6;35,8;44,4;0;20;843;0
19-02-2023 13:00;24,3;5,4;1,4;0;222;16,5;0,5;5,7;38,5;44,2;0;21;868;0
19-02-2023 14:00;27,6;4;2,3;0;244;12,8;0,5;2,5;39,4;41,8;0;20,2;431;0
19-02-2023 15:00;28,2;13;2,5;0;181;7,9;0,5;1,6;36,5;38,1;0;16,8;56;0
19-02-2023 16:00;19,6;10,1;1,9;0;15;6,8;0,5;2,7;33,4;36,2;0;14,8;67;0
19-02-2023 17:00;22;7;1,7;0;99;9,1;0,5;3;29,7;32,7;0;16,3;74;0
19-02-2023 18:00;16,9;4,9;1,7;0;96;11,1;0,6;2,8;27,5;30,2;0;16,5;30;0
19-02-2023 19:00;17,4;4,3;1,4;0;53;6,5;0,6;3;29,4;32,4;0;15,2;0;0
19-02-2023 20:00;13,5;4,3;1,5;0;144;6,5;0,7;3,2;29,7;32,9;0;14,6;0;0
19-02-2023 21:00;11,8;3,6;1,2;0;143;7,9;0,7;3,4;28,9;32,3;0;13,8;0;0
19-02-2023 22:00;10,3;3,4;1,1;0;129;9,5;0,7;2,5;26,7;29,2;0;13,2;0;0
19-02-2023 23:00;12,6;2,9;1,5;0;69;10,6;0,6;1,9;24,6;26,4;0;12,6;0;0
19-02-2023 24:00;14,2;5,2;1;0;103;11,6;0,6;1,3;22,3;23,6;0;12,2;0;0
20-02-2023 01:00;18,9;5;0,9;0;340;8,6;0,3;1,3;21,6;22,9;0;12;0;0
