Fecha ;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;O3;CO;NO;NO2;NOX;SO2 ;Temperatura;Radiacion ;HR;Presion Baro
24-02-2024 08:00;40,3;34;0;0;0;0;0,9;29,3;18,1;47,4;0;13,9;0;73;565
24-02-2024 09:00;48,8;29;0;0;0;0;0,8;22,4;16,7;39,1;0;16,4;0;63;565
24-02-2024 10:00;44,3;35;0;0;0;0;0,6;12;10,2;22,2;0;18,7;0;52;565
24-02-2024 11:00;39,2;28;0;0;0;0;0,6;8,7;9,6;18,3;0;22,4;0;37;565
24-02-2024 12:00;36;30;0;0;0;0;0,5;4,4;5,3;9,8;0;23;0;33;564
24-02-2024 13:00;43,3;29;0;0;0;0;0,5;4,7;6,9;11,6;0;20,6;0;45;564
24-02-2024 14:00;42,8;29;0;0;0;0;0,4;3,5;0,2;3,6;0;21,4;0;45;564
24-02-2024 15:00;50,4;26;0;0;0;0;0,5;2,3;1,7;4;0;20,3;0;48;563
24-02-2024 16:00;53,3;22;0;0;0;0;0,5;2,4;2,3;4,7;0;19,2;0;53;563
24-02-2024 17:00;54,4;22;0;0;0;0;0,4;4,4;1,3;5,7;0;18,9;0;56;563
24-02-2024 18:00;53;25;0;0;0;0;0,5;4,4;4,7;9,1;0;17,5;0;60;564
24-02-2024 19:00;47,6;18;0;0,3;0;0;0,6;5;6,5;11,5;0;15,9;0;70;564
24-02-2024 20:00;48,6;23;0;0;0;0;0,6;6,6;7,8;14,4;0;15;0;74;565
24-02-2024 21:00;43,3;22;0;0;0;0;0,6;6,1;7,1;13,2;0;14,9;0;72;565
24-02-2024 22:00;47,1;19;0;0;0;0;0,5;5,2;5,7;10,9;0;14,8;0;70;566
24-02-2024 23:00;37,8;22;0;0;0;0;0,5;4,7;4,4;9,1;0;14,3;0;72;566
24-02-2024 24:00;26,6;19;0;0;0;0;0,4;5;7,5;12,5;0;14,1;0;73;566
25-02-2024 01:00;34,9;18;0;0;0;0;0,3;2,5;0,9;3,4;0;13,7;0;73;565
25-02-2024 02:00;25,6;17;0;0;0;0;0,4;2,9;4,4;7,3;0;13,1;0;74;565
25-02-2024 03:00;27,9;17;0;0;0;0;0,4;4,2;6,5;10,7;0;12,5;0;75;565
25-02-2024 04:00;30,9;19;0;0;0;0;0,4;2,2;2,6;4,7;0;12,7;0;73;565
25-02-2024 05:00;31,3;23;0;0;0;0;0,4;2;4;5,9;0;12;0;74;565
25-02-2024 06:00;31,1;24;0;0;0;0;0,4;3;5,3;8,3;0;11,2;0;75;565
25-02-2024 07:00;29;26;0;0;0;0;0,4;6,2;5,6;11,7;0;12,4;0;72;566
25-02-2024 08:00;29,9;25;0;0;0;0;0,4;7,6;0,2;7,8;0;14,8;0;63;566
25-02-2024 09:00;32,9;24;0;0;0;0;0,3;0;0;0;0;18,2;0;50;566
25-02-2024 10:00;24,8;12;0;0;0;0;0,3;0;0;0;0;20,8;0;43;566
25-02-2024 11:00;26;22;0;0;0;0;0,2;0;0;0;0;22;0;36;566
25-02-2024 12:00;20,3;20;0;0;0;0;0,2;0;0;0;0;22,7;0;32;565
25-02-2024 13:00;19;19;0;0;0;0;0,3;0;0;0;0;20,6;0;45;565
25-02-2024 14:00;30,3;27;0;0;0;0;0,3;0;0;0;0;19,3;0;49;564
25-02-2024 15:00;24,2;20;0;0;0;0;0,4;0;0;0;0;18,5;0;53;564
25-02-2024 16:00;32,3;31;0;0;0;0;0,4;0;0;0;0;18,5;0;54;564
25-02-2024 17:00;49,7;27;0;0;0;0;0,4;0;0;0;0;18,1;0;56;564
25-02-2024 18:00;42,5;18;0;2,3;0;0;0,5;3,1;0,3;3,4;0;15,3;0;70;564
25-02-2024 19:00;29,6;22;0;0,1;0;0;0,7;6,2;8;14,2;0;14,4;0;73;565
25-02-2024 20:00;39,3;25;0;0;0;0;0,6;5,5;7,8;13,3;0;13,9;0;73;565
25-02-2024 21:00;32,7;25;0;0;0;0;0,7;9,5;11,5;21;0;13,5;0;73;565
25-02-2024 22:00;39,9;25;0;0;0;0;0,6;10,8;14,5;25,3;0;13,6;0;74;566
25-02-2024 23:00;36,9;22;0;0;0;0;0,5;4,7;10,5;15,2;0;12,9;0;73;566
25-02-2024 24:00;40,6;21;0;0;0;0;0,5;5,1;11,8;16,9;0;13,1;0;72;566
26-02-2024 01:00;34;23;0;0;0;0;0,4;2,3;5,1;7,3;0;12,5;0;73;565
26-02-2024 02:00;28,3;17;0;0;0;0;0,5;6;12,3;18,3;0;12,4;0;74;565
26-02-2024 03:00;39,2;25;0;0;0;0;0,4;9,8;13,3;23,1;0;11,8;0;76;565
26-02-2024 04:00;35,2;23;0;0;0;0;0,4;5,9;11,7;17,6;0;12;0;75;565
26-02-2024 05:00;34,8;23;0;0;0;0;0,8;75,4;23,7;99,4;0;11;0;80;565
26-02-2024 06:00;37,7;35;0;0;0;0;1,4;0;0;0;0;10,7;0;81;565
26-02-2024 07:00;57;0;0;0;0;0;1,2;68,7;17,9;86,5;0;11;0;80;565
26-02-2024 08:00;63,4;44;0;0;0;0;1,5;61,5;21,2;82,7;0;15,2;0;65;566
26-02-2024 09:00;76,7;51;0;0;0;0;0;43,3;31,1;74,3;0;19,2;0;52;566
26-02-2024 10:00;0;53;0;0;0;0;1,2;0;0;0;0;19,6;0;48;566
26-02-2024 11:00;0;43;0;0;0;0;0,9;0;0;0;0;22;0;40;566
26-02-2024 12:00;0;45;0;0;0;0;0,8;7,1;23,5;30,6;0;21,2;0;40;565
26-02-2024 13:00;71,5;39;0;0;0;0;0,7;5;23,1;28,2;0;20,2;0;45;565
26-02-2024 14:00;62,2;47;0;0;0;0;0,6;5,3;14;19,3;0;18,6;0;53;564
26-02-2024 15:00;67,5;34;0;0;0;0;0,5;5,8;13,4;19,2;0;18,9;0;51;564
26-02-2024 16:00;70,5;31;0;0;0;0;0,5;5;13,7;18,6;0;18,4;0;55;564
26-02-2024 17:00;80;35;0;0;0;0;0,7;8,3;18,8;27,2;0;18,3;0;54;564
26-02-2024 18:00;77,3;32;0;0;0;0;0,9;10,9;23;33,9;0;18,1;0;54;564
26-02-2024 19:00;68,5;34;0;0;0;0;1,1;18,3;29,2;47,5;0;16,1;0;64;564
26-02-2024 20:00;71,7;37;0;0;0;0;0,9;12,1;25,6;37,7;0;15,2;0;70;565
26-02-2024 21:00;60,8;35;0;0;0;0;0,9;10,1;23,8;33,8;0;15;0;71;565
26-02-2024 22:00;57,3;30;0;0;0;0;0,8;7,8;21,1;28,9;0;14,5;0;73;565
26-02-2024 23:00;55,2;30;0;0;0;0;0,7;19,8;28,5;48,3;0;14,6;0;74;565
26-02-2024 24:00;57,5;28;0;0;0;0;0,6;10,3;24;34,3;0;13,7;0;76;565
27-02-2024 01:00;47;27;0;0;0;0;0,4;4,9;18,4;23,3;0;13,4;0;77;565
27-02-2024 02:00;48,3;32;0;0;0;0;0,4;2,5;13,8;16,3;0;13,3;0;77;564
27-02-2024 03:00;37,3;33;0;0;0;0;0,4;9,6;16,9;26,6;0;12,9;0;78;564
27-02-2024 04:00;44,7;33;0;0;0;0;0,5;17,4;20,4;37,8;0;12,7;0;78;564
27-02-2024 05:00;50,4;40;0;0;0;0;0,7;52,3;23;75,7;0;13,1;0;77;564
27-02-2024 06:00;61,6;45;0;0;0;0;1,1;77;26,5;103,6;0;13,3;0;75;564
27-02-2024 07:00;63,6;54;0;0;0;0;1,3;70,3;23,8;93,9;0;13,5;0;74;564
27-02-2024 08:00;74;51;0;0;0;0;1,1;38,9;21,4;60,3;0;14,9;0;69;565
27-02-2024 09:00;74,7;51;0;0;0;0;1,3;46,5;27,6;74,1;0;17,9;0;60;565
27-02-2024 10:00;69,4;52;0;0;0;0;1;28,8;27,5;56,3;0;18;0;57;565
27-02-2024 11:00;74,6;49;0;0;0;0;0,6;10,1;9,3;19,4;0;21,2;0;46;565
27-02-2024 12:00;58,2;33;0;0;0;0;0,4;4,8;2,8;7,6;0;23,5;0;38;564
27-02-2024 13:00;44,8;27;0;0;0;0;1;4;15,1;19,1;0;24;0;37;564
27-02-2024 14:00;55,1;50;0;0;0;0;0,6;2,5;14,4;16,9;0;22,5;0;46;563
27-02-2024 15:00;71;58;0;0;0;0;0,4;3,7;4,7;8,4;0;22;0;47;563
27-02-2024 16:00;77,1;35;0;0;0;0;0,4;4;2,4;6,4;0;21,8;0;49;563
27-02-2024 17:00;86;31;0;0;0;0;0,5;5,1;3,6;8,7;0;21,3;0;51;563
27-02-2024 18:00;72,7;27;0;0;0;0;0,6;7;10;17;0;19;0;59;563
27-02-2024 19:00;67,6;29;0;0;0;0;0,7;7,2;15,6;23,1;0;17,2;0;62;564
27-02-2024 20:00;52,3;35;0;0;0;0;0,9;6,5;22,2;28,7;0;16,5;0;62;564
27-02-2024 21:00;53,9;22;0;0;0;0;0,6;3,1;16,1;19,2;0;15,8;0;67;564
27-02-2024 22:00;49,9;34;0;0;0;0;0,4;1,3;6,3;7,6;0;15,7;0;63;565
27-02-2024 23:00;45,4;24;0;0;0;0;0,6;1,5;12,4;13,9;0;15,7;0;65;565
27-02-2024 24:00;36,4;26;0;0;0;0;0,5;1,4;9,7;11,2;0;15,3;0;66;565
28-02-2024 01:00;38,3;24;0;0;0;0;0,4;1,1;5,8;6,8;0;15;0;66;564
28-02-2024 02:00;29,4;22;0;0;0;0;0,4;1,2;9,6;10,7;0;14;0;72;564
28-02-2024 03:00;34,3;27;0;0;0;0;0,3;0,5;3,8;4,4;0;13,9;0;72;563
28-02-2024 04:00;44,2;23;0;0;0;0;0,3;0;0;0;0;14,6;0;68;563
28-02-2024 05:00;36,6;24;0;0;0;0;0,3;1;1,7;2,7;0;14,2;0;69;563
28-02-2024 06:00;33;28;0;0;0;0;0,6;33,9;19,8;53,4;0;13,5;0;72;564
28-02-2024 07:00;39,5;31;0;0;0;0;0,8;22,3;19,3;41,7;0;13,7;0;72;564
28-02-2024 08:00;33,6;26;0;0;0;0;1,3;36,5;24,5;61;0;18;0;59;564
28-02-2024 09:00;42;42;0;0;0;0;1;20,2;20,7;40,9;0;20,4;0;50;565
28-02-2024 10:00;43;34;0;0;0;0;0,5;9,9;5,2;15,1;0;20,4;0;48;565
28-02-2024 11:00;33,3;20;0;0;0;0;0,4;4,2;0,4;4,6;0;20,9;0;45;565
28-02-2024 12:00;34,8;17;0;0;0;0;0,5;4,3;5,8;10,1;0;24,3;0;35;564
28-02-2024 13:00;26,3;23;0;0;0;0;0,5;2,3;6;8,3;0;24,2;0;35;564
28-02-2024 14:00;23;23;0;0;0;0;0,5;3,4;7;10,4;0;24,1;0;43;563
28-02-2024 15:00;46,5;35;0;0;0;0;0,4;3,6;3,8;7,3;0;23;0;47;563
28-02-2024 16:00;51,3;24;0;0;0;0;0,4;4,9;5,1;10;0;22,3;0;49;563
28-02-2024 17:00;66,4;30;0;0;0;0;0,5;5,3;6,4;11,7;0;21;0;53;563
28-02-2024 18:00;63,1;30;0;0;0;0;0,7;5,6;12,6;18,2;0;20,4;0;55;563
28-02-2024 19:00;65,8;32;0;0;0;0;0,8;8,2;20;28,2;0;17,9;0;64;563
28-02-2024 20:00;63,2;30;0;0;0;0;1;17,2;27,1;44,4;0;16,9;0;69;564
28-02-2024 21:00;68,9;33;0;0;0;0;0,8;6,4;17,4;23,9;0;16,6;0;71;565
28-02-2024 22:00;65,9;32;0;0;0;0;0,7;5,4;17,2;22,6;0;16,1;0;73;565
28-02-2024 23:00;57,9;38;0;0;0;0;0,8;3,2;0,4;3,5;0;16;0;73;565
28-02-2024 24:00;59;0;0;0;0;0;0,5;0;0;0;0;15,5;0;75;565
29-02-2024 01:00;43,9;0;0;0;0;0;0,4;0;0;0;0;15,3;0;75;565
29-02-2024 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29-02-2024 05:00;0;0;0;0;0;0;0,6;10,8;13;23,8;0;13,6;0;77;564
29-02-2024 06:00;0;36;0;0;0;0;0,7;10,3;15,8;26,1;0;14,4;0;73;564
29-02-2024 07:00;45,9;29;0;0;0;0;1,6;78;24,8;102,9;0;14,5;0;71;564
29-02-2024 08:00;93,3;54;0;0;0;0;1,4;54,4;26,8;81,2;0;17,8;0;59;565
29-02-2024 09:00;61,1;43;0;0;0;0;0,6;7,1;3,6;10,7;0;20,8;0;45;565
29-02-2024 10:00;18;18;0;0;0;0;0,5;4,7;0,9;5,6;0;21,1;0;43;565
29-02-2024 11:00;34,5;23;0;0;0;0;0,3;0;0;0;0;23,2;0;34;565
29-02-2024 12:00;0;13;0;0;0;0;0,3;0;0;0;0;23,5;0;32;565
29-02-2024 13:00;0;12;0;0;0;0;0,3;0;0;0;0;25,2;0;26;564
29-02-2024 14:00;0;18;0;0;0;0;0,5;2,4;4,5;6,9;0;24,1;0;36;563
29-02-2024 15:00;0;34;0;0;0;0;0,6;3,7;9,7;13,4;0;21,6;0;49;563
29-02-2024 16:00;89,6;46;0;0;0;0;0,6;2,9;10,7;13,6;0;20,9;0;52;563
29-02-2024 17:00;129,1;43;0;0;0;0;0,7;4,7;11,9;16,5;0;21;0;51;563
29-02-2024 18:00;92,5;39;0;0;0;0;0,8;5,2;12,8;18;0;18,4;0;59;563
29-02-2024 19:00;62,2;35;0;0;0;0;1;6,7;21,5;28,2;0;16,9;0;62;563
29-02-2024 20:00;62,2;33;0;0;0;0;1;10,3;31,5;41,8;0;16,4;0;65;564
29-02-2024 21:00;56,5;38;0;0;0;0;1;7,8;30,6;38,4;0;16,4;0;66;564
29-02-2024 22:00;64;44;0;0;0;0;0,8;5,4;17,7;23,1;0;15,8;0;72;565
29-02-2024 23:00;62,4;33;0;0;0;0;0,7;4,7;22,5;27,2;0;14,9;0;75;565
29-02-2024 24:00;42,1;24;0;0;0;0;0,6;2,5;15,8;18,3;0;15;0;73;565
01-03-2024 01:00;48,8;30;0;0;0;0;0,4;1;6,5;7,5;0;15,2;0;71;565
01-03-2024 02:00;37,2;25;0;0;0;0;0,4;0,6;4;4,7;0;14,9;0;72;564
01-03-2024 03:00;36;36;0;0;0;0;0,3;0,8;0,7;1,4;0;14,8;0;70;564
01-03-2024 04:00;0;38;0;0;0;0;0,4;0,6;1,8;2,5;0;14,4;0;64;564
01-03-2024 05:00;29,1;28;0;0;0;0;0,4;2,8;6,8;9,5;0;13,3;0;65;564
01-03-2024 06:00;40,3;33;0;0;0;0;0,6;29,9;23,6;54;0;12,5;0;67;564
01-03-2024 07:00;39;39;0;0;0;0;1,2;40,2;28,3;68,8;0;13,2;0;64;565
01-03-2024 08:00;56,3;41;0;0;0;0;1,2;36,8;27,2;64;0;17,6;0;50;565
01-03-2024 09:00;60,6;40;0;0;0;0;0,6;9,9;8;17,9;0;19,4;0;43;566
01-03-2024 10:00;50,7;24;0;0;0;0;0,4;3,8;0,9;4,7;0;21,3;0;36;566
01-03-2024 11:00;32,4;21;0;0;0;0;0,4;2,9;1,1;4,1;0;23,4;0;30;565
01-03-2024 12:00;24,5;22;0;0;0;0;0,5;0;0;0;0;24,2;0;25;565
01-03-2024 13:00;35;27;0;0;0;0;0,6;3,4;17,8;21,2;0;23,7;0;30;564
01-03-2024 14:00;46,1;40;0;0;0;0;0,6;3,5;14,9;18,4;0;21,1;0;44;564
01-03-2024 15:00;61,1;42;0;0;0;0;0,6;4,6;13,8;18,4;0;21,4;0;47;563
01-03-2024 16:00;71,4;45;0;0;0;0;0,6;4,2;16,4;20,6;0;20,5;0;47;563
01-03-2024 17:00;75,5;35;0;0;0;0;0,7;8,2;22,9;31,2;0;18,1;0;60;563
01-03-2024 18:00;75,3;43;0;0;0;0;1;10,7;30,3;41,1;0;17,1;0;64;564
01-03-2024 19:00;82,9;46;0;0;0;0;1;6,8;28,9;35,7;0;16,5;0;66;564
01-03-2024 20:00;82,8;43;0;0;0;0;1;9,3;29,2;38,6;0;16,4;0;65;565
01-03-2024 21:00;82;43;0;0;0;0;0,8;8,9;22,3;31,2;0;15,8;0;70;565
01-03-2024 22:00;74,3;35;0;0;0;0;0,7;5,1;17,1;22,2;0;15,3;0;69;565
01-03-2024 23:00;74,7;30;0;0;0;0;0,7;6,9;23,1;30;0;15,2;0;69;566
01-03-2024 24:00;62,3;36;0;0;0;0;0,6;5,1;18,1;23,2;0;14,7;0;70;566
02-03-2024 01:00;58,5;31;0;0;0;0;0,5;6,1;22,4;28,5;0;14,2;0;72;565
02-03-2024 02:00;49,2;22;0;0;0;0;0,4;2,5;14,5;17;0;13,6;0;75;565
02-03-2024 03:00;48,8;33;0;0;0;0;0,5;1,6;17,2;18,8;0;13;0;76;564
02-03-2024 04:00;47,8;40;0;0;0;0;0,5;2,6;18,6;21,2;0;13,4;0;73;564
02-03-2024 05:00;45,4;39;0;0;0;0;0,4;1,5;5,7;7,1;0;13,4;0;70;565
02-03-2024 06:00;43,1;36;0;0;0;0;0,6;9,1;19,1;28,2;0;13,4;0;71;565
02-03-2024 07:00;52,5;41;0;0;0;0;0,7;19,7;23,8;43,5;0;12,8;0;72;565
02-03-2024 08:00;56,4;42;0;0;0;0;0,7;15,6;18,4;33,9;0;16;0;61;566
02-03-2024 09:00;58,1;42;0;0;0;0;0,5;6,3;5,4;11,7;0;18,9;0;50;566
02-03-2024 10:00;47,4;33;0;0;0;0;0,4;3,6;3,6;7,3;0;21,4;0;42;566
02-03-2024 11:00;40,7;30;0;0;0;0;0,4;3,2;3,7;6,9;0;23,6;0;33;565
02-03-2024 12:00;31,3;25;0;0;0;0;0,4;2,7;6,5;9,2;0;23,9;0;31;565
02-03-2024 13:00;40,5;28;0;0;0;0;0,6;3,2;10,9;14,2;0;22,6;0;39;564
02-03-2024 14:00;43,9;37;0;0;0;0;0,7;4,5;14,7;19,3;0;20,9;0;47;564
02-03-2024 15:00;66,4;35;0;0;0;0;0,5;3,9;9,8;13,7;0;22,5;0;40;563
02-03-2024 16:00;65,6;36;0;0;0;0;0,5;3,4;6,7;10,1;0;22,6;0;41;563
02-03-2024 17:00;67,7;29;0;0;0;0;0,5;2,9;8;10,9;0;20,5;0;49;563
02-03-2024 18:00;57,6;33;0;0;0;0;0,6;2,9;11,6;14,5;0;19;0;56;564
02-03-2024 19:00;52,9;37;0;0;0;0;0,7;3,4;16,8;20,1;0;17;0;65;564
02-03-2024 20:00;57,2;35;0;0;0;0;0,7;3,3;18,3;21,6;0;16,4;0;67;565
02-03-2024 21:00;59,6;32;0;0;0;0;0,7;1,9;15,5;17,4;0;16;0;69;565
02-03-2024 22:00;59,4;36;0;0;0;0;0,7;4;20,7;24,7;0;16;0;70;565
02-03-2024 23:00;51,5;39;0;2,3;0;0;0,5;1,8;9,8;11,7;0;14,5;0;76;565
02-03-2024 24:00;53;28;0;0,1;0;0;0,5;5,1;19,4;24,5;0;13,4;0;80;565
03-03-2024 01:00;39,9;16;0;0;0;0;0,4;1,6;7,3;8,9;0;12,9;0;78;565
03-03-2024 02:00;42,3;21;0;0;0;0;0,4;1,4;8,5;9,9;0;12,9;0;80;564
03-03-2024 03:00;31,1;22;0;0;0;0;0,4;1;7,8;8,8;0;13,2;0;80;564
03-03-2024 04:00;39,3;19;0;0;0;0;0,4;2,1;13,9;16,1;0;13,3;0;80;564
03-03-2024 05:00;29,5;20;0;0;0;0;0,4;1,7;12,6;14,3;0;13,1;0;80;564
03-03-2024 06:00;23;23;0;0;0;0;0,5;2,3;14,3;16,6;0;13,1;0;80;564
03-03-2024 07:00;28;27;0;0;0;0;0,5;2,9;7,8;10,6;0;13,4;0;77;565
03-03-2024 08:00;22,6;21;0;0;0;0;0,5;6,9;6,4;13,3;0;17,4;0;62;565
03-03-2024 09:00;0;28;0;0;0;0;0,4;2,7;0,2;2,9;0;19;0;54;565
03-03-2024 10:00;24;24;0;0;0;0;0,5;4;5,8;9,7;0;21,2;0;47;565
03-03-2024 11:00;26,5;24;0;0;0;0;0,5;4;7,8;11,8;0;23,6;0;40;565
03-03-2024 12:00;21;21;0;0;0;0;0,5;2,9;8,4;11,3;0;23,5;0;40;564
03-03-2024 13:00;0;23;0;0;0;0;0,5;1,9;4,3;6,2;0;22;0;49;564
03-03-2024 14:00;0;37;0;0;0;0;0,4;2,2;1,6;3,9;0;22,5;0;46;564
03-03-2024 15:00;25,5;25;0;0;0;0;0,4;2,2;1;3,2;0;22,2;0;46;563
03-03-2024 16:00;29,3;25;0;0;0;0;0,4;1,9;1,6;3,5;0;21,6;0;47;563
03-03-2024 17:00;47,4;23;0;0;0;0;0,4;2,3;3,4;5,7;0;21;0;52;563
03-03-2024 18:00;41,9;31;0;0;0;0;0,5;2,4;5,5;7,9;0;19,4;0;58;563
03-03-2024 19:00;44,7;33;0;0;0;0;0,5;1,8;8,6;10,4;0;17,5;0;63;564
03-03-2024 20:00;31,9;28;0;0;0;0;0,6;2,8;15;17,8;0;16,7;0;65;564
03-03-2024 21:00;40,4;34;0;0;0;0;0,6;2,3;11,6;13,8;0;15,9;0;70;565
03-03-2024 22:00;44,4;34;0;0;0;0;0,5;1;11;12;0;15,5;0;68;565
03-03-2024 23:00;41,1;20;0;0;0;0;0,6;1,2;14,7;15,9;0;14,7;0;75;565
03-03-2024 24:00;31;31;0;0;0;0;0,6;1,5;17,4;19;0;14,7;0;74;565
04-03-2024 01:00;29;17;0;0;0;0;0,5;1,8;18,2;20;0;14,4;0;75;565
04-03-2024 02:00;31,9;23;0;0;0;0;0,4;1,1;7,3;8,4;0;14;0;75;564
04-03-2024 03:00;31,3;24;0;0;0;0;0,4;1;9,2;10,2;0;14,1;0;75;564
04-03-2024 04:00;41,1;29;0;0;0;0;0,4;1,2;9,6;10,8;0;14;0;76;564
04-03-2024 05:00;31;31;0;0;0;0;0,4;3,5;12,2;15,7;0;14;0;74;564
04-03-2024 06:00;0;32;0;0;0;0;0,6;19,9;19,6;39,5;0;14,2;0;73;564
04-03-2024 07:00;36,3;30;0;0;0;0;1;35,7;25,6;61,3;0;14,5;0;73;565
04-03-2024 08:00;46,5;43;0;0;0;0;1,3;48,6;26,7;75,3;0;15,4;0;70;565
04-03-2024 09:00;45;45;0;0;0;0;0,7;14,5;10,9;25,4;0;17,5;0;60;565
04-03-2024 10:00;38,9;23;0;0;0;0;0,4;4,5;3,4;7,8;0;18,8;0;53;565
04-03-2024 11:00;29,3;17;0;0;0;0;0,4;2,9;2;4,9;0;21,1;0;46;565
04-03-2024 12:00;21,4;15;0;0;0;0;0,4;4,3;2,2;6,5;0;22,3;0;43;564
04-03-2024 13:00;21,9;21;0;0;0;0;0,5;4,3;8,7;12,9;0;22,1;0;46;564
04-03-2024 14:00;26;26;0;0;0;0;0,6;3,9;11;14,9;0;20,2;0;54;563
04-03-2024 15:00;33,2;27;0;0;0;0;0,5;4,4;6,3;10,7;0;21,6;0;50;563
04-03-2024 16:00;29,8;25;0;0;0;0;0,6;4,5;9,3;13,8;0;20,3;0;54;563
04-03-2024 17:00;43;27;0;0;0;0;0,7;7,1;18,9;26;0;18,8;0;61;563
04-03-2024 18:00;43,4;30;0;1,6;0;0;0,8;9,1;16,7;25,9;0;17,2;0;69;563
04-03-2024 19:00;39,5;34;0;0;0;0;1,1;9,7;26,5;37;0;16,2;0;71;563
04-03-2024 20:00;45;36;0;0;0;0;0,9;13,5;27,4;40,8;0;15,3;0;72;564
04-03-2024 21:00;40,8;28;0;0;0;0;0,9;9,9;27,3;37,2;0;14,5;0;73;564
04-03-2024 22:00;41,7;33;0;0;0;0;1,1;16,5;34;50,4;0;14,5;0;74;565
04-03-2024 23:00;45,3;41;0;0;0;0;0,9;7,1;30;37,1;0;14,6;0;74;565
04-03-2024 24:00;44,7;39;0;0;0;0;0,9;7,8;31,5;39,4;0;14,5;0;75;565
05-03-2024 01:00;49,2;38;0;0;0;0;0,7;10,3;27,1;37,4;0;13,8;0;77;564
05-03-2024 02:00;47,9;34;0;0;0;0;0,5;2,7;20,3;23;0;14,3;0;76;564
05-03-2024 03:00;45,1;26;0;0;0;0;0,4;1,8;19;20,8;0;13,5;0;78;563
05-03-2024 04:00;47,8;32;0;0;0;0;0,5;5,9;24,7;30,6;0;13,5;0;79;563
05-03-2024 05:00;47,9;39;0;0;0;0;0,6;7,6;27,9;35,5;0;14,2;0;76;564
05-03-2024 06:00;45,8;38;0;0;0;0;1;43,2;35,2;77,9;0;14,1;0;76;564
05-03-2024 07:00;54;54;0;0;0;0;1,5;66,7;32,5;99,2;0;14;0;76;564
05-03-2024 08:00;64,1;55;0;0;0;0;1,2;34,4;25,1;59,4;0;16,1;0;66;565
05-03-2024 09:00;61,7;35;0;0;0;0;1,2;22,6;32,1;54,7;0;18,2;0;57;565
05-03-2024 10:00;62,7;44;0;0;0;0;0,5;6,5;6,6;13,1;0;21,4;0;46;565
05-03-2024 11:00;46,8;22;0;0;0;0;0,4;4,7;1;5,7;0;22,5;0;43;565
05-03-2024 12:00;32,9;21;0;0;0;0;0,3;0;0;0;0;23,5;0;39;564
05-03-2024 13:00;24;20;0;0;0;0;0,4;4,3;0,5;4,7;0;22,7;0;39;564
05-03-2024 14:00;20;20;0;0;0;0;0,4;3,4;4,5;8;0;22,1;0;42;563
05-03-2024 15:00;24;24;0;0;0;0;0,5;3,8;7,2;11;0;21,4;0;47;563
05-03-2024 16:00;0;33;0;0;0;0;0,6;7,3;13,3;20,6;0;20,9;0;51;562
05-03-2024 17:00;38;38;0;0;0;0;0,7;7,9;13,1;21;0;22,1;0;50;562
05-03-2024 18:00;48,2;31;0;0;0;0;1,4;8,7;21,7;30,4;0;18,9;0;59;562
05-03-2024 19:00;98,8;0;0;0;0;0;1;9,1;22,3;31,4;0;17,2;0;59;563
05-03-2024 20:00;85;29;0;0;0;0;0,8;7,5;23,2;30,7;0;16,9;0;57;563
05-03-2024 21:00;66,7;22;0;0;0;0;0,8;3,2;19,8;23;0;15,7;0;62;564
05-03-2024 22:00;56,7;40;0;0;0;0;0,9;9,8;26;35,8;0;14,8;0;64;564
05-03-2024 23:00;55,3;37;0;0;0;0;0,6;2,8;13,2;16,1;0;14,5;0;65;564
05-03-2024 24:00;55,6;36;0;0;0;0;0,5;2,8;12,3;15,2;0;14,4;0;67;564
06-03-2024 01:00;39,2;26;0;0;0;0;0,4;1,2;9,7;10,9;0;13,8;0;68;564
06-03-2024 02:00;45;34;0;0;0;0;0,7;7,2;25,7;33;0;13,4;0;68;564
06-03-2024 03:00;49,7;38;0;0;0;0;0,5;6,3;22,6;28,9;0;12,9;0;71;563
06-03-2024 04:00;41,1;36;0;0;0;0;0,3;1,9;16;17,8;0;12,5;0;75;563
06-03-2024 05:00;50,5;34;0;0;0;0;0,5;55,4;25,9;81,4;0;11,2;0;79;563
06-03-2024 06:00;49,9;43;0;0;0;0;0,7;52,2;26,6;78,8;0;10,8;0;80;564
06-03-2024 07:00;54,5;38;0;0;0;0;1,2;54,8;31;85,4;0;12,1;0;75;564
06-03-2024 08:00;50,5;50;0;0;0;0;1,1;34,7;21,3;56;0;16,8;0;57;565
06-03-2024 09:00;51,5;38;0;0;0;0;0;13,3;13,1;26,4;0;19,5;0;48;565
06-03-2024 10:00;42,6;30;0;0;0;0;0,5;0;0;0;0;21,4;0;42;565
06-03-2024 11:00;44;28;0;0;0;0;0,4;0;0;0;0;22,2;0;37;563
06-03-2024 12:00;31,4;26;0;0;0;0;0,3;3,3;1,8;5,1;0;22,7;0;31;564
06-03-2024 13:00;30,3;19;0;0;0;0;0,2;3,3;0;2,8;0;24,2;0;25;563
06-03-2024 14:00;22,3;20;0;0;0;0;0,3;3,2;2,2;5,4;0;24,6;0;26;563
06-03-2024 15:00;20;20;0;0;0;0;0,5;3,9;11,5;15,4;0;22,4;0;45;562
