PM10;PM2.5;OZONO;CO;NO2;SO2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
23;13;6,2;0,2;3,1;0
21;7;7,1;0,2;3,4;0
17;5;8,5;0,2;2,9;0
20;4;9,2;0,2;3;0
19;8;11,4;0,1;2,3;0
17;6;10,5;0,2;2,3;0
15;3;10,7;0,2;3,2;0
22;4;9,7;0,2;3,3;0
13;3;7,4;0,2;4,4;0
18;6;7;0,2;3,7;0
17;4;7,4;0,2;2,9;0
10;1;6,6;0,1;2,7;0
12;1;5,2;0,2;3,7;0
13;1;2,2;0,2;5,8;0
16;5;2,8;0,2;5,3;0
11;5;1,2;0,3;6;0
17;5;0,2;0,2;6,1;0
13;7;0,3;0,2;6,8;0
21;6;0,6;0,2;6;0
18;8;0,5;0,2;5,4;0
15;6;0,4;0,2;5,6;0
25;9;0,4;0,4;7,1;0
22;19;0,5;0,6;7,6;0
28;14;1,6;0,4;5,9;0
23;17;5,2;0,2;3,7;0
12;3;6,4;0,2;2,7;0
19;8;0;0;0;0
17;5;0;0;0;0
0;0;0;0;0;0
27;27;0;0;0;0
27;14;0;0;1,6;0
31;7;9,9;0,2;2,5;0
23;0;8,7;0,2;4,2;0
13;6;7,8;0,3;4,4;0
18;6;3,6;0,4;9,4;0
19;6;4,2;0,3;7,8;0
18;8;4,2;0,3;7,2;0
15;6;0,5;0,3;9,2;0
17;5;0,3;0,5;10,1;0
20;8;0,9;0,4;9,4;0
26;8;0,3;0,4;9,2;0
13;6;0,5;0,3;7,9;0
16;8;0,3;0,3;7,2;0
25;7;0,3;0,2;7,4;0
21;9;0,3;0,3;8,1;0
19;8;0,5;0,3;9,1;0
18;12;2;0,4;7,6;0
26;11;3,1;0,3;7,4;0
29;14;5,3;0,3;7;0
22;12;10,4;0,2;2,7;0
13;7;11,9;0,2;2,3;0
16;7;10,6;0,2;3,5;0
11;8;11;0,2;2,3;0
11;6;11,6;0,2;2,9;0
12;6;12;0,2;2,7;0
16;5;12,9;0,2;4,1;0
12;4;15,4;0,2;4;0
26;12;16,7;0,2;6,6;0
28;21;10,4;0,4;10,7;0
30;18;7,9;0,4;12,9;0
42;20;15,1;0,2;6,2;0
27;21;6,9;0,5;15,4;0
35;21;0,4;0,8;17,2;0
32;18;0,3;1;13,6;0
41;23;0,3;0,8;12,8;0
35;16;0,2;0,6;9,5;0
28;16;0,3;0,6;11,3;0
27;15;0,4;0,5;12,8;0
43;22;0,2;0,5;13,3;0
28;18;0,3;0,5;11,9;0
27;21;0,4;1;12,7;0
37;26;4,2;0,4;8,8;0
23;15;9,1;0,1;3,3;0
19;13;12,3;0,1;3,5;0
21;9;16,6;0,1;1,4;0
15;5;16,2;0,1;1,1;0
13;2;16,3;0,1;1,2;0
17;2;14,3;0,1;1,2;0
18;5;12,4;0,1;2;0
15;5;11,2;0,1;1,7;0
14;7;9,9;0,1;2,3;0
12;4;9,2;0,1;3,1;0
11;1;7,7;0,2;6,1;0
19;5;6,9;0,2;6,9;0
17;5;6,8;0,2;6,2;0
21;5;7,1;0,1;5,7;0
12;8;9,7;0,1;2,9;0
13;7;10,9;0,1;1,9;0
16;3;8;0,1;4,7;0
10;0;9,4;0,1;2,9;0
8;0;8,7;0,1;3,9;0
7;1;6,3;0,1;5,4;0
11;3;3,7;0,2;8,1;0
12;5;4,9;0,2;6,7;0
17;2;9,6;0,1;1,8;0
9;0;10,2;0,1;1;0
9;5;9,8;0,1;2;0
8;5;12,1;0,1;1,2;0
10;6;14;0,1;0,5;0
13;4;12,4;0,1;1,2;0
14;3;13,7;0,1;1,1;0
17;6;12,2;0,1;2,4;0
12;5;12,9;0,1;2,6;0
8;2;13,1;0,1;2,7;0
16;6;10,8;0,2;5;0
13;6;9,6;0,2;6,4;0
13;5;7,5;0,3;7,9;0
13;4;9,3;0,2;5,5;0
11;6;4,4;0,3;10;0
18;6;0,4;0,5;12,7;0
23;7;1;0,3;10;0
15;7;0,6;0,4;10,5;0
14;7;1,7;0,2;10;0
15;4;1,6;0,2;10,7;0
16;10;3,7;0,1;7,7;0
21;8;0,3;0,2;10,8;0
16;8;0,3;0,2;9,6;0
19;14;1,9;0,3;8,9;0
21;9;0,6;0,4;9,6;0
28;12;1,2;0,6;11,3;0
30;20;8,4;0,2;4,6;0
9;3;12,4;0,1;2,5;0
9;3;15,2;0,1;1,9;0
10;4;16,9;0,1;1,7;0
9;4;16,6;0,1;1,8;0
12;6;15,1;0,1;2,3;0
14;7;15,9;0,1;2;0
14;4;13,1;0,1;4,8;0
17;4;11,8;0,2;5,7;0
11;5;10,3;0,2;7,6;0
12;7;9,3;0,2;7,5;0
9;7;8,6;0,1;6,3;0
18;4;7,3;0,1;5,8;0
14;5;7,5;0,1;5,3;0
13;5;4,2;0,1;8,4;0
18;5;1,6;0,2;12,3;0
10;4;2,2;0,2;9;0
22;8;1,5;0,2;9,9;0
13;10;0,3;0,2;11,6;0
23;7;0,3;0,2;10,4;0
23;10;0,3;0,3;9,9;0
26;12;0,3;0,5;11,6;0
28;20;0,7;0,6;11,4;0
44;23;1,6;0,5;10,9;0
31;17;11,5;0,1;3,7;0
17;2;13,4;0,1;3,1;0
8;0;15;0,1;2,4;0
9;0;14,6;0,1;3;0
11;3;13,8;0,1;3,7;0
11;6;12,6;0,1;4,9;0
10;4;14,8;0,1;2,5;0
16;5;16;0,1;3,1;0
17;7;10,9;0,2;5,6;0
12;6;7,8;0,3;8;0
12;7;3,8;0,3;12,1;0
13;7;6,1;0,2;8,8;0
22;7;2,3;0,3;13,3;0
17;7;2,3;0,5;12,1;0
26;12;1;0,5;14,3;0
30;13;0,5;0,3;11,7;0
23;8;1,6;0,4;10,9;0
20;13;0,3;0,3;9,5;0
16;10;0,4;0,3;9,8;0
23;8;0,5;0,3;10,4;0
20;10;0,3;0,4;11,2;0
30;17;0,3;0,6;11,7;0
32;19;1,2;0,3;11;0
29;10;6,2;0,3;8,6;0
21;13;0;0;0;0
0;8;0;0;0;0
0;4;0;0;0;0
0;8;0;0;0;0
12;5;15,2;0,2;2,1;0
36;5;14;0,1;2,5;0
12;6;14,5;0,1;2,1;0
11;6;14,3;0,1;2,5;0
11;6;9,3;0,2;7;0
11;5;11,6;0,2;3,8;0
16;7;9,5;0,2;5,6;0
13;9;9,1;0,2;5,6;0
14;9;10,1;0,1;3,4;0
19;9;8,8;0,2;4,7;0
14;8;8,6;0,1;3,7;0
23;14;2,9;0,2;10;0
22;15;5,9;0,2;5,6;0
14;0;4;0,2;7,3;0
15;4;2,5;0,2;8,4;0
10;6;4,4;0,2;8,3;0
12;6;3,6;0,2;9,4;0
13;8;2,1;0,4;9,9;0
21;7;3,6;0,5;11,3;0
18;7;10,5;0,3;3,5;0
14;5;11,3;0,5;2,7;0
31;6;10,8;0,5;3,8;0
20;5;11,6;0,3;3,2;0
18;6;12,8;0,2;2;0
16;4;12,6;0,2;1,5;0
21;5;13,2;0,2;1,2;0
26;4;13,6;0,2;1,5;0
18;3;12;0,2;3,9;0
17;1;12,8;0,2;2,7;0
16;1;9,7;0,3;5,8;0
22;4;6,9;0,3;7,9;0
18;8;6,5;0,3;7,3;0
17;6;4,6;0,3;8,9;0
21;4;5,3;0,3;8,4;0
12;2;5,1;0,3;7,2;0
12;5;4;0,3;8,1;0
12;4;7,1;0,1;4,7;0
8;5;9,4;0,1;2,8;0
7;3;7,9;0,1;4,8;0
12;3;8;0,1;5;0
13;7;6,3;0,1;7,4;0
13;5;3,7;0,2;10,1;0
15;8;6,3;0,3;7,9;0
16;7;9,7;0,2;5,3;0
12;4;9,8;0,2;5,6;0
23;6;11;0,2;5,2;0
21;6;12,3;0,2;3,8;0
23;4;12,2;0,2;3,7;0
21;4;12,5;0,2;3,3;0
21;9;12,7;0,2;3,3;0
13;8;13,5;0,2;2,4;0
17;9;11;0,2;5;0
20;6;10,8;0,2;4,8;0
18;8;9,2;0,3;6,4;0
29;7;7,7;0,3;7,2;0
10;5;5,2;0,3;8,2;0
12;12;2,5;0,3;10,4;0
19;9;3,2;0,3;9,6;0
16;9;1,2;0,4;11,1;0
21;11;4,3;0,2;7,9;0
9;9;4,8;0,2;6,5;0
17;9;5,7;0,2;5,2;0
22;6;6,5;0,2;5,8;0
9;3;5,7;0,2;6,1;0
10;5;1,2;0,3;10,8;0
17;5;1,1;0,5;11,9;0
22;11;3,5;0,7;9,8;0
24;9;8,4;0,5;4,3;0
23;7;10,2;0,2;4,3;0
14;8;12,9;0,2;2,6;0
17;6;12,8;0,2;3,3;0
13;8;13,1;0,2;1,5;0
16;5;13,3;0,2;1,3;0
14;5;13,4;0,2;0,9;0
14;4;13,1;0,2;1,1;0
13;2;12,6;0,2;1,4;0
10;4;11,4;0,2;2,3;0
17;7;9,2;0,3;5,3;0
20;9;6,8;0,3;7,9;0
17;5;5,8;0,3;8,9;0
18;5;3,6;0,4;10,6;0
17;15;5,7;0,3;6,5;0
19;9;5,6;0,3;7,3;0
16;3;2,2;0,3;9,4;0
16;7;1,2;0,5;9,7;0
22;16;0,3;0,4;9,4;0
22;15;0,4;0,5;8,5;0
25;15;0,2;0,4;8,4;0
19;10;0,3;0,3;8,3;0
18;10;0,5;0,3;8,5;0
14;9;0,7;0,5;9;0
21;10;2,1;0,3;6,3;0
12;12;6,5;0,2;3;0
16;6;10;0,2;1;0
16;3;10,7;0,2;0,6;0
15;2;10,7;0,2;0,5;0
11;1;9,9;0,2;1,3;0
10;2;9,4;0,2;1,9;0
12;6;8,2;0,3;2,2;0
14;6;7,3;0,3;3,2;0
17;4;5,3;0,3;4,7;0
20;8;3,8;0,4;6,4;0
18;10;4,5;0,3;5,9;0
8;8;4,2;0,3;6,3;0
11;8;4,3;0,3;7,1;0
26;8;1;0,5;8,5;0
17;8;0,3;0,6;8,9;0
26;15;0,3;0,5;6,7;0
23;11;0,3;0,9;4,8;0
36;10;0,2;0,8;3,9;0
26;13;0,2;0,5;2,5;0
23;7;0,3;0,5;3,7;0
17;9;0,3;0,4;3,8;0
18;9;0,3;0,5;4,3;0
23;12;0,9;0,3;4,9;0
37;13;2,2;0,3;5,3;0
46;32;4,8;0,4;5,5;0
33;23;10,5;0,3;4,2;0
25;21;13,3;0,2;2,6;0
26;13;11,8;0,2;2,9;0
15;7;10,9;0,2;1;0
12;6;10,8;0,2;0;0
9;4;13,3;0,2;2,7;0
23;12;20,8;0,2;2,1;0
18;9;22,1;0,2;2,1;0
19;8;16,4;0,2;5,1;0
22;10;10,1;0,3;7,7;0
21;14;4,9;0,6;9,7;0
21;20;0,3;1;11,4;0
32;17;0,3;0,9;8,7;0
32;15;0,2;0,9;8,6;0
24;15;0,3;0,8;7,8;0
23;13;0,3;0,8;7,3;0
26;16;0,2;0,8;5,7;0
26;10;0,3;0,7;6,3;0
30;14;0,2;0,6;5,7;0
26;16;0,3;0,5;6,4;0
23;12;0,3;0,7;9,5;0
38;13;0,3;0,9;8,8;0
36;25;0,7;0,8;9,3;0
20;13;2,1;0,4;8,9;0
20;16;3,2;0,4;10;0
22;14;10,1;0,2;4,7;0
25;9;15,5;0,2;2,7;0
23;7;20,7;0,1;2,3;0
18;6;19,7;0,1;3,2;0
10;5;17,8;0,1;2,8;0
12;6;16,2;0,1;3,5;0
14;6;15,8;0,2;5,3;0
17;3;12,5;0,2;6,7;0
10;8;5,6;0,3;11,6;0
27;17;7,5;0,3;11,1;0
26;13;2;0,5;14,6;0
36;18;0,3;1;17,1;0
49;24;0,3;0,6;13,5;0
23;18;1,6;0,6;13,6;0
34;12;0,8;0,4;12,5;0
20;14;0,2;0,4;12,2;0
21;12;1,7;0,3;10,1;0
21;10;0,3;0,3;11,5;0
28;16;0,3;0,5;10;0
37;18;0,3;0,8;10,4;0
38;19;0,5;0,4;9,7;0
31;18;1,5;0,5;13;0
37;24;1,9;0,6;14,7;0
36;21;7;0,3;9,4;0
24;9;10,2;0,2;8,1;0
14;9;12,2;0,2;3,1;0
16;7;11,7;0,2;3,1;0
12;5;12,1;0,1;2;0
13;6;11,6;0,2;2,3;0
14;7;10,7;0,2;3,1;0
12;5;10,3;0,2;3;0
10;3;7,9;0,2;5;0
18;4;6,8;0,2;5,3;0
13;7;5,6;0,2;6,2;0
21;8;5,1;0,2;6,1;0
15;9;3,8;0,2;8,5;0
14;7;2;0,3;10,4;0
24;11;2,6;0,2;7,3;0
12;8;1;0,2;7,8;0
13;3;4,3;0,1;4,1;0
11;6;1,3;0,2;7,4;0
9;7;1,4;0,1;6,8;0
13;7;0,5;0,3;8,2;0
32;23;0,4;0,5;9,6;0
29;19;0,7;0,9;9,9;0
40;36;3,6;0,5;8,5;0
24;15;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;7;0;0;0;0
11;4;8,1;0,2;3,2;0
0;0;6,9;0,2;2,4;0
9;2;5,2;0,3;5;0
19;5;7,3;0,2;2,7;0
12;7;4,6;0,3;6,7;0
13;4;2,7;0,5;10;0
16;3;5,9;0,2;4,8;0
14;3;3,2;0,3;7,2;0
18;6;0,5;0,5;9,6;0
36;14;1,2;0,4;8,2;0
22;8;0,2;0,5;6,7;0
26;10;0,3;0,8;8,1;0
0;14;0,3;0,8;4,6;0
28;11;0,3;0,8;3,3;0
31;18;0,2;0,6;4;0
29;16;0,3;0,5;5,4;0
32;13;0,2;0,6;7,2;0
47;32;0,3;1;7,5;0
60;44;0,4;1,5;9;0
69;59;1,2;0,9;10,1;0
37;18;4,1;0,4;7,3;0
16;9;7,3;0,3;6,6;0
15;8;12,9;0,2;2,3;0
18;7;14,3;0,2;2,6;0
8;3;9,9;0,2;3,5;0
10;3;12,1;0,2;1,6;0
11;1;10,7;0,2;4,6;0
15;10;13,2;0,4;12;0
23;16;17,3;0,3;8,3;0
22;20;14,5;0,3;9,5;0
25;7;11;0,2;6,2;0
16;6;7,5;0,3;8,1;0
21;8;4,4;0,3;11,1;0
31;13;1,4;0,6;11,2;0
33;13;0,3;0,7;12,7;0
34;19;0,3;0,5;13;0
0;11;0,2;0,7;9,8;0
29;12;0,3;0,5;7,2;0
24;6;0,3;0,4;6,9;0
25;10;1;0,3;8,8;0
26;8;2,3;0,3;9;0
19;14;0,3;0,3;10,5;0
20;14;1,4;0,5;9,2;0
23;12;2,6;0,3;9,2;0
29;15;5,3;0,3;7,9;0
22;8;7,1;0,3;6;0
17;9;9,9;0,2;3,2;0
20;8;10,3;0,2;4;0
15;7;11,4;0,2;4,3;0
10;7;15,4;0,3;5;0
21;12;14,1;0,3;7,5;0
17;10;9,3;0,2;2,4;0
11;6;6,3;0,3;5,4;0
18;9;2,9;0,4;9,7;0
18;9;2,3;0,3;8,4;0
22;6;4,9;0,3;7,2;0
11;2;1,3;0,3;10,3;0
17;0;1;0,5;8,8;0
31;13;1,5;0,5;8,3;0
22;7;1,6;0,2;7,7;0
0;5;1,8;0,3;8,4;0
16;3;3,9;0,2;5,8;0
12;4;6,8;0,1;2,6;0
13;4;4,7;0,2;4,7;0
16;2;2,7;0,2;7;0
10;2;4,5;0,2;3,8;0
10;2;4,7;0,3;6,2;0
16;6;2,7;0,5;8,1;0
20;11;8,3;0,2;3,6;0
10;6;9,6;0,2;2,6;0
18;5;14,5;0,2;1,1;0
13;4;15,5;0,2;1,5;0
12;10;15,6;0,2;0,9;0
10;6;15,8;0,2;1,8;0
9;1;15,8;0,2;2;0
8;3;14,4;0,2;3,3;0
16;5;16,6;0,2;0,8;0
9;5;13,7;0,2;3,8;0
11;5;5,1;0,5;12,7;0
21;14;0,5;0,7;13;0
24;17;0,4;0,4;11,3;0
18;4;0,5;0,5;10,7;0
23;13;2,1;0,4;9,9;0
23;9;0,3;0,5;11,4;0
0;5;0,2;0,5;9,3;0
21;11;0,3;0,5;9;0
28;10;3,1;0,3;8,9;0
20;8;0,4;0,3;9,2;0
14;13;0,2;0,3;7,2;0
22;13;0,9;0,4;10,6;0
18;13;5,7;0,3;8,8;0
19;8;8,3;0,4;5,3;0
17;6;0;0;0;0
15;3;0;0;0;0
4;0;0;0;0;0
8;3;11,3;0,4;4,1;0
12;4;14,6;0,3;3,2;0
22;0;15,8;0,2;2,2;0
15;0;15,4;0,2;2,7;0
13;0;15,6;0,2;2,6;0
10;0;14,3;0,3;4,9;0
22;0;9,7;0,3;8,9;0
18;8;8,7;0,4;9,6;0
18;6;9;0,3;9;0
16;7;9,2;0,2;8,4;0
12;7;10,9;0,2;7,1;0
13;4;3,5;0,3;13,5;0
12;12;0,7;0,4;13,4;0
0;10;0,4;0,3;13,3;0
17;9;1,1;0,2;9,1;0
17;6;0,2;0,2;9,5;0
18;6;0,4;0,3;10,3;0
29;12;1,1;0,3;10,9;0
22;7;0,3;0,9;14,1;0
41;19;0,4;1;14,7;0
35;20;4;0,7;14,1;0
25;5;9,9;0,4;7,8;0
8;8;13,3;0,2;4;0
17;5;14,9;0,2;3,4;0
19;5;16,1;0,2;3,1;0
14;5;17;0,2;2;0
12;5;14,7;0,2;3,6;0
11;3;13,8;0,2;4,3;0
12;4;14,8;0,2;3,4;0
16;5;12,3;0,3;6,1;0
17;3;10,2;0,3;6,8;0
14;2;5,4;0,4;11,5;0
20;4;10,9;0,2;4,2;0
17;5;3,2;0,6;11,5;0
26;12;0,3;0,8;11,5;0
29;12;0,4;0,9;13,2;0
36;20;0,4;0,5;14;0
0;11;0,3;0,3;14,7;0
20;16;0,4;0,3;13;0
26;4;0,4;0,3;12,3;0
26;7;0,3;0,4;10,4;0
36;12;0,3;0,5;10,5;0
41;11;0,3;0,5;9;0
39;21;0,5;0,4;10,9;0
45;15;1,3;0,7;14,6;0
44;27;5,3;0,5;11,7;0
33;13;13,1;0,2;6,9;0
18;8;15,9;0,2;2,2;0
9;4;14,7;0,2;3;0
17;5;15,1;0,1;1,3;0
8;5;14,5;0,2;2,3;0
15;3;13,8;0,2;3,6;0
18;5;13,7;0,2;4,7;0
13;4;14,9;0,2;3,6;0
11;7;12,3;0,3;6,4;0
11;9;8,2;0,3;10;0
13;6;6,1;0,3;11,3;0
18;4;6,2;0,2;10,2;0
18;4;3,3;0,3;13,5;0
19;1;1,6;0,3;12,7;0
14;4;0,4;0,4;13,2;0
0;11;0,5;0,4;10,5;0
30;12;0,4;0,5;9,6;0
26;16;0,4;0,4;9,5;0
29;11;0,6;0,4;9,8;0
38;20;0,5;0,2;8;0
18;10;0,6;0,5;12,6;0
30;22;0,9;0,9;14,1;0
39;18;4,6;0,6;9,4;0
24;7;11,4;0,2;3,5;0
15;8;0;0,2;0;0
9;5;15,4;0,2;1,3;0
12;3;15,6;0,2;1,5;0
11;2;16,2;0,1;0,9;0
10;1;16,9;0,1;0,8;0
8;1;17,1;0,1;1;0
9;2;17;0,2;1,5;0
13;2;16,7;0,2;2,2;0
12;0;13,1;0,3;5,4;0
13;1;6,5;0,4;12,4;0
13;5;1,4;0,5;17,5;0
29;7;0,6;0,7;17,8;0
34;16;0,3;1,2;15,7;0
51;26;0,5;0,8;15,6;0
30;11;1,2;0,3;14,1;0
0;8;1,1;0,2;13,6;0
16;5;1,4;0,2;11,1;0
19;7;0,3;0,3;11,5;0
17;11;0,3;0,3;11,7;0
23;12;0,3;0,3;13,1;0
13;8;0,3;0,5;15,9;0
22;10;0,2;0,8;17,4;0
37;14;0,9;0,7;15,3;0
21;11;6,1;0,3;9,4;0
17;8;8,2;0,3;7,4;0
20;7;10,3;0,2;3,7;0
13;6;12;0,2;2,8;0
16;4;9,8;0,2;6,4;0
21;1;9,8;0,2;6,4;0
20;6;11,9;0,2;4,2;0
14;6;9,2;0,2;6,4;0
18;6;8,8;0,2;6,1;0
14;7;9,5;0,2;5,8;0
14;7;6,4;0,2;10,9;0
16;10;7,9;0,2;8,5;0
19;7;3,5;0,3;12,8;0
22;4;0;0,4;10;0
24;5;0,8;0,4;10,4;0
19;8;0,5;0,5;11,5;0
0;13;0,6;0,4;12,2;0
21;9;7,1;0,3;9,7;0
23;5;16;0,2;1,8;0
12;2;12,9;0,2;0,3;0
12;0;5,4;0,3;8,9;0
16;6;0,3;0,7;17,7;0
38;17;0,6;1,1;15,8;0
39;16;3,8;0,8;14,7;0
30;12;10,3;0,5;9,4;0
17;8;13,9;0,4;2,2;0
10;4;15,8;0,2;1,3;0
11;4;15,2;0,4;1,8;0
20;7;13,7;0,3;3,4;0
14;6;14,3;0,3;2,1;0
12;4;12,7;0,3;3,5;0
12;4;9,8;0,3;5,7;0
14;4;12,1;0,3;2,7;0
12;3;10,8;0,3;3,6;0
10;4;5,2;0,4;9,7;0
16;8;6,1;0,4;8,1;0
12;7;6,4;0,3;7,5;0
15;8;5,8;0,3;7,5;0
11;6;4,8;0,3;7,9;0
12;6;2,2;0,4;10,7;0
0;6;6,8;0,2;6,1;0
15;7;3,7;0,2;9,1;0
19;6;6,5;0,2;5;0
13;4;2,9;0,2;8,1;0
13;2;2;0,2;9,1;0
15;6;1,2;0,3;8,4;0
20;6;1;0,5;8,2;0
12;9;5,2;0,3;7;0
16;8;11,6;0,2;1,3;0
12;5;13,1;0,2;1,9;0
13;3;13,6;0,2;2,3;0
13;4;14,6;0,2;1,3;0
15;4;14,1;0,2;1,7;0
18;3;14,5;0,2;1,7;0
10;6;16,1;0,2;0,5;0
6;5;14,9;0,2;1,4;0
6;1;12,6;0,2;2,1;0
11;3;9,3;0,3;6;0
12;3;6;0,3;8,6;0
13;4;8,6;0,2;4,4;0
13;6;5,8;0,4;10,3;0
16;7;6,5;0,3;6,4;0
16;10;2,2;0,4;10,3;0
17;11;1,2;0,3;10,9;0
0;8;1;0,3;10,8;0
11;8;0,7;0,3;10,1;0
12;6;2,3;0,2;10;0
11;6;4;0,2;9,6;0
13;6;1,6;0,2;11,2;0
16;4;4,9;0,2;9,5;0
9;4;8,7;0,2;3,9;0
8;6;5,1;0,8;9,5;0
19;12;8;0,3;8,2;0
14;8;14,7;0,2;4,3;0
13;4;15,4;0,2;3,2;0
13;2;15,2;0,2;3,5;0
0;1;15,5;0,2;2;0
11;6;15,1;0,2;1,5;0
13;6;14,9;0,2;0;0
14;4;13,4;0,2;3,6;0
12;4;12,4;0,2;0;0
0;6;10,2;0,3;0;0
13;7;7,1;0,3;9,3;0
20;4;7,4;0,2;7,9;0
21;3;4,9;0,3;10,6;0
15;5;3,6;0,3;11,9;0
15;7;2,1;0,3;11,4;0
13;7;2,9;0,2;10,8;0
0;5;0,9;0,2;12;0
16;5;1,4;0,2;11,5;0
21;8;0,7;0,2;12;0
21;6;5,6;0,2;8,7;0
17;4;3,9;0,2;12,9;0
17;6;1,7;0,2;13,9;0
12;5;4;0,2;9,4;0
13;6;7;0,3;0;0
18;5;0;0;0;0
12;3;0;0;0;0
0;0;0;0;0;0
0;5;0;0;0;0
20;3;13,6;0,2;2,4;0
0;6;14,3;0,1;1,7;0
0;5;14,4;0,1;2,4;0
0;3;12,3;0,1;5;0
0;11;13,2;0,1;3,8;0
0;7;12,2;0,2;5,3;0
0;3;4,8;0,3;12,4;0
0;6;4,7;0,3;12,4;0
0;5;1,9;0,2;14,9;0
0;9;2,7;0,3;11,9;0
0;8;6,1;0,1;8,4;0
0;7;5;0,1;8,9;0
0;6;0,8;0,3;13,8;0
0;11;2;0,2;12,1;0
0;6;6,6;0,1;8,5;0
0;0;6,7;0,1;8,3;0
0;6;9,4;0,1;7;0
0;5;10;0,2;6,7;0
0;5;6,8;0,3;9,3;0
0;11;8,8;0,3;8,2;0
0;9;10,1;0,2;6,1;0
19;0;11,1;0,3;5;0
0;7;10,1;0,3;5,6;0
14;4;9;0,3;5,3;0
13;4;0;0,4;4,5;0
10;0;12,5;0,4;2,3;0
11;9;12,1;0,4;3,1;0
21;0;11,7;0,3;4,3;0
22;9;9,5;0,4;7,2;0
18;11;7,9;0,4;8,2;0
16;10;7,3;0,4;9;0
17;6;6,4;0,4;9,2;0
17;6;7,6;0,3;7,9;0
18;7;4,9;0,4;10,6;0
15;6;3,8;0,4;12,1;0
13;4;11,5;0,3;3,8;0
13;2;11,5;0,2;2,5;0
9;2;11,5;0,1;2,7;0
6;5;11,9;0,1;2,4;0
6;5;9,5;0,2;4,6;0
20;5;8,5;0,1;6;0
9;3;10,7;0,2;3,7;0
9;2;11,9;0,2;3;0
15;3;11,8;0,2;2,5;0
8;3;12,8;0,2;1,9;0
11;3;14,8;0,2;0,9;0
13;4;14,9;0,2;0,9;0
13;1;14,8;0,2;1,1;0
14;0;13,9;0,2;2;0
10;2;14,6;0,2;1,5;0
11;1;15,3;0,2;0,5;0
21;2;14,7;0,2;0,9;0
16;1;14,4;0,2;1,1;0
15;0;12;0,2;3,5;0
16;4;7,7;0,3;8,8;0
16;2;11;0,2;6,3;0
7;5;11,2;0,2;4,9;0
18;6;7,7;0,2;7,4;0
12;12;7,9;0,2;6;0
10;7;6,8;0,2;7,3;0
12;2;8,3;0,2;4,6;0
10;0;11,6;0,2;2,3;0
8;0;9,6;0,1;2,3;0
7;1;5;0,2;5,7;0
7;7;0,3;0,3;11,4;0
22;6;1,6;0,2;10,3;0
14;5;1,4;0,4;10,7;0
14;8;6,7;0,3;6,6;0
13;9;7,9;0,3;5,1;0
11;6;9,6;0,3;5,1;0
21;3;13,3;0,2;2,8;0
12;3;12,1;0,2;3,1;0
13;6;13,1;0,2;2,1;0
13;6;11,4;0,2;4,1;0
13;5;8;0,3;6,9;0
13;1;9,7;0,3;5,1;0
16;1;9,6;0,3;5,1;0
14;3;7,8;0,3;6,9;0
17;7;3,1;0,5;11,7;0
23;5;3,9;0,3;9,9;0
19;0;4,9;0,3;7,5;0
12;6;7,1;0,2;5,8;0
13;6;6,4;0,2;7,9;0
17;4;3,1;0,3;10,3;0
10;3;10,2;0,1;3,2;0
9;3;12,5;0,1;1,6;0
11;3;12,7;0,1;1,9;0
11;5;8,8;0,1;5,6;0
9;6;10,2;0,1;5,1;0
12;6;7,7;0,1;8,6;0
19;5;11,6;0,2;6;0
13;1;12,1;0,2;5,1;0
13;3;13,6;0,2;4,4;0
13;8;14,9;0,2;4,2;0
19;5;15,4;0,2;3,5;0
15;2;16,2;0,2;3,1;0
16;3;16,5;0,1;2,4;0
11;8;13,8;0,2;3,8;0
12;5;15,9;0,2;2,8;0
13;1;16,8;0,1;1,9;0
13;5;14,8;0,2;3,3;0
17;7;12,1;0,2;5,6;0
18;4;7,2;0,3;11,8;0
19;4;10,7;0,2;5,9;0
17;6;8,7;0,2;7,8;0
22;5;5,9;0,2;10,5;0
22;3;8,4;0,2;7,8;0
16;7;11;0,1;5,4;0
18;9;12,2;0,2;3;0
13;6;10,7;0,2;3,7;0
12;3;12;0,2;2;0
11;9;1,3;0,3;11,7;0
19;7;4,4;0,2;9,8;0
20;8;7,4;0,2;5,9;0
16;7;4;0,4;10,6;0
17;7;12,1;0,2;2,9;0
10;7;12,5;0,2;2,5;0
10;5;13,4;0,2;1,7;0
16;1;14,7;0,2;1,6;0
11;4;15,3;0,2;0,9;0
12;3;15,5;0,2;1,6;0
16;3;15,4;0,2;1,8;0
13;4;15,7;0,2;1,8;0
13;2;16;0,2;1,4;0
12;3;16,1;0,2;1,6;0
11;6;14,6;0,2;2,3;0
9;4;14,3;0,2;2,4;0
9;5;6,7;0,4;11,2;0
12;4;3,6;0,4;12,1;0
21;7;2;0,5;13,6;0
20;7;2,7;0,4;13,6;0
21;3;6,2;0,3;9,7;0
19;3;7,7;0,2;6,2;0
16;5;1,7;0,3;12,5;0
11;7;0,7;0,3;11,2;0
18;5;0,6;0,3;9,4;0
22;5;0,4;0,3;11;0
21;21;0,3;0,9;17;0
45;24;0,8;1,4;15,3;0
44;9;6,5;0,5;9,9;0
21;7;8,9;0,4;7,4;0
23;8;11,9;0,2;3,9;0
9;5;11,5;0,3;4,6;0
11;1;14,9;0,2;2,8;0
11;4;14,7;0,2;2,9;0
