Fecha;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HT
03-08-2023 06:00;4,8;4;0,6;0;124;0;0,4;12,9;9,1;22,1;0;0;0;0
03-08-2023 07:00;9;9;0,9;0;131;0;1;42,3;15,3;57,6;0;0;0;0
03-08-2023 08:00;0;17;0;0;6;0;1,7;80,1;25;105,1;0;0;0;0
03-08-2023 09:00;0;17;0,6;0,1;216;0;1,5;60,8;32,6;93,4;0;0;0;0
03-08-2023 10:00;14,3;10;1,5;0;253;0;1;33,8;24,3;58,1;0;0;0;0
03-08-2023 11:00;14,9;8;1,6;0;249;0;0,6;14,6;13,6;28,2;0;0;0;0
03-08-2023 12:00;11,8;6;1,2;0;183;0;0,3;5,7;7,6;13,3;0;0;0;0
03-08-2023 13:00;26,3;5;0,9;0,9;120;0;0,4;6;7,6;13,6;0;0;0;0
03-08-2023 14:00;18,9;5;2,1;0,2;193;0;0,4;7;8,5;15,5;0;0;0;0
03-08-2023 15:00;13,7;3;2;0;94;0;0,3;4,5;5,3;9,8;0;0;0;0
03-08-2023 16:00;11,3;4;1,3;0;178;0;0,3;5,6;6,6;12,2;0;0;0;0
03-08-2023 17:00;8,2;6;0,8;0;119;0;0,3;5,2;7,7;12,9;0;0;0;0
03-08-2023 18:00;6;4;1;0;132;0;0,4;6,1;9,1;15,2;0;0;0;0
03-08-2023 19:00;6;6;1,3;0;83;0;0,8;16,5;14,5;31;0;0;0;0
03-08-2023 20:00;14,4;6;1,4;0;79;0;0,6;18;12,8;30,8;0;0;0;0
03-08-2023 21:00;11;7;1,6;0;84;0;0,5;12,5;11,7;24,2;0;0;0;0
03-08-2023 22:00;9;9;1,7;0;107;0;0,5;11,1;9,7;20,7;0;0;0;0
03-08-2023 23:00;6,9;5;1,3;0;130;0;0,5;13,7;9,2;22,9;0;0;0;0
03-08-2023 24:00;5,7;2;1,3;0;117;0;0,3;5,7;6,5;12,3;0;0;0;0
04-08-2023 01:00;0;6;0,6;0;141;0;0,3;4,5;6,6;11,1;0;0;0;0
04-08-2023 02:00;0;9;0,5;0;179;0;0,4;8,5;11,3;19,8;0;0;0;0
04-08-2023 03:00;8;8;0,6;0;132;0;0,3;5,9;8,9;14,7;0;0;0;0
04-08-2023 04:00;6,8;6;0,7;0;132;0;0,2;2,5;5,4;7,9;0;0;0;0
04-08-2023 05:00;9;4;1;0;125;0;0,2;2,5;4,4;6,8;0;0;0;0
04-08-2023 06:00;7,6;5;0,9;0;130;0;0,5;13,3;9,8;23;0;0;0;0
04-08-2023 07:00;7;7;0,9;0;127;0;0,8;25,4;13,4;38,8;0;0;0;0
04-08-2023 08:00;11,8;7;0,7;0;215;0;0,7;19,1;15,2;34,3;0;0;0;0
04-08-2023 09:00;14,5;10;0,7;0;222;0;0,6;15,6;17,3;33;0;0;0;0
04-08-2023 10:00;19;8;1,4;0;212;0;0,5;6,9;10;16,9;0;0;0;0
04-08-2023 11:00;13,5;6;3,7;0;200;0;0,5;4,3;6,8;11,1;0;0;0;0
04-08-2023 12:00;9,9;8;2,5;0;215;0;0,4;5,3;7,9;13,2;0;0;0;0
04-08-2023 13:00;10,1;5;0,8;0;155;0;0,3;4,5;5,9;10,4;0;0;0;0
04-08-2023 14:00;8,6;4;3,2;0;219;0;0,3;4,7;6,1;10,8;0;0;0;0
04-08-2023 15:00;11,4;6;3,7;0;205;0;0,4;4,8;7,3;12,1;0;0;0;0
04-08-2023 16:00;9;7;1,9;0;194;0;0,4;4,3;10;14,3;0;0;0;0
04-08-2023 17:00;6,9;5;2,7;0;193;0;0,5;8,5;11,6;20,1;0;0;0;0
04-08-2023 18:00;5,8;5;2;0;145;0;0,4;5,2;7,9;13,1;0;0;0;0
04-08-2023 19:00;10,9;7;1,8;0;105;0;0,4;3,5;6,5;10;0;0;0;0
04-08-2023 20:00;8,1;7;1,6;0;83;0;0,4;5,1;8,7;13,9;0;0;0;0
04-08-2023 21:00;0;8;0,3;0;136;0;0,8;18,9;18,2;37,1;0;0;0;0
04-08-2023 22:00;0;14;0,5;0;137;0;0,7;12,9;13,5;26,4;0;0;0;0
04-08-2023 23:00;8;8;1;0;105;0;0,4;5,1;8,4;13,5;0;0;0;0
04-08-2023 24:00;8,9;8;1,1;0;274;0;0,5;6,2;11,4;17,6;0;0;0;0
05-08-2023 01:00;12,4;7;0,5;1,7;276;0;0,4;4,1;11,9;16;0;0;0;0
05-08-2023 02:00;9,8;6;0,3;0,6;121;0;0,3;3,9;9,4;13,3;0;0;0;0
05-08-2023 03:00;9;9;0,6;0,2;153;0;0,3;3,5;7,5;11,1;0;0;0;0
05-08-2023 04:00;0;10;0,9;0;150;0;0,3;5;7,6;12,6;0;0;0;0
05-08-2023 05:00;0;5;0,4;0;155;0;0,3;5,7;9;14,7;0;0;0;0
05-08-2023 06:00;4,6;2;0,4;0;83;0;0,5;12,5;13,8;26,3;0;0;0;0
05-08-2023 07:00;0;12;1,6;0;96;0;0,8;23,8;18;41,8;0;0;0;0
05-08-2023 08:00;0;15;0,4;0;106;0;1,2;47,5;22,3;69,9;0;0;0;0
05-08-2023 09:00;12;12;1,6;0;312;0;1;32,1;25,9;58;0;0;0;0
05-08-2023 10:00;12,5;8;0,6;0;183;0;0,4;9,6;13,1;22,7;0;0;0;0
05-08-2023 11:00;9,7;7;1,2;0;230;0;0,3;4,7;6,7;11,4;0;0;0;0
05-08-2023 12:00;7,7;6;3;0;230;0;0,3;3,2;5;8,2;0;0;0;0
05-08-2023 13:00;17,5;3;3,7;0;218;0;0,3;4,4;5,6;9,9;0;0;0;0
05-08-2023 14:00;14,6;0;2,8;0;237;0;0,3;6;6,7;12,8;0;0;0;0
05-08-2023 15:00;10,8;5;2,6;0;232;0;0,3;5;5,8;10,8;0;0;0;0
05-08-2023 16:00;11;6;1,4;0;130;0;0,3;2,8;4,2;7;0;0;0;0
05-08-2023 17:00;7,8;6;0,4;0;236;0;0,3;4,1;6,3;10,5;0;0;0;0
05-08-2023 18:00;0;9;0,7;0;147;0;0,4;5,9;9,7;15,6;0;0;0;0
05-08-2023 19:00;0;6;1,3;0;80;0;0,4;7,1;10,1;17,3;0;0;0;0
05-08-2023 20:00;0;10;1,1;0;87;0;0,3;3,3;6,4;9,7;0;0;0;0
05-08-2023 21:00;0;6;1,5;0;81;0;0,4;5,3;7,9;13,2;0;0;0;0
05-08-2023 22:00;4;4;1,4;0;177;0;0,3;4,2;7,8;12;0;0;0;0
05-08-2023 23:00;3,3;3;1,1;0;213;0;0,3;3;6,7;9,7;0;0;0;0
05-08-2023 24:00;3,1;1;0,9;0;125;0;0,4;4,8;7,4;12,3;0;0;0;0
06-08-2023 01:00;2,9;2;0,5;0;150;0;0,4;4,7;7,5;12,2;0;0;0;0
06-08-2023 02:00;5,8;3;0,6;0;117;0;0,4;5,1;7,4;12,4;0;0;0;0
06-08-2023 03:00;5,3;4;0,7;0;167;0;0,3;4,9;7,6;12,5;0;0;0;0
06-08-2023 04:00;5,5;5;0,3;0;116;0;0,4;5,6;8,6;14,2;0;0;0;0
06-08-2023 05:00;5,2;3;0,4;0;126;0;0,3;4,4;6;10,4;0;0;0;0
06-08-2023 06:00;5,1;2;0,4;0;119;0;0,4;8,1;7,3;15,4;0;0;0;0
06-08-2023 07:00;5;2;0,4;0,1;143;0;0,5;10,2;9,3;19,4;0;0;0;0
06-08-2023 08:00;6;6;0,3;0,1;136;0;0,6;12,1;15;27;0;0;0;0
06-08-2023 09:00;0;11;0,8;0,1;306;0;0,7;16,6;18,3;34,9;0;0;0;0
06-08-2023 10:00;0;13;0,4;0,3;276;0;0,6;15,6;18,4;34;0;0;0;0
06-08-2023 11:00;0;7;1,1;0;211;0;0,4;8,7;10,1;18,9;0;0;0;0
06-08-2023 12:00;5,8;5;2,9;0;223;0;0,2;1,9;3,4;5,3;0;0;0;0
06-08-2023 13:00;7,8;4;3,2;0;215;0;0,2;1,9;3,4;5,2;0;0;0;0
06-08-2023 14:00;9,2;2;2,2;0;206;0;0,2;1,9;3,6;5,5;0;0;0;0
06-08-2023 15:00;10,8;1;1,8;0;216;0;0,3;3,8;4,8;8,6;0;0;0;0
06-08-2023 16:00;9,4;3;0,5;1;220;0;0,3;4,9;6,7;11,6;0;0;0;0
06-08-2023 17:00;8;7;0,2;0,3;97;0;0,5;8,3;10,2;18,6;0;0;0;0
06-08-2023 18:00;0;11;1,1;0;82;0;0,5;6,9;9,5;16,4;0;0;0;0
06-08-2023 19:00;0;8;2,1;0;89;0;0,4;6,3;7,8;14,1;0;0;0;0
06-08-2023 20:00;0;7;2,4;0;91;0;0,4;7,4;7,5;14,9;0;0;0;0
06-08-2023 21:00;0;7;1,4;0;92;0;0,4;7;7,2;14,1;0;0;0;0
06-08-2023 22:00;0;7;0,9;0;123;0;0,4;8,9;7,2;16;0;0;0;0
06-08-2023 23:00;0;6;0,7;0;125;0;0,4;6,4;8;14,5;0;0;0;0
06-08-2023 24:00;0;5;0,4;0,5;72;0;0,4;5,4;8,9;14,3;0;0;0;0
07-08-2023 01:00;0;8;0,3;0;52;0;0,5;6;14;20;0;0;0;0
07-08-2023 02:00;0;10;0,3;0;52;0;0,5;4;13;17;0;0;0;0
07-08-2023 03:00;0;6;0,3;0,1;129;0;0,4;3,9;9,7;13,6;0;0;0;0
07-08-2023 04:00;0;10;0,5;0;173;0;0,3;2,9;7,1;10;0;0;0;0
07-08-2023 05:00;0;9;0,4;0;170;0;0,3;3,9;7,1;11;0;0;0;0
07-08-2023 06:00;0;11;0,3;0;168;0;0,5;10,5;12;22,5;0;0;0;0
07-08-2023 07:00;0;10;0,3;0;173;0;0,5;14,3;11,8;26,1;0;0;0;0
07-08-2023 08:00;0;10;0,6;0;264;0;0,5;13,9;13,3;27,1;0;0;0;0
07-08-2023 09:00;0;9;2,3;0;271;0;0,5;12,2;12,9;25;0;0;0;0
07-08-2023 10:00;0;11;1,9;0;260;0;0,4;7,8;8;15,8;0;0;0;0
07-08-2023 11:00;8;8;1;0,4;238;0;0,3;4,5;4,8;9,2;0;0;0;0
07-08-2023 12:00;8;6;0,8;0;233;0;0,3;3,6;4,5;8,1;0;0;0;0
07-08-2023 13:00;6,2;4;3,7;0;199;0;0,2;2,1;3;5,1;0;0;0;0
07-08-2023 14:00;7,5;1;5;0;206;0;0,2;2,5;3,3;5,8;0;0;0;0
07-08-2023 15:00;7,2;6;5,1;0;205;0;0,2;3,3;3,8;7,1;0;0;0;0
07-08-2023 16:00;5,3;5;4,8;0;202;0;0,2;4,4;4,4;8,8;0;0;0;0
07-08-2023 17:00;4,5;3;4,4;0;214;0;0,2;3,4;4,1;7,4;0;0;0;0
07-08-2023 18:00;6;6;1,7;0;150;0;0,2;4,2;4,9;9,1;0;0;0;0
07-08-2023 19:00;0;8;1,8;0;288;0;0,3;8,6;10,3;19;0;0;0;0
07-08-2023 20:00;0;5;0,5;0;136;0;0,4;15,2;11,4;26,6;0;0;0;0
07-08-2023 21:00;0;5;0,7;0;99;0;0,4;23,7;14,3;38,1;0;0;0;0
07-08-2023 22:00;0;10;0,9;0;100;0;0,5;33,2;16,7;49,9;0;0;0;0
07-08-2023 23:00;0;10;0,6;0;123;0;0,6;23,1;16,5;39,6;0;0;0;0
07-08-2023 24:00;0;11;0,9;0;100;0;0,3;3,9;5,4;9,3;0;0;0;0
08-08-2023 01:00;8,3;8;0,8;0;124;0;0,3;1,7;4,1;5,8;0;0;0;0
08-08-2023 02:00;8;8;1,2;0;111;0;0,2;1,4;2,8;4,2;0;0;0;0
08-08-2023 03:00;5,7;5;1,6;0;101;0;0,2;0,6;2,2;2,8;0;0;0;0
08-08-2023 04:00;4,7;4;2,5;0;96;0;0,2;0,5;1,9;2,4;0;0;0;0
08-08-2023 05:00;5,4;4;1,4;0;105;0;0,2;1,2;3,4;4,6;0;0;0;0
08-08-2023 06:00;0;11;1,2;0;130;0;0,4;6,1;8,1;14,2;0;0;0;0
08-08-2023 07:00;0;10;0,6;0;131;0;0,9;28,3;17,7;46,1;0;0;0;0
08-08-2023 08:00;8,1;7;0,3;0;76;0;0,9;23,9;17,6;41,4;0;0;0;0
08-08-2023 09:00;7;5;3,2;0;286;0;0,4;9,4;10,3;19,7;0;0;0;0
08-08-2023 10:00;12;5;2,2;0;250;0;0,3;6,4;7,1;13,5;0;0;0;0
08-08-2023 11:00;9,2;7;3,1;0;241;0;0,4;5,5;7;12,5;0;0;0;0
08-08-2023 12:00;6,8;5;2,4;0;259;0;0,3;5,5;6,5;12;0;0;0;0
08-08-2023 13:00;11,3;3;5,7;0;207;0;0,3;3,6;4,7;8,3;0;0;0;0
08-08-2023 14:00;10,9;4;4,3;0;213;0;0,3;4,3;5,4;9,7;0;0;0;0
08-08-2023 15:00;8;4;2,1;0;202;0;0,3;4,1;6,3;10,4;0;0;0;0
08-08-2023 16:00;6,6;6;0,9;0;170;0;0,4;4,3;7,3;11,6;0;0;0;0
08-08-2023 17:00;0;8;0,8;0;94;0;0,4;4,4;6,8;11,1;0;0;0;0
08-08-2023 18:00;0;6;1,1;0;104;0;0,5;5,7;9,6;15,3;0;0;0;0
08-08-2023 19:00;0;5;2,3;0;85;0;0,9;14,2;15,6;29,8;0;0;0;0
08-08-2023 20:00;0;7;2,3;0;82;0;0,6;9,7;12,7;22,3;0;0;0;0
08-08-2023 21:00;6;6;1,3;0;95;0;0,5;7,5;11,5;19;0;0;0;0
08-08-2023 22:00;15,5;5;1,3;0;101;0;0,5;7;10,2;17,2;0;0;0;0
08-08-2023 23:00;11,1;5;1;0;95;0;0,5;6,4;9,9;16,4;0;0;0;0
08-08-2023 24:00;7,9;6;1,2;0,3;104;0;0,3;2,4;5,3;7,7;0;0;0;0
09-08-2023 01:00;5,8;4;0,8;0,1;131;0;0,3;1,1;3,1;4,2;0;0;0;0
09-08-2023 02:00;6,7;6;0,8;0;128;0;0,3;2,8;4;6,8;0;0;0;0
09-08-2023 03:00;5,5;2;0,7;0;150;0;0,2;1,7;3,4;5,1;0;0;0;0
09-08-2023 04:00;5;0;0,7;0;123;0;0,3;2,6;5;7,6;0;0;0;0
09-08-2023 05:00;8;8;0,3;0;143;0;0,4;11,4;17,1;28,5;0;0;0;0
09-08-2023 06:00;0;16;0,5;0;144;0;0,7;24,2;17,7;41,9;0;0;0;0
09-08-2023 07:00;0;16;0,3;0;121;0;0,9;34,1;14,5;48,6;0;0;0;0
09-08-2023 08:00;0;15;1;1,2;151;0;1,2;45;17,2;62,1;0;0;0;0
09-08-2023 09:00;0;22;0,2;1;68;0;1,3;59,5;23,7;83,1;0;0;0;0
09-08-2023 10:00;11,4;8;0,3;0,1;274;0;1;35,6;26,2;61,8;0;0;0;0
09-08-2023 11:00;13,8;6;1,6;0;93;0;0;0;0;0;0;0;0;0
09-08-2023 12:00;15,5;3;1,9;0,6;104;0;0;0;0;0;0;0;0;0
09-08-2023 13:00;24;2;1,7;0;91;0;0,3;3,5;4,6;8;0;0;0;0
09-08-2023 14:00;17,6;2;1,5;0;76;0;0,3;5,2;6,5;11,7;0;0;0;0
09-08-2023 15:00;13,2;4;1,6;0;209;0;0,3;5,5;7,2;12,7;0;0;0;0
09-08-2023 16:00;18,1;4;1,2;0;222;0;0,4;6,1;8,5;14,5;0;0;0;0
09-08-2023 17:00;13,2;1;1,7;0;91;0;0,3;4,7;6,7;11,4;0;0;0;0
09-08-2023 18:00;10;4;1,5;0;93;0;0,5;6,8;10,3;17,1;0;0;0;0
09-08-2023 19:00;7,4;3;3,6;0;94;0;0,5;6,5;9,6;16;0;0;0;0
09-08-2023 20:00;7;7;1,1;0;131;0;0,6;14,6;14,9;29,5;0;0;0;0
09-08-2023 21:00;0;7;1,4;0;138;0;0,6;14,7;13,1;27,9;0;0;0;0
09-08-2023 22:00;0;7;0,9;0;101;0;0,5;8,5;10,4;19;0;0;0;0
09-08-2023 23:00;0;8;0,8;0;133;0;0,5;11,6;12,3;23,9;0;0;0;0
09-08-2023 24:00;6,2;5;1;0;142;0;0,4;6,7;8,6;15,3;0;0;0;0
10-08-2023 01:00;5,3;3;1,2;0;149;0;0,4;4;7,3;11,4;0;0;0;0
10-08-2023 02:00;7;7;1;0;131;0;0,4;3,1;10,1;13,2;0;0;0;0
10-08-2023 03:00;5;5;1;0;141;0;0,3;2,6;9,7;12,2;0;0;0;0
10-08-2023 04:00;7;1;0,7;0;147;0;0,3;2,2;5,1;7,3;0;0;0;0
10-08-2023 05:00;6,4;5;0,5;0;138;0;0,3;7,4;8;15,4;0;0;0;0
10-08-2023 06:00;6,1;4;0,4;0;150;0;0,6;19,8;12,3;32,1;0;0;0;0
10-08-2023 07:00;0;15;0,7;0;127;0;1,1;46;17,1;63,1;0;0;0;0
10-08-2023 08:00;0;16;0,5;0;132;0;1,5;64,4;19,9;84,3;0;0;0;0
10-08-2023 09:00;0;28;1,2;0;83;0;1,7;69,8;44,3;114,1;0;0;0;0
10-08-2023 10:00;0;34;1,7;0;89;0;1,5;52;51,3;103,3;0;0;0;0
10-08-2023 11:00;27,9;24;0,2;0;79;0;1,1;28,8;40,4;69,3;0;0;0;0
10-08-2023 12:00;28,8;7;1,4;0;86;0;0,5;8,7;12,3;21,1;0;0;0;0
10-08-2023 13:00;37,8;3;3,2;0;86;0;0,3;3,4;5,1;8,6;0;0;0;0
10-08-2023 14:00;37;37;2,4;0;325;0;1;10,7;31,4;42,1;0;0;0;0
10-08-2023 15:00;38,3;29;1,6;0;303;0;0,9;9,2;35;44,2;0;0;0;0
10-08-2023 16:00;39,9;28;2;0;306;0;1;14,4;35,3;49,7;0;0;0;0
10-08-2023 17:00;38,1;24;2,1;0;324;0;1,1;20,5;36,4;57;0;0;0;0
10-08-2023 18:00;45,1;27;0,7;0;87;0;1,1;14,8;34,4;49,2;0;0;0;0
10-08-2023 19:00;41,7;2;0,8;0;87;0;0,4;3,4;7,5;10,9;0;0;0;0
10-08-2023 20:00;31,1;11;1,8;0;243;0;0,4;4;8,1;12,1;0;0;0;0
10-08-2023 21:00;26,9;9;1;0;248;0;0,5;5,7;13,7;19,4;0;0;0;0
10-08-2023 22:00;19,2;4;0,4;0;129;0;0,5;4,9;10,9;15,8;0;0;0;0
10-08-2023 23:00;20,9;6;0,3;0;229;0;0,6;5,3;12,6;17,9;0;0;0;0
10-08-2023 24:00;15;6;0,4;0;259;0;0,6;5;14;19;0;0;0;0
11-08-2023 01:00;13,3;12;0,6;1,8;185;0;0,5;4;10,5;14,5;0;0;0;0
11-08-2023 02:00;17;6;0,2;1,5;166;0;0,4;1,9;8,3;10,2;0;0;0;0
11-08-2023 03:00;13,4;4;0,3;0;127;0;0,4;2;8,5;10,4;0;0;0;0
11-08-2023 04:00;9,5;7;0,9;0;92;0;0,3;2,8;7,5;10,3;0;0;0;0
11-08-2023 05:00;7,6;5;0,8;0,1;111;0;0,3;1,9;6,7;8,7;0;0;0;0
11-08-2023 06:00;7;7;0,6;0,6;126;0;0,4;9,9;10,7;20,6;0;0;0;0
11-08-2023 07:00;10,2;9;0,2;0;132;0;0,9;31;17,6;48,6;0;0;0;0
11-08-2023 08:00;10;10;0,4;0;88;0;1,5;61,6;28;89,5;0;0;0;0
11-08-2023 09:00;0;20;0,1;0;284;0;1,5;55,9;29,1;85;0;0;0;0
11-08-2023 10:00;0;14;2,3;0;266;0;0,7;22;17,3;39,3;0;0;0;0
11-08-2023 11:00;14,7;5;2,7;0,2;207;0;0,4;6,7;7,2;13,9;0;0;0;0
11-08-2023 12:00;11,9;1;1,8;0;207;0;0,4;6,4;7;13,4;0;0;0;0
11-08-2023 13:00;19,3;6;2,9;0;217;0;0,4;8,4;8,3;16,6;0;0;0;0
11-08-2023 14:00;15,2;4;2,1;0,1;195;0;0,3;5,1;6,3;11,3;0;0;0;0
11-08-2023 15:00;12,8;4;2,8;0;198;0;0,3;4,9;6,8;11,7;0;0;0;0
11-08-2023 16:00;12;3;1,8;0;202;0;0,4;6,2;8,7;14,9;0;0;0;0
11-08-2023 17:00;14,6;3;0,9;0;103;0;0,5;7,2;9,7;16,9;0;0;0;0
11-08-2023 18:00;11,6;4;1,4;0;101;0;0,5;5,9;9,5;15,4;0;0;0;0
11-08-2023 19:00;8,8;3;1,4;0;97;0;0,7;11,3;12,9;24,2;0;0;0;0
11-08-2023 20:00;8;8;1,2;0;129;0;0,5;10;12,3;22,3;0;0;0;0
11-08-2023 21:00;0;9;1,3;0;96;0;0,7;16,7;14;30,6;0;0;0;0
11-08-2023 22:00;0;7;1;0;124;0;0,5;14,5;11,3;25,8;0;0;0;0
11-08-2023 23:00;0;5;1,2;0;143;0;0,6;12,5;10,7;23,2;0;0;0;0
11-08-2023 24:00;8,7;3;1;0;140;0;0,4;5,9;9,9;15,7;0;0;0;0
12-08-2023 01:00;7,3;2;1,1;0;130;0;0,3;3,8;7,1;10,9;0;0;0;0
12-08-2023 02:00;6,6;2;0,7;0;135;0;0,4;8,2;7,6;15,8;0;0;0;0
12-08-2023 03:00;7,7;2;0,9;0;123;0;0,4;10,2;8,6;18,8;0;0;0;0
12-08-2023 04:00;6,3;2;1;0;144;0;0,5;13,4;14,8;28,2;0;0;0;0
12-08-2023 05:00;5,7;3;0,7;0;149;0;0,5;10,4;12;22,5;0;0;0;0
12-08-2023 06:00;9,2;7;0,8;0;147;0;0,6;15;9,1;24,1;0;0;0;0
12-08-2023 07:00;7,8;6;0,5;0;141;0;0,9;27,6;12,4;40;0;0;0;0
12-08-2023 08:00;0;14;0,5;0;156;0;1,2;45,6;18,4;64,1;0;0;0;0
12-08-2023 09:00;17;17;0,6;0;220;0;1,3;48,5;32,4;80,9;0;0;0;0
12-08-2023 10:00;19,9;7;1,3;0;94;0;0,5;11,3;11,5;22,8;0;0;0;0
12-08-2023 11:00;20,5;5;2,1;0;105;0;0,4;3,1;4,7;7,7;0;0;0;0
12-08-2023 12:00;17,3;3;1,6;0;187;0;0,6;5,6;7,2;12,8;0;0;0;0
12-08-2023 13:00;19,8;4;4,2;0,1;92;0;0,4;2,8;4,1;7;0;0;0;0
12-08-2023 14:00;15;3;2,6;0,1;117;0;0,3;2;3,3;5,3;0;0;0;0
12-08-2023 15:00;11,1;3;1;0;252;0;0,4;4;5,7;9,7;0;0;0;0
12-08-2023 16:00;9,2;4;2,1;0;66;0;0,3;3,5;5,5;9;0;0;0;0
12-08-2023 17:00;6,8;6;2,7;0;93;0;0,4;3,3;6,2;9,5;0;0;0;0
12-08-2023 18:00;6,2;6;1,8;0;109;0;0,3;2,5;5;7,5;0;0;0;0
12-08-2023 19:00;6,3;6;1,6;0;223;0;0,4;2,8;8,2;10,9;0;0;0;0
12-08-2023 20:00;0;17;0,8;0;111;0;0,6;10,7;13,7;24,4;0;0;0;0
12-08-2023 21:00;0;10;0,8;0;114;0;0,6;10,6;11,8;22,4;0;0;0;0
12-08-2023 22:00;8;8;0,5;0;344;0;0,6;10,3;15,2;25,5;0;0;0;0
12-08-2023 23:00;5;5;1,9;0;77;0;0,3;2,3;4,7;7;0;0;0;0
12-08-2023 24:00;5,5;1;1,6;0;79;0;0,3;1,8;4,7;6,5;0;0;0;0
13-08-2023 01:00;4,6;0;1,9;0;79;0;0,3;0,9;3,5;4,3;0;0;0;0
13-08-2023 02:00;3,9;1;0,7;0;57;0;0,3;1,7;7,1;8,8;0;0;0;0
13-08-2023 03:00;0;7;1;0;17;0;0,3;1,6;8,9;10,5;0;0;0;0
13-08-2023 04:00;5;5;0,6;0;140;0;0,4;2,8;11,1;13,9;0;0;0;0
13-08-2023 05:00;5,4;0;0,6;0;157;0;0,4;4,2;7,8;12;0;0;0;0
13-08-2023 06:00;4,7;3;0,5;0;144;0;0,5;5,8;8,9;14,7;0;0;0;0
13-08-2023 07:00;5;5;0,3;0;147;0;0,9;15,6;15,3;30,9;0;0;0;0
13-08-2023 08:00;5,9;4;1,8;0;269;0;0,5;5,9;12;17,8;0;0;0;0
13-08-2023 09:00;5,7;4;1,1;0;235;0;0,3;4;6,8;10,8;0;0;0;0
13-08-2023 10:00;5,3;4;1,7;0;245;0;0,3;1,7;3,8;5,5;0;0;0;0
13-08-2023 11:00;5,3;4;3;0;243;0;0,3;2,6;4,6;7,2;0;0;0;0
13-08-2023 12:00;5,3;5;3,4;0;222;0;0,3;2,3;3,9;6,2;0;0;0;0
13-08-2023 13:00;5,4;2;4,4;0;214;0;0,3;1,3;2,9;4,2;0;0;0;0
13-08-2023 14:00;5,6;0;3,5;0;242;0;0,4;3,5;5,6;9,1;0;0;0;0
13-08-2023 15:00;8,5;6;3;0;238;0;0,4;3,5;6;9,5;0;0;0;0
13-08-2023 16:00;7,7;5;2,6;0;243;0;0,4;2,3;5,5;7,8;0;0;0;0
13-08-2023 17:00;7,2;6;0,7;0;113;0;0,4;2,6;6,2;8,8;0;0;0;0
13-08-2023 18:00;9;9;0,4;0;113;0;0,4;3,3;7,4;10,8;0;0;0;0
13-08-2023 19:00;0;6;1,1;0;145;0;0,6;6,1;9,8;15,9;0;0;0;0
13-08-2023 20:00;0;5;2,2;0;90;0;0,4;3,9;6,6;10,5;0;0;0;0
13-08-2023 21:00;0;7;1,3;0;173;0;0,4;3,3;8;11,3;0;0;0;0
13-08-2023 22:00;0;7;1,4;0;106;0;0,5;5,2;8,2;13,4;0;0;0;0
13-08-2023 23:00;0;4;1,3;0;87;0;0,4;2,4;5,7;8,1;0;0;0;0
13-08-2023 24:00;0;8;1,3;0;109;0;0,4;1,2;3,9;5,2;0;0;0;0
14-08-2023 01:00;5;5;0,4;0;136;0;0,3;2,1;4,4;6,5;0;0;0;0
14-08-2023 02:00;7,1;2;0,9;0;120;0;0,2;1,2;3,2;4,4;0;0;0;0
14-08-2023 03:00;6,7;0;1,5;0;99;0;0,2;0,9;2,9;3,8;0;0;0;0
14-08-2023 04:00;6,1;0;1,1;0;112;0;0,2;1,7;3,1;4,8;0;0;0;0
14-08-2023 05:00;5,6;1;1,2;0;147;0;0,2;3,4;4,9;8,3;0;0;0;0
14-08-2023 06:00;0;11;1;0;138;0;0,4;9,8;8,4;18,2;0;0;0;0
14-08-2023 07:00;0;11;0,8;0;157;0;1;39,6;15,2;54,8;0;0;0;0
14-08-2023 08:00;0;18;0,5;0;156;0;2;86,2;25,5;111,7;0;0;0;0
14-08-2023 09:00;19;19;2;0;265;0;1,1;40,4;24;64,4;0;0;0;0
14-08-2023 10:00;18,3;6;2,9;0;243;0;0,4;8,6;8,8;17,4;0;0;0;0
14-08-2023 11:00;16,5;6;2,2;0;215;0;0,3;5,4;7;12,5;0;0;0;0
14-08-2023 12:00;12,4;7;0,9;0;237;0;0,4;5,9;7,8;13,7;0;0;0;0
14-08-2023 13:00;19,6;6;0,8;0;255;0;0,4;6,9;8,2;15,1;0;0;0;0
14-08-2023 14:00;14,1;6;0,9;0;160;0;0,3;4,7;6,6;11,4;0;0;0;0
14-08-2023 15:00;10,8;7;1,6;0;99;0;0,3;3,7;5,3;9;0;0;0;0
14-08-2023 16:00;15,4;6;1,3;0;106;0;0,4;5,4;7,4;12,8;0;0;0;0
14-08-2023 17:00;0;110;1,8;0;291;0;1,2;13,2;34,7;47,9;0;0;0;0
14-08-2023 18:00;46;46;2,5;0;271;0;1,5;18,8;39,2;58;0;0;0;0
14-08-2023 19:00;46,8;33;1;0;260;0;1,3;18,8;31,5;50,2;0;0;0;0
14-08-2023 20:00;44;6;1,5;0;99;0;0,6;12;12,5;24,5;0;0;0;0
14-08-2023 21:00;37,5;7;2,1;0,3;89;0;0,5;8,3;9,3;17,6;0;0;0;0
14-08-2023 22:00;27;6;0,7;3,5;90;0;0,5;10,1;12,3;22,5;0;0;0;0
14-08-2023 23:00;29,2;6;1,2;0,8;113;0;0,6;11,6;12,6;24,2;0;0;0;0
