Fecha ;PM10;PM2-5;Velo-viento;Precipitacion;Direccion ;O3;CO;NO;NO2;NOX;SO2;Temperatura ;Radicacion ;HT;Radicacion ;HT
1/01/2023 1:00;47;37;1;0;184;25,9;0,4;0,5;11,5;12;0,6;12,1;0;0;;
1/01/2023 2:00;28,8;27;0,1;0;240;17,8;0,5;1,4;13,9;15,3;0,8;11,8;0;0;;
1/01/2023 3:00;37;29;0,7;0;298;24,5;0,4;0,4;12,1;12,5;0,7;11,7;0;0;;
1/01/2023 4:00;43,3;33;0,4;0;305;11,8;0,5;1,9;13,2;15,1;0,6;11,4;0;0;;
1/01/2023 5:00;40,2;30;0,5;0;184;10,3;0,5;1,9;12,9;14,9;0,7;11,4;0;0;;
1/01/2023 6:00;42,4;41;0,6;0;315;12;0,5;1,2;14,4;15,6;0,9;11,4;0;0;;
1/01/2023 7:00;42,7;37;0,8;0;117;7,4;0,6;8,5;11,9;20,5;0,8;10,8;0;0;;
1/01/2023 8:00;40,7;28;1,1;0;233;21,7;0,3;2,3;6,7;9;0,7;12,4;0;0;;
1/01/2023 9:00;24,4;16;1;0;333;31,1;0,3;1,9;5,1;7;0,5;16,2;0;0;;
1/01/2023 10:00;24,4;23;0,2;0;71;37;0,2;0,5;2,7;3,1;0,6;17,3;0;0;;
1/01/2023 11:00;21,2;18;2,2;0;119;35,5;0,2;0,5;2,3;2,8;0,5;16,8;0;0;;
1/01/2023 12:00;16,6;2;2,3;0;132;35,6;0,2;0,3;2;2,4;0,7;18,4;0;0;;
1/01/2023 13:00;17,1;6;2;0;151;35,9;0,2;0,7;2,1;2,8;0,6;20,1;0;0;;
1/01/2023 14:00;13,4;8;1,6;0;330;40,1;0,2;0,4;2,2;2,6;0,6;21,1;0;0;;
1/01/2023 15:00;16,5;11;1,5;0;265;58,8;0,3;0,6;5,7;6,2;0,8;18,3;0;0;;
1/01/2023 16:00;41,6;28;1,7;0,3;229;53,7;0,3;0,5;5,3;5,8;0,9;16,6;0;0;;
1/01/2023 17:00;33,4;27;2;10;138;40,3;0,5;1,2;10,3;11,5;0,9;12,9;0;0;;
1/01/2023 18:00;38;38;0,9;7,7;101;31,9;0,5;1;13,1;14,1;0,8;12,9;0;0;;
1/01/2023 19:00;32,2;32;1;7,7;187;27,2;0,5;0,6;11,9;12,5;0,7;12,2;0;0;;
1/01/2023 20:00;30,5;20;0,3;10,9;337;22,7;0,5;1,5;15,3;16,8;0,6;11,9;0;0;;
1/01/2023 21:00;21;16;0,8;2,2;115;24,9;0,4;1,4;10,5;12;0,5;11,2;0;0;;
1/01/2023 22:00;0;17;0,9;0,6;239;28,2;0,3;0,9;8,4;9,4;0,5;11,1;0;0;;
1/01/2023 23:00;10;10;0,9;0,2;136;22,2;0,3;0,9;8,1;8,9;0,6;10,8;0;0;;
2/01/2023 0:00;22;11;0,5;0;133;20;0,3;0,6;6,9;7,5;0,5;10,8;0;0;;
2/01/2023 1:00;10;10;1,3;0;119;25,8;0,2;0,3;2,8;3;0,6;11,1;0;0;;
2/01/2023 2:00;9;9;0,9;0;110;23,6;0,2;0,3;2,5;2,7;0,7;11,1;0;0;;
2/01/2023 3:00;9,2;7;1;0,1;111;16,5;0,2;0,6;3,5;4,1;0,6;10,7;0;0;;
2/01/2023 4:00;9,9;3;0,7;0;118;10,6;0,3;1,5;4,9;6,4;0,7;10,6;0;0;;
2/01/2023 5:00;9,6;1;0,8;0;118;7,1;0,3;5,5;7,5;13;0,7;10,5;0;0;;
2/01/2023 6:00;8,5;2;0,7;0;119;2,5;0,5;21;11,8;32,8;1;10,4;0;0;;
2/01/2023 7:00;19,8;6;0,9;0;2;3,1;0,5;14,6;12,7;27,3;0,9;10,8;0;0;;
2/01/2023 8:00;18,8;9;0,6;0;317;6,6;0,5;11,3;10,9;22,1;0,8;12,2;0;0;;
2/01/2023 9:00;20,3;7;0,9;0;338;13,4;0,5;11,2;12,8;24;0,7;13,4;0;0;;
2/01/2023 10:00;22,3;10;0,7;0;124;16,5;0,4;11,5;11,3;22,8;0,8;14,3;0;0;;
2/01/2023 11:00;24,5;13;1,4;0;129;26,5;0,4;6,3;9;15,3;0,8;15,6;0;0;;
2/01/2023 12:00;20,3;13;1,3;0;88;40,3;0,3;2,9;5,7;8,6;0,6;18,2;0;0;;
2/01/2023 13:00;19;19;0,6;0;265;56,8;0,3;2,2;8;10,2;0,5;19,4;0;0;;
2/01/2023 14:00;24;12;1,5;0;265;52,5;0,3;1,6;8,1;9,8;0,8;17,7;0;0;;
2/01/2023 15:00;32;10;1,7;0;255;44,3;0,3;1;7,5;8,5;1;16,4;0;0;;
2/01/2023 16:00;35,8;11;1,9;4;158;31,1;0,5;2,8;14,6;17,4;0,9;13,2;0;0;;
2/01/2023 17:00;21,7;16;1,9;1,3;120;28;0,6;4,6;14,4;19;0,8;13;0;0;;
2/01/2023 18:00;17,5;16;1;0,6;96;14,6;0,7;10,3;18,5;28,8;1;13,1;0;0;;
2/01/2023 19:00;21,2;15;0,7;0,2;113;18,1;0,5;5,2;14,9;20,1;0,6;12,2;0;0;;
2/01/2023 20:00;17,6;14;0,5;0;20;4;0,7;8,1;26,7;34,9;0,9;12;0;0;;
2/01/2023 21:00;21,5;15;0,8;0,1;113;3,2;0,8;12,1;23,9;36;1;11,9;0;0;;
2/01/2023 22:00;15;15;0,5;0;75;8,3;0,6;5,6;16,9;22,5;0,8;11,6;0;0;;
2/01/2023 23:00;27,8;19;0,6;0;62;11,4;0,5;8,4;13,9;22,3;0,7;11,4;0;0;;
3/01/2023 0:00;19;19;0,7;0;2;1,4;0,6;12,6;22,4;35;0,5;11,6;0;0;;
3/01/2023 1:00;20,7;16;0,8;0;100;4,1;0,5;3,5;15,6;19,1;0,6;11,4;0;0;;
3/01/2023 2:00;28,6;9;0,8;0;125;9,5;0,4;1,2;10;11,1;0,7;11,2;0;0;;
3/01/2023 3:00;20,3;11;0,4;0;46;6,7;0,4;3,6;12;15,6;0,8;11,1;0;0;;
3/01/2023 4:00;18,7;14;0,5;0;43;0,8;0,5;9,1;16,7;25,8;0,9;11,2;0;0;;
3/01/2023 5:00;16,3;14;0,6;0;43;0,8;0,5;10,2;17,2;27,4;1;11,3;0;0;;
3/01/2023 6:00;31,3;12;0,4;0;22;0,6;0,6;19,5;19;38,4;1,1;11,1;0;0;;
3/01/2023 7:00;23;23;0,5;0;119;1,4;1;45,1;15,9;61;1,5;10,5;0;0;;
3/01/2023 8:00;34,7;23;0,5;0;13;2,6;0,8;38,8;18,5;57,3;1,6;11,8;0;0;;
3/01/2023 9:00;35,9;28;1;0;171;13,6;0,7;23,1;16,8;39,9;1,4;14,6;0;0;;
3/01/2023 10:00;38,1;29;1,1;0;268;22,1;0,8;19,3;20,1;39,4;1,3;16,7;0;0;;
3/01/2023 11:00;33,2;25;1,3;0;222;40;0,5;8,8;14,7;23,6;1,1;18,9;0;0;;
3/01/2023 12:00;25,6;21;1,4;0;262;44,6;0,4;5,1;13,4;18,5;1;18,2;0;0;;
3/01/2023 13:00;22,7;11;1,8;0;343;36,1;0,3;3,4;8,3;11,7;0,9;16,7;0;0;;
3/01/2023 14:00;17;10;1,6;0;10;32,4;0,3;4,4;8,6;13;1;17;0;0;;
3/01/2023 15:00;11,2;10;1,2;2,6;103;32,7;0,3;3,6;8,8;12,4;1;16;0;0;;
3/01/2023 16:00;20,4;4;3;23,9;121;27,4;0,3;4,5;8;12,4;0,7;11,7;0;0;;
3/01/2023 17:00;15,8;5;1,2;11,2;50;19,8;0,5;8,4;13,7;22,1;1;11,5;0;0;;
3/01/2023 18:00;15;15;0,8;1,6;39;20,2;0,5;5;12,2;17,3;0,7;11,1;0;0;;
3/01/2023 19:00;11,7;5;0,7;0,3;172;7;0,8;20,5;20;40,5;1,1;10,6;0;0;;
3/01/2023 20:00;7,7;7;0,7;0;135;1,4;1;30,3;21,2;51,4;1;10,5;0;0;;
3/01/2023 21:00;10;10;1;0;115;6,2;0,6;13,9;16,5;30,4;0,9;10,2;0;0;;
3/01/2023 22:00;9;9;0,7;0,1;137;3,5;0,8;23,8;16,6;40,4;1,1;10,4;0;0;;
3/01/2023 23:00;11,7;10;0,7;0;137;2;0,8;18,2;16,4;34,5;0,9;10,5;0;0;;
4/01/2023 0:00;21,7;11;0,8;0;137;3,1;0,6;8,2;16;24,2;0,8;10,4;0;0;;
4/01/2023 1:00;13,9;11;0,3;0;45;0,6;0,6;11,5;16,7;28,2;0,9;10,3;0;0;;
4/01/2023 2:00;26,4;11;0,6;0;25;0,3;0,6;18,4;16,6;35;1;10,6;0;0;;
4/01/2023 3:00;22;12;0,6;0;35;0,7;0,5;11,4;16,3;27,7;0,8;10,7;0;0;;
4/01/2023 4:00;24,1;15;0,5;0;352;2;0,3;7;13,7;20,7;0,8;10,5;0;0;;
4/01/2023 5:00;15,1;9;0,8;0;97;0,6;0,3;9,9;14,2;24,1;0,8;10,3;0;0;;
4/01/2023 6:00;13,1;10;0,4;0;95;0,5;0,6;27;14,5;41,5;1,1;9,9;0;0;;
4/01/2023 7:00;19;11;0,4;0;356;0,6;0,9;43,8;21,9;65,7;1,6;10,4;0;0;;
4/01/2023 8:00;31,2;18;0,3;0;44;2,2;0,8;43,3;18,1;61,5;1,7;11,7;0;0;;
4/01/2023 9:00;36,4;23;0,1;0;100;14,7;0,7;24;17,9;41,9;1,1;15,4;0;0;;
4/01/2023 10:00;32,7;20;1,1;0;356;26,3;0,4;9,7;11,6;21,3;0,6;16,8;0;0;;
4/01/2023 11:00;19,2;14;1;0;229;30,6;0,4;8,4;13,5;21,9;0,8;17,5;0;0;;
4/01/2023 12:00;21,7;20;0,5;0;45;36,9;0,5;9,4;15,7;25;1;18,4;0;0;;
4/01/2023 13:00;25,6;22;1,1;0;227;40,8;0,5;5,5;16,5;22;1;17,9;0;0;;
4/01/2023 14:00;45,1;25;0,9;0;309;37,5;0,4;3,6;13,2;16,8;1;18;0;0;;
4/01/2023 15:00;45,8;22;1,3;2,6;204;25,1;0,4;5,2;14;19,2;1,2;14,8;0;0;;
4/01/2023 16:00;52,3;21;1,7;0;245;28,3;0,4;6,2;12;18,2;1,2;16;0;0;;
4/01/2023 17:00;42,1;18;1,3;0;256;27;0,4;4,6;12,1;16,7;1,1;16,5;0;0;;
4/01/2023 18:00;32,4;13;1,1;0;298;21;0,5;3,6;15,1;18,7;0,8;15,5;0;0;;
4/01/2023 19:00;28,8;16;0,5;0,4;26;14,3;0,5;4,8;16,2;21;1,1;13,6;0;0;;
4/01/2023 20:00;28,6;12;0,7;0,1;109;19,3;0,4;7,5;13,2;20,7;0,8;11,7;0;0;;
4/01/2023 21:00;13,9;13;0,9;0;132;8,2;0,6;12,9;17,5;30,4;1;11,6;0;0;;
4/01/2023 22:00;18,8;13;0,7;0;111;4,2;0,6;15;15,8;30,8;0,9;11,2;0;0;;
4/01/2023 23:00;19,5;12;0,5;0;92;2,4;0,9;33,8;18,1;51,9;1,3;10,5;0;0;;
5/01/2023 0:00;33;18;0,6;0;60;1,4;0,8;23,6;16,6;40,1;1,2;10,7;0;0;;
5/01/2023 1:00;25,2;16;0,7;0;91;1,6;0,5;10,3;12,4;22,7;0,9;10,9;0;0;;
5/01/2023 2:00;22,7;10;0,5;0;90;2,9;0,5;6,9;13,6;20,5;0,8;10,8;0;0;;
5/01/2023 3:00;18;11;1,9;0;140;23,4;0,2;0,6;4;4,6;0,8;11,2;0;0;;
5/01/2023 4:00;11;11;1,8;0;135;31,6;0,1;0,1;1,6;1,8;0,6;11,4;0;0;;
5/01/2023 5:00;11;11;2,1;0;126;34,2;0,1;0,5;1,9;2,4;0,7;11,6;0;0;;
5/01/2023 6:00;0;10;0,8;0;146;21,5;0,3;4,2;8,7;13;0,8;11,6;0;0;;
5/01/2023 7:00;18,8;11;2,2;0;140;23;0,4;9,8;8;17,8;0,8;11,6;0;0;;
5/01/2023 8:00;12;12;3;0;134;26,9;0,3;4,5;5,8;10,3;0,7;11,7;0;0;;
5/01/2023 9:00;18,8;8;3,2;0;132;29,7;0,2;3,2;4,2;7,4;0,7;12,5;0;0;;
5/01/2023 10:00;9,2;8;3,1;0;120;32,1;0,2;3,4;4,3;7,6;0,7;14,1;0;0;;
5/01/2023 11:00;11;11;3,2;0;129;33,3;0,2;3,4;3,6;7;0,7;14,4;0;0;;
5/01/2023 12:00;14;14;3,2;0;135;33,5;0,2;2,1;3,6;5,7;0,7;14,2;0;0;;
5/01/2023 13:00;12;12;2,5;0;124;33,5;0,2;2,2;3,3;5,5;0,8;15,2;0;0;;
5/01/2023 14:00;21,2;16;3,4;0;142;34,7;0,2;2,5;3,4;5,9;0,8;16,4;0;0;;
5/01/2023 15:00;15,6;12;4,1;0;149;36,4;0,2;1,7;2,9;4,7;0,9;15,9;0;0;;
5/01/2023 16:00;22,7;10;3,7;0;146;33,2;0,2;2,1;3,2;5,3;0,9;15,5;0;0;;
5/01/2023 17:00;21,4;7;3,9;0;121;32;0,2;1,9;2,8;4,8;0,8;14,2;0;0;;
5/01/2023 18:00;23,6;7;2,7;0;123;30,2;0,2;2,4;4,7;7,1;0,7;13,9;0;0;;
5/01/2023 19:00;15,3;7;3;0;135;30,9;0,2;1,6;3,4;5;0,8;13,4;0;0;;
5/01/2023 20:00;21,2;8;2,1;0;121;22,6;0,3;6,4;8,5;14,9;0,7;13;0;0;;
5/01/2023 21:00;25,9;19;0,2;0;54;3,8;0,7;22,1;17,8;39,9;0,8;12,3;0;0;;
5/01/2023 22:00;36,6;12;1;0;119;13,3;0,5;15,1;11,6;26,7;1;12,5;0;0;;
5/01/2023 23:00;28,8;19;0,7;0;95;16,2;0,3;2,5;8;10,5;0,8;12,6;0;0;;
6/01/2023 0:00;22,7;16;1,4;0;122;17,2;0,3;1,3;7,9;9,2;0,8;12,5;0;0;;
6/01/2023 1:00;16,3;16;0,2;0;124;24,1;0,2;0,2;3,5;3,7;0,8;12,5;0;0;;
6/01/2023 2:00;17,6;13;0,7;0;358;11,5;0,2;1,9;7,6;9,6;0,8;11,4;0;0;;
6/01/2023 3:00;17,5;16;0,7;0;120;10,3;0,2;1,4;6,5;7,8;0,8;11,2;0;0;;
6/01/2023 4:00;28,1;9;1,8;0;157;20,6;0,2;0,8;3,1;4;0,6;11,8;0;0;;
6/01/2023 5:00;18,9;12;2,4;0;145;26,4;0,1;0,2;1,5;1,7;0,8;11,5;0;0;;
6/01/2023 6:00;13,8;9;2;0;115;22,4;0,2;3,7;5,5;9,2;0,8;11,1;0;0;;
6/01/2023 7:00;16,7;15;2,1;0;122;23,9;0,2;2,5;3,9;6,4;0,8;11,1;0;0;;
6/01/2023 8:00;0;14;2,5;0;140;25,1;0,2;4;3,8;7,8;0,7;12,1;0;0;;
6/01/2023 9:00;0;0;0,8;0;107;20,8;0,4;11;10,6;21,6;0,9;14,5;0;0;;
6/01/2023 10:00;0;14;2,8;0;115;28,8;0,2;5,4;5;10,4;0,5;15,7;0;0;;
6/01/2023 11:00;0;16;2,8;0;125;31,7;0,2;2,9;3,2;6,1;0,7;15,6;0;0;;
6/01/2023 12:00;19,5;12;2,9;0;119;32,9;0,2;2,6;3,6;6,2;0,8;16,4;0;0;;
6/01/2023 13:00;16,6;10;2,5;0;124;36;0,2;2,7;4,4;7,1;0,8;17,6;0;0;;
6/01/2023 14:00;24,4;11;0,7;0;157;38,1;0,4;3,1;13,1;16,2;1,1;17,5;0;0;;
6/01/2023 15:00;51,9;27;0,8;0;124;44,4;0,5;4;17;21,1;1,2;18,1;0;0;;
6/01/2023 16:00;49,7;22;0,9;25,7;35;36,3;0,6;4,7;23,9;28,5;1;14,2;0;0;;
6/01/2023 17:00;34,9;30;2,4;7,6;94;31,2;0,6;8,2;16,4;24,6;1,1;10,8;0;0;;
6/01/2023 18:00;17;17;1,2;1,6;111;17,9;0,6;10,3;16,4;26,7;1;11,6;0;0;;
6/01/2023 19:00;21;21;0,7;4,4;91;17,8;0,6;9,7;18,6;28,2;1;10,7;0;0;;
6/01/2023 20:00;12,4;7;1,2;6,3;114;18,2;0,5;14;19,9;33,9;1;10,2;0;0;;
6/01/2023 21:00;13,4;10;0,5;1,5;105;11,6;0,6;9,3;22,2;31,4;0,9;10,3;0;0;;
6/01/2023 22:00;13,9;10;0,5;0,3;75;11,8;0,5;7,7;18,1;25,8;0,7;10,6;0;0;;
6/01/2023 23:00;11,6;10;0,8;0;84;8;0,6;9,3;19,9;29,2;0,8;10,8;0;0;;
7/01/2023 0:00;10,7;8;0,4;0;115;15,4;0,4;4;10,2;14,2;0,7;11,1;0;0;;
7/01/2023 1:00;12,7;6;0,8;0,1;132;10,3;0,4;3;10,1;13,1;0,6;11,1;0;0;;
7/01/2023 2:00;16,3;6;1;0;138;22,9;0,2;0,5;4,6;5,1;0,6;11,5;0;0;;
7/01/2023 3:00;7;7;1,2;0;319;26,3;0,2;0,1;2,2;2,3;0,8;11,6;0;0;;
7/01/2023 4:00;5;5;1,2;0;354;22,4;0,2;0,3;3,1;3,4;0,8;11,2;0;0;;
7/01/2023 5:00;5,3;0;0,5;0;20;12,3;0,2;1,5;4,7;6,2;0,7;10,5;0;0;;
7/01/2023 6:00;7,9;0;1,4;0;53;18;0,2;3;5,1;8,1;0,8;10,9;0;0;;
7/01/2023 7:00;9,4;3;0,7;0;4;10,2;0,4;9,5;9,2;18,7;0,8;10,9;0;0;;
7/01/2023 8:00;9,4;8;0,7;0;109;13,1;0,4;11,3;8,2;19,5;0,9;11,9;0;0;;
7/01/2023 9:00;9,2;7;1;0;2;21,2;0,2;2,9;3,9;6,9;0,8;13,6;0;0;;
7/01/2023 10:00;8,2;1;1;0;340;22,6;0,2;2,5;3,2;5,7;0,7;16,4;0;0;;
7/01/2023 11:00;4,5;4;0,9;0;82;23,5;0,2;3,4;3,7;7,1;0,7;16,6;0;0;;
7/01/2023 12:00;25,7;11;2,8;0;100;23,6;0,2;2,5;3,1;5,7;0,9;15,2;0;0;;
7/01/2023 13:00;6,5;4;0,4;0;324;23,8;0,2;2,4;3,4;5,8;0,7;16,2;0;0;;
7/01/2023 14:00;8,2;0;0,7;0;251;19,3;0,4;4;8,7;12,7;0,9;15,7;0;0;;
7/01/2023 15:00;18,5;5;1;0,5;287;14,8;0,5;5,3;13,1;18,4;0,9;13,6;0;0;;
7/01/2023 16:00;12,9;10;0,3;0,6;108;21,1;0,4;3,6;10,4;14;0,6;11,8;0;0;;
7/01/2023 17:00;13,4;12;0,2;0,1;316;14,2;0,6;7,1;15,6;22,7;1;12,6;0;0;;
7/01/2023 18:00;14;11;1,3;0;118;9,2;0,6;6,4;15,9;22,3;0,8;12,4;0;0;;
7/01/2023 19:00;18;18;0,6;0;111;2,8;1;24,7;19,8;44,4;1,2;12;0;0;;
7/01/2023 20:00;24,4;21;0,5;0;128;4;0,8;21,4;16,5;38;1,2;12,1;0;0;;
7/01/2023 21:00;28,6;20;0,2;0;55;4,8;0,9;24,1;17,6;41,7;1,2;12,1;0;0;;
7/01/2023 22:00;25,4;20;1,2;0;19;13,2;0,3;4,5;7,1;11,6;0,8;12,2;0;0;;
7/01/2023 23:00;16,6;13;0,7;0;50;15,7;0,3;2,2;7,7;9,8;0,7;12,1;0;0;;
8/01/2023 0:00;0;13;0,7;0;60;17,2;0,2;1,8;5,9;7,7;0,7;12,1;0;0;;
8/01/2023 1:00;9;9;1,6;0;116;24,7;0,2;0,5;2,1;2,7;0,6;12;0;0;;
8/01/2023 2:00;10,9;6;1,1;0;156;23,9;0,2;0,3;1,9;2,2;0,7;11,9;0;0;;
8/01/2023 3:00;9;7;0,6;0;316;13,9;0,2;1,2;5,7;6,9;0,8;11,6;0;0;;
8/01/2023 4:00;20,5;17;0,4;0;341;6,3;0,3;1,7;11,3;13,1;0,8;11,4;0;0;;
8/01/2023 5:00;12,9;11;0,4;0,7;196;15,9;0,2;0,6;5,4;5,9;0,8;11,2;0;0;;
8/01/2023 6:00;11,3;11;0,6;0,6;332;8,2;0,3;1,9;8;9,9;0,8;10,7;0;0;;
8/01/2023 7:00;11,1;6;0,5;0,1;343;8,5;0,3;3,6;10,1;13,7;0,6;10,7;0;0;;
8/01/2023 8:00;11,3;0;0,7;0;331;6,7;0,4;8,7;11,8;20,5;0,8;11,3;0;0;;
8/01/2023 9:00;8,7;6;0,9;0;313;19,6;0,3;3;5,5;8,5;0,7;13,4;0;0;;
8/01/2023 10:00;8;8;1;0;332;26,5;0,2;1,2;2,6;3,8;0,7;15,6;0;0;;
8/01/2023 11:00;3,3;3;0,4;0;48;28,5;0,2;0,9;2;2,9;0,4;15,9;0;0;;
8/01/2023 12:00;5,5;2;0,6;0;88;29;0,2;1;2;3;0,6;16,9;0;0;;
8/01/2023 13:00;3;3;1,9;0;118;29,4;0,2;1,2;2;3,2;0,7;16,3;0;0;;
8/01/2023 14:00;5;5;1,5;0;97;28,6;0,2;1,3;2,2;3,5;0,9;15,7;0;0;;
8/01/2023 15:00;6,5;3;1,4;0;7;27,7;0,2;1,2;2,4;3,5;0,9;16;0;0;;
8/01/2023 16:00;2,8;0;1,4;0;115;26,6;0,2;1,2;2,5;3,6;1;15,7;0;0;;
8/01/2023 17:00;3,5;0;2,8;0;121;26,3;0,2;1,1;1,9;3;0,9;14,1;0;0;;
8/01/2023 18:00;5,2;0;1,1;0;136;24,9;0,2;0,8;2,5;3,3;0,8;13,6;0;0;;
8/01/2023 19:00;4,7;0;1;0;192;24,7;0,2;0,9;3;3,8;0,7;12,8;0;0;;
8/01/2023 20:00;5,2;0;2,4;0;130;21,3;0,2;1,8;4,7;6,5;0,8;12,5;0;0;;
8/01/2023 21:00;4,6;3;2;0;119;23,1;0,2;1,5;3,2;4,7;0,7;12;0;0;;
8/01/2023 22:00;5;5;0,3;0;240;16,4;0,3;2,3;7,1;9,5;0,7;11,5;0;0;;
8/01/2023 23:00;7,3;6;0,2;0;60;11,4;0,3;3,8;8,5;12,3;0,8;11;0;0;;
9/01/2023 0:00;7,5;0;0,8;0;92;2,9;0,5;11,5;11,2;22,7;0,8;9,9;0;0;;
9/01/2023 1:00;8,5;0;0,6;0;92;4,9;0,4;9,1;9,4;18,6;0,8;9,7;0;0;;
9/01/2023 2:00;8,7;3;0,7;0;92;6,9;0,3;5,8;8,2;13,9;0,8;10,2;0;0;;
9/01/2023 3:00;14,6;4;0,6;0;87;5,7;0,3;3,3;7,3;10,6;0,8;10;0;0;;
9/01/2023 4:00;5,5;3;0,6;0;324;2,6;0,4;5;10;14,9;0,9;9,9;0;0;;
9/01/2023 5:00;9,4;2;0,6;0;110;0,8;0,4;9,5;10,2;19,7;1;9,7;0;0;;
9/01/2023 6:00;12,9;1;0,3;0;108;0,6;0,5;16,3;11;27,2;0;9,7;0;0;;
9/01/2023 7:00;12,6;3;0,8;0;123;0,7;0,7;29,1;11,6;40,7;1,3;9,8;0;0;;
9/01/2023 8:00;14,8;7;0,6;0;119;4,8;0,6;26,1;13,3;39,4;2,1;11,7;0;0;;
9/01/2023 9:00;20,8;16;0,7;0;345;11,7;0,4;9,7;10,5;20,2;1,3;13,7;0;0;;
9/01/2023 10:00;12,4;4;0,8;0;334;20,8;0,2;1,9;3,1;5;0,9;15,2;0;0;;
9/01/2023 11:00;8;1;1,4;0;324;23,7;0,2;1,8;3,4;5,2;0,8;15,6;0;0;;
9/01/2023 12:00;6;5;2;0;340;25,7;0,2;2,3;3,6;5,9;0,8;16,4;0;0;;
9/01/2023 13:00;9;6;1,6;0;355;27,1;0,2;1,9;3,3;5,1;0,8;16,5;0;0;;
9/01/2023 14:00;6,7;4;1,5;0;355;27,7;0,2;1,8;2,7;4,5;0,9;18;0;0;;
9/01/2023 15:00;5;5;1,3;0;150;27;0,2;1,9;2,8;4,7;0,9;17,5;0;0;;
9/01/2023 16:00;6,3;3;1,4;0;229;26,2;0,2;1,1;2,3;3,5;0,9;18,8;0;0;;
9/01/2023 17:00;5,3;2;1,4;0;212;31,7;0,4;1,8;9,1;10,9;1;17,5;0;0;;
9/01/2023 18:00;24,9;16;0,7;0;290;35,8;0,5;1,5;14,1;15,6;1,1;15;0;0;;
9/01/2023 19:00;22,2;20;1,4;3,3;263;30,4;0,5;1,2;15,3;16,6;1;12,8;0;0;;
9/01/2023 20:00;29,2;18;0,5;6,9;299;19,5;0,6;1,6;22,2;23,8;0,9;12,3;0;0;;
9/01/2023 21:00;23;23;1;6,4;193;13,7;0,5;2,1;18,7;20,9;0,9;11,9;0;0;;
9/01/2023 22:00;17;17;1,1;0,1;191;14,2;0,5;1,5;16,6;18,1;0,7;11,7;0;0;;
9/01/2023 23:00;0;14;1,1;0,1;345;9,8;0,5;3;20;23;0,7;11,6;0;0;;
10/01/2023 0:00;0;10;0,9;0;340;16,7;0,4;0,6;13;13,6;0,7;11,3;0;0;;
10/01/2023 1:00;8,7;7;0,3;0,6;53;19,9;0,3;0,2;8,7;8,9;0,9;11,3;0;0;;
10/01/2023 2:00;11,2;6;0,4;0,3;343;20,1;0,3;0,2;8,1;8,2;0,8;11,1;0;0;;
10/01/2023 3:00;8,5;4;1;0,1;344;21,9;0,3;0,1;7,7;7,9;0,8;11;0;0;;
10/01/2023 4:00;9,5;3;0,9;0;348;27,9;0,2;0,1;5,4;5,5;0,8;10,9;0;0;;
10/01/2023 5:00;12,4;5;0,6;0;323;17,6;0,3;2,3;10;12,3;0,9;11;0;0;;
10/01/2023 6:00;10,5;9;0,5;0;20;7;0,5;14,5;14,7;29,2;0,9;11,1;0;0;;
10/01/2023 7:00;9,2;9;0,3;0;111;2,4;0,8;28,7;16;44,7;1,1;11,1;0;0;;
10/01/2023 8:00;11,4;4;0,6;0,1;6;1,7;1,1;52;18,6;70,6;1,6;11,6;0;0;;
10/01/2023 9:00;18,5;7;1,5;0;349;3,9;1;44,6;16,7;61,3;1,5;13,1;0;0;;
10/01/2023 10:00;29,6;24;2,1;0;343;8,3;0,6;19,6;14;33,6;1,1;14;0;0;;
10/01/2023 11:00;22;15;1;1;278;8,7;0,6;18,1;16;34,1;1,2;13,5;0;0;;
10/01/2023 12:00;23,2;12;0,9;0,2;357;11,4;0,6;15,8;14,2;30;1,4;13,8;0;0;;
10/01/2023 13:00;21;10;0,3;0,2;163;15,6;0,5;11,3;11,3;22,5;1,2;14,2;0;0;;
10/01/2023 14:00;18,1;7;0,5;0;268;23,4;0,4;8,1;10,3;18,4;1,1;16,6;0;0;;
10/01/2023 15:00;20,8;7;1,4;0,1;217;34,6;0,7;11,4;17,2;28,6;1,1;18,5;0;0;;
10/01/2023 16:00;28,3;20;1,6;0,1;240;30,2;0,6;5,2;19,3;24,5;1,1;15,2;0;0;;
10/01/2023 17:00;0;26;0,7;3,7;248;25,6;0,6;4,5;25;29,4;0,8;13,8;0;0;;
10/01/2023 18:00;0;21;1,5;5,2;121;17,3;0,7;9,3;22;31,3;1,1;11,3;0;0;;
10/01/2023 19:00;0;19;0,6;0,7;84;8,9;1;12,8;31,6;44,4;1,2;11,5;0;0;;
10/01/2023 20:00;30;30;0,6;0,1;78;2,9;1,3;33,5;28,8;62,4;1,4;11,2;0;0;;
10/01/2023 21:00;23,4;13;0,6;0;82;1,8;1,2;43,4;24,8;68,2;1,6;10,8;0;0;;
10/01/2023 22:00;18,8;10;0,7;0;75;1,5;1;21,3;24,4;45,7;1,2;11;0;0;;
10/01/2023 23:00;22,5;10;0,8;0;356;0,5;1;25,6;26;51,6;1,3;11,2;0;0;;
11/01/2023 0:00;24;18;0,5;0,1;111;0,3;0,9;27,1;21,1;48,2;1,3;11,1;0;0;;
11/01/2023 1:00;19,3;13;0,7;0,9;107;2,3;0,6;10,2;15,4;25,6;1;11;0;0;;
11/01/2023 2:00;10;10;1;0,3;52;14,2;0,2;1,5;5,6;7,2;0,8;11;0;0;;
